year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00028990,0.04617424
1995,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00026534,0.05532808
1995,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00014598,0.01960940
1995,"Aircraft, spacecraft, and parts thereof",0.00011741,0.00056325
1995,Rubber and articles thereof,0.00009178,0.03045523
1995,Other,0.00115468,1.53397780
1996,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00028474,0.04537970
1996,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00026814,0.05159017
1996,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00022590,0.01942448
1996,"Aircraft, spacecraft, and parts thereof",0.00014534,0.00032284
1996,Rubber and articles thereof,0.00010237,0.03433377
1996,Other,0.00127172,1.78619956
1997,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00038466,0.06802846
1997,Iron or steel articles,0.00033897,0.30684031
1997,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00033528,0.05308598
1997,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00029989,0.02391072
1997,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00012642,0.43013279
1997,Other,0.00138251,1.55446311
1998,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00055970,0.10206033
1998,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00045280,0.06994857
1998,Iron or steel articles,0.00035279,0.30166846
1998,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00024339,0.02473159
1998,Rubber and articles thereof,0.00010498,0.03838879
1998,Other,0.00147633,2.20622453
1999,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00039714,0.05643275
1999,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00025979,0.05930735
1999,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00025521,0.02666567
1999,Iron or steel articles,0.00010972,0.10655359
1999,Plastics and articles thereof,0.00007957,0.07771050
1999,Other,0.00110767,1.99210012
2000,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00030371,0.02908233
2000,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00017884,0.01310191
2000,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00014320,0.01650581
2000,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00011790,0.35669143
2000,"Aircraft, spacecraft, and parts thereof",0.00009737,0.00018156
2000,Other,0.00127353,1.58474450
2001,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00027446,0.02458491
2001,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00016491,0.01369103
2001,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00010441,0.31573232
2001,Plastics and articles thereof,0.00008395,0.07156345
2001,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00008056,0.01172135
2001,Other,0.00109108,1.48286974
2002,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00031456,0.03398438
2002,Iron or steel articles,0.00020252,0.22993368
2002,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00012656,0.01065547
2002,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00009770,0.01713375
2002,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00008308,0.25102549
2002,Other,0.00106878,1.47132140
2003,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00031274,0.02852312
2003,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00016745,0.02363634
2003,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00014140,0.01181443
2003,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00011822,0.33770297
2003,Plastics and articles thereof,0.00010031,0.07448397
2003,Other,0.00123343,1.27938877
2004,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00033380,0.03769646
2004,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00025460,0.03962357
2004,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00016926,0.01288623
2004,Plastics and articles thereof,0.00012710,0.08572518
2004,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00012631,0.28502432
2004,Other,0.00138517,1.28286481
2005,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00045838,0.04475179
2005,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00043088,0.06504066
2005,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00023667,0.34108907
2005,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00023559,0.01672317
2005,Plastics and articles thereof,0.00016508,0.09882345
2005,Other,0.00160291,1.42582235
2006,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00060763,0.08092814
2006,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00056294,0.05204125
2006,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00027250,0.01811111
2006,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00023100,0.25454692
2006,Plastics and articles thereof,0.00018337,0.10020067
2006,Other,0.00187989,1.50128884
2007,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00091774,0.10295691
2007,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00067481,0.06010217
2007,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00032142,0.01895146
2007,Plastics and articles thereof,0.00021457,0.10863105
2007,Iron and steel,0.00019236,0.26648633
2007,Other,0.00215669,1.79518706
2008,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00123450,0.14491870
2008,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00090197,0.07749690
2008,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00052236,0.40407906
2008,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00039688,0.02140321
2008,Iron and steel,0.00034322,0.33673415
2008,Other,0.00293695,1.63107149
2009,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00084104,0.09901583
2009,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00081868,0.06761611
2009,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00050658,0.48855755
2009,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00043268,0.02516641
2009,Iron and steel,0.00024836,0.34485983
2009,Other,0.00266912,1.61812737
2010,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00105152,0.13459431
2010,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00098100,0.14953417
2010,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00059793,0.69057990
2010,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00042990,0.04236103
2010,Iron and steel,0.00032017,0.42103829
2010,Other,0.00323761,2.00617453
2011,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00152249,0.16434703
2011,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00150904,0.21542189
2011,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00114299,0.90095258
2011,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00062269,0.05397596
2011,Iron and steel,0.00040019,0.45092886
2011,Other,0.00400789,2.49167372
2012,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00157542,0.16925445
2012,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00143954,0.20321978
2012,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00108123,0.98427278
2012,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00063834,0.06104495
2012,Plastics and articles thereof,0.00042388,0.19284124
2012,Other,0.00435115,2.86665622
2013,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00198505,0.19003798
2013,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00136814,0.20962095
2013,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00095087,0.81582477
2013,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00073585,0.06172420
2013,Plastics and articles thereof,0.00044821,0.20985384
2013,Other,0.00434380,2.94732057
2014,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00220922,0.21329246
2014,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00137594,0.19179330
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00095992,0.84973475
2014,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00081702,0.06645311
2014,Iron and steel,0.00053017,0.62444421
2014,Other,0.00482877,2.96558903
2015,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00176656,0.19155387
2015,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00141459,0.18223551
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00084431,0.07249823
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00066011,0.67193167
2015,Plastics and articles thereof,0.00046530,0.22995607
2015,Other,0.00452464,3.34008283
2016,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00137282,0.18293873
2016,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00121335,0.16664361
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00074183,0.06402109
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00058158,0.61387753
2016,Plastics and articles thereof,0.00044324,0.23513610
2016,Other,0.00419898,3.58038984
2017,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00178368,0.19826153
2017,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00132349,0.17942585
2017,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00083473,0.08215070
2017,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00059156,0.47862092
2017,Plastics and articles thereof,0.00043249,0.22350573
2017,Other,0.00454125,3.61597746
2018,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00197404,0.18300093
2018,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00129130,0.18337831
