year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00016330,0.08308263
1995,Food Related,0.00015707,0.29561142
1995,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00013297,0.06913827
1995,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00009553,0.02055972
1995,Iron and steel,0.00005385,0.06055851
1995,Other,0.00056804,0.72017814
1996,Food Related,0.00013146,0.31014233
1996,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00012538,0.16945737
1996,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00011992,0.11050757
1996,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00010485,0.02755547
1996,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00007307,0.01730147
1996,Other,0.00052011,0.76881804
1997,Food Related,0.00018490,0.51896826
1997,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00011488,0.11408474
1997,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00010610,0.27644072
1997,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00005712,0.04952329
1997,Iron and steel,0.00004857,0.08042183
1997,Other,0.00046670,0.92283029
1998,Food Related,0.00019980,1.34348877
1998,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00012656,0.08096051
1998,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00012008,0.14625947
1998,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00011540,0.07367652
1998,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00010918,0.34920419
1998,Other,0.00056871,1.34611499
1999,Food Related,0.00014419,0.38461740
1999,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00011428,0.42407467
1999,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00010498,0.12749281
1999,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00010380,0.51151206
1999,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00009346,0.04314749
1999,Other,0.00057225,1.33110237
2000,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00014379,0.27046320
2000,Food Related,0.00013961,0.33045280
2000,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00010557,0.01245636
2000,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00009903,0.01370224
2000,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00009321,0.01668165
2000,Other,0.00047781,0.70914435
2001,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00013021,0.01503341
2001,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00012760,0.30916696
2001,Food Related,0.00012399,0.31237102
2001,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00009847,0.01411007
2001,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00009628,0.01534776
2001,Other,0.00051824,0.75692205
2002,Food Related,0.00016321,0.45769660
2002,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00016098,0.39570446
2002,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00011594,0.02187596
2002,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00011427,0.01197995
2002,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00009001,0.00877717
2002,Other,0.00053855,0.71837909
2003,Food Related,0.00021560,0.49962821
2003,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00019074,0.56572179
2003,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00016131,0.01882963
2003,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00011914,0.02191346
