imports_trln_USD,exports_trln_USD
0.00000001,0.00000009
0.00000017,0.00000014
0.00000000,
0.00000000,
0.00000000,
0.00000016,
0.00000083,0.00000002
0.00000007,
0.00000009,
0.00000080,
0.00000050,
0.00000663,
0.00000716,0.00000001
0.00000000,
0.00000112,0.00000000
0.00000000,0.00000013
0.00000011,0.00000001
0.00000006,0.00000000
0.00000005,
0.00000038,0.00000002
0.00000002,0.00000061
0.00000115,
0.00000076,0.00000167
0.00000077,0.00000008
0.00000006,0.00000001
0.00000000,
0.00000063,
0.00000224,0.00000012
0.00000153,0.00000001
0.00000379,0.00000000
0.00000238,0.00000000
0.00000002,
0.00000000,
0.00000082,
0.00000086,0.00000004
0.00000002,0.00000000
0.00000002,
0.00000003,0.00000000
0.00000003,0.00000000
0.00000005,0.00000000
0.00000007,
0.00000002,0.00000000
0.00000005,
0.00000005,0.00000001
0.00000067,0.00000001
0.00000314,0.00000001
0.00000103,0.00000000
0.00000097,0.00000019
0.00000008,0.00000000
0.00000003,
0.00000008,
0.00000115,0.00000000
0.00000111,0.00000000
0.00000074,0.00000002
0.00000068,0.00000007
0.00000067,0.00000003
0.00000246,0.00000003
0.00000007,0.00000001
0.00000176,0.00000001
0.00000000,
0.00000000,
0.00000005,0.00000001
0.00000032,
0.00000085,0.00000001
0.00000056,0.00000000
0.00000794,0.00000010
0.00000635,0.00000012
0.00000004,0.00000000
0.00000301,0.00000007
0.00000009,
0.00000057,0.00000002
0.00000416,0.00000003
0.00000002,
0.00000000,
0.00000681,0.00000001
0.00000106,0.00000000
0.00000029,0.00000000
0.00000012,0.00000002
0.00000000,
0.00000000,0.00000000
0.00000000,0.00000042
0.00000001,
0.00000009,0.00000001
0.00000000,0.00000000
0.00000000,
0.00000027,0.00000000
0.00000010,
0.00000002,0.00000000
0.00000118,
0.00000001,
0.00000001,0.00000002
0.00000002,0.00000021
0.00000000,0.00000233
0.00000007,
0.00000003,0.00000226
0.00000001,0.00000001
0.00000001,
0.00000000,
0.00000002,0.00000000
0.00000003,0.00000005
0.00000022,0.00000024
0.00000010,0.00000001
0.00000003,
0.00000053,
0.00000000,
0.00000000,
0.00000000,
0.00000001,
0.00000001,
0.00000005,
0.00000000,0.00000000
0.00000000,
0.00000001,
0.00000034,0.00000000
0.00000093,0.00000005
0.00000002,0.00000006
0.00000013,0.00000009
0.00000002,0.00000000
0.00000001,
0.00000000,
0.00000026,
0.00000007,0.00000000
0.00000013,0.00000001
0.00001116,0.00000001
0.00000004,0.00000001
0.00000015,0.00000001
0.00000003,
0.00000070,0.00000013
0.00000000,
0.00000000,0.00000011
0.00000006,0.00000002
0.00000002,
0.00000096,0.00000006
0.00000064,0.00000003
0.00000082,0.00000001
0.00000002,
0.00000012,
0.00000024,0.00000007
0.00000755,
0.00000078,0.00000005
0.00000004,
0.00000002,0.00000000
0.00000006,0.00000000
0.00000004,
0.00000019,0.00000010
0.00000000,0.00000000
0.00000000,
0.00000034,0.00000000
0.00000177,
0.00000010,0.00000002
0.00000021,0.00000002
0.00000152,0.00000008
0.00000123,0.00000008
0.00000418,0.00000001
0.00000866,0.00000003
0.00000016,0.00000001
0.00000251,0.00000003
0.00000656,0.00000002
0.00000011,0.00000003
0.00000002,0.00000011
0.00000039,0.00000233
0.00000004,0.00001207
0.00000127,0.00000001
0.00000126,0.00000217
0.00000099,0.00000005
0.00000008,
0.00000000,
0.00000094,0.00000008
0.00000311,0.00000006
0.00000288,0.00000005
0.00000472,0.00000003
0.00000003,
0.00000261,0.00000008
0.00000000,
0.00000006,
0.00000000,0.00000001
0.00000099,0.00000000
0.00000060,0.00000009
0.00000000,
0.00000002,
0.00000003,
0.00000003,0.00000000
0.00000006,0.00000000
0.00000014,0.00000000
0.00000011,0.00000000
0.00000003,0.00000000
0.00000004,
0.00000007,0.00000001
0.00000147,0.00000001
0.00000236,0.00000007
0.00000119,0.00000000
0.00000092,0.00000001
0.00000010,
0.00000010,
0.00000005,
0.00000113,0.00000000
0.00000100,0.00000000
0.00000150,0.00000010
0.00000121,0.00000009
0.00000064,0.00000000
0.00000286,0.00000025
0.00000014,0.00000001
0.00000000,
0.00000197,0.00000005
0.00000001,
0.00000009,0.00000003
0.00000025,0.00000000
0.00000092,0.00000009
0.00000056,0.00000001
0.00001049,0.00000014
0.00000707,0.00000015
0.00000000,
0.00000355,0.00000012
0.00000000,0.00000000
0.00000533,0.00000002
0.00000107,0.00000004
0.00000485,0.00000001
0.00000003,
0.00000001,0.00000002
0.00000858,0.00000001
0.00000119,0.00000001
0.00000036,0.00000000
0.00000005,0.00000003
0.00000002,
0.00000021,
0.00000001,0.00000000
0.00000030,0.00000001
0.00000167,0.00000004
0.00000006,
0.00000039,0.00000000
0.00000320,0.00000000
0.00000096,0.00000013
0.00000560,0.00000013
0.00000943,0.00000006
0.00000022,0.00000025
0.00000247,
0.00000552,0.00000001
0.00000008,0.00000001
0.00000002,0.00000002
0.00000080,0.00000278
0.00000003,0.00000228
0.00000125,0.00000011
0.00000127,0.00000189
0.00000130,0.00000001
0.00000009,0.00000022
0.00000000,
0.00000000,0.00000001
0.00000088,0.00000002
0.00000354,0.00000014
0.00000296,0.00000006
0.00000000,
0.00000545,0.00000008
0.00000003,
0.00000455,0.00000001
0.00000005,
0.00000000,0.00000001
0.00000093,0.00000002
0.00000079,0.00000012
0.00000000,
0.00000000,
0.00000002,
0.00000002,0.00000000
0.00000002,
0.00000006,0.00000001
0.00000008,
0.00000015,0.00000000
0.00000001,0.00000000
0.00000005,
0.00000007,0.00000011
0.00000177,0.00000002
0.00000427,0.00000003
0.00000171,0.00000005
0.00000180,0.00000005
0.00000012,0.00000000
0.00000008,
0.00000014,
0.00000113,0.00000005
0.00000152,0.00000000
0.00000164,0.00000015
0.00000505,0.00000001
0.00000050,0.00000005
0.00000346,0.00000003
0.00000013,0.00000001
0.00000164,0.00000005
0.00000000,
0.00000001,0.00000000
0.00000020,0.00000000
0.00000029,
0.00000081,0.00000002
0.00000080,0.00000003
0.00001137,0.00000025
0.00000669,0.00000147
0.00000003,
0.00000441,0.00000082
0.00000000,0.00000000
0.00000230,0.00000033
0.00000195,0.00000003
0.00000709,0.00000002
0.00000001,
0.00000000,
0.00001334,0.00000020
0.00000139,0.00000029
0.00000037,0.00000000
0.00000013,0.00000008
0.00000002,0.00000003
0.00000014,
0.00000001,0.00000045
0.00000000,
0.00000003,
0.00000033,0.00000000
0.00000172,0.00000020
0.00000010,
0.00000034,0.00000002
0.00000239,0.00000002
0.00000119,0.00000022
0.00000549,0.00000000
0.00000706,0.00000036
0.00000016,0.00000138
0.00000275,0.00000001
0.00001948,0.00000001
0.00000009,0.00000001
0.00000005,0.00000291
0.00000130,0.00000000
0.00000004,0.00001071
0.00000128,0.00000001
0.00000178,0.00000208
0.00000120,0.00000005
0.00000009,0.00000000
0.00000000,
0.00000001,0.00000000
0.00000105,0.00000000
0.00000404,0.00000034
0.00000304,0.00000001
0.00000000,
0.00000438,0.00000011
0.00000004,
0.00000507,0.00000001
0.00000010,
0.00000078,0.00000010
0.00000047,0.00000018
0.00000000,
0.00000003,0.00000011
0.00000002,0.00000000
0.00000003,0.00000003
0.00000004,0.00000001
0.00000009,0.00000000
0.00000020,0.00000000
0.00000001,0.00000000
0.00000004,0.00000000
0.00000008,0.00000001
0.00000149,0.00000001
0.00000350,0.00000007
0.00000125,0.00000003
0.00000164,0.00000003
0.00000009,0.00000000
0.00000002,0.00000000
0.00000010,0.00000000
0.00000089,0.00000002
0.00000138,0.00000000
0.00000123,0.00000005
0.00000521,0.00000003
0.00000058,0.00000000
0.00000343,0.00000029
0.00000014,0.00000000
0.00000000,
0.00000419,0.00000025
0.00000001,
0.00000001,
0.00000011,0.00000003
0.00000055,0.00000008
0.00000089,0.00000001
0.00000068,0.00000001
0.00001413,0.00000107
0.00000754,0.00000019
0.00000012,
0.00000702,0.00000054
0.00000001,
0.00000075,0.00000144
0.00000086,0.00000004
0.00000721,0.00000000
0.00000000,0.00000000
0.00000000,0.00000002
0.00000795,0.00000009
0.00000091,0.00000001
0.00000042,0.00000000
0.00000008,0.00000005
0.00000003,
0.00000045,
0.00000001,0.00000001
0.00000000,
0.00000000,
0.00000032,0.00000000
0.00000301,0.00000032
0.00000007,
0.00000023,0.00000000
0.00000137,0.00000004
0.00000148,0.00000003
0.00000639,0.00000009
0.00000843,0.00000023
0.00000022,
0.00000016,0.00000015
0.00000386,0.00000000
0.00000748,0.00000001
0.00000013,0.00000001
0.00000014,0.00000005
0.00000193,0.00000000
0.00000002,0.00000010
0.00000266,0.00000000
0.00000180,0.00000263
0.00000140,0.00000011
0.00000016,
0.00000000,0.00000000
0.00000001,
0.00000115,0.00000000
0.00000486,0.00000017
0.00000357,0.00000017
0.00000000,0.00000000
0.00000352,0.00000002
0.00000002,
0.00000934,0.00000003
0.00000000,
0.00000010,
0.00000000,0.00000001
0.00000112,0.00000000
0.00000076,0.00000000
0.00000000,
0.00000000,0.00000001
0.00000002,0.00000003
0.00000012,
0.00000006,0.00000009
0.00000011,
0.00000015,
0.00000023,0.00000000
0.00000001,0.00000000
0.00000040,0.00000000
0.00000004,0.00000009
0.00000161,0.00000009
0.00000396,0.00000003
0.00000205,0.00000000
0.00000144,0.00000002
0.00000011,0.00000000
0.00000008,
0.00000013,
0.00000233,0.00000004
0.00000246,0.00000000
0.00000171,0.00000011
0.00001958,0.00000002
0.00000064,0.00000010
0.00000714,0.00000009
0.00000023,
0.00000000,
0.00000586,0.00000010
0.00000001,
0.00000004,
0.00000008,0.00000014
0.00000079,0.00000000
0.00000316,0.00000002
0.00000153,0.00000000
0.00002402,0.00000031
0.00001319,0.00000013
0.00000003,
0.00000945,0.00000036
0.00000003,0.00000000
0.00000154,0.00000009
0.00000182,0.00000001
0.00000674,0.00000001
0.00000003,
0.00000000,
0.00002686,0.00000009
0.00000183,0.00000007
0.00000054,0.00000000
0.00000007,0.00000005
0.00000002,0.00000000
0.00000050,
0.00000001,0.00000002
0.00000000,
0.00000000,
0.00000029,0.00000077
0.00000246,0.00000019
0.00000008,0.00000003
0.00000022,0.00000004
0.00000116,0.00000003
0.00000162,0.00000062
0.00000729,0.00000002
0.00001270,0.00000002
0.00000023,0.00000001
0.00000017,
0.00000402,0.00000001
0.00000791,0.00000002
0.00000015,0.00000002
0.00000009,0.00000000
0.00000140,0.00000003
0.00000001,0.00001375
0.00000184,0.00000002
0.00000199,0.00000234
0.00000149,0.00000022
0.00000022,
0.00000000,
0.00000001,
0.00000113,0.00000005
0.00000436,0.00000117
0.00000362,0.00000020
0.00000001,
0.00000513,0.00000001
0.00000002,
0.00000874,0.00000001
0.00000000,
0.00000015,
0.00000125,0.00000013
0.00000084,0.00000011
0.00000000,
0.00000000,0.00000000
0.00000004,
0.00000004,0.00000005
0.00000005,0.00000031
0.00000030,
