year,product_chapter,exporter,value_trln_USD
1995,10,USA,0.00000396
1995,10,ITA,0.00000394
1995,10,ARG,0.00000208
1995,10,IND,0.00000129
1995,10,EGY,0.00000012
1995,10,Other,0.00000010
1995,11,USA,0.00000410
1995,11,ITA,0.00000176
1995,11,DEU,0.00000154
1995,11,BEL,0.00000096
1995,11,FRA,0.00000064
1995,11,Other,0.00000036
1995,12,USA,0.00000191
1995,12,ITA,0.00000001
1995,12,IND,0.00000001
1995,12,FRA,0.00000000
1995,12,CIV,0.00000000
1995,13,DEU,0.00000013
1995,15,USA,0.00000231
1995,15,NLD,0.00000102
1995,15,CIV,0.00000073
1995,15,BEL,0.00000025
1995,15,CAN,0.00000015
1995,15,Other,0.00000018
1995,16,MAR,0.00000014
1995,16,DNK,0.00000010
1995,16,HKG,0.00000009
1995,16,THA,0.00000008
1995,16,GRC,0.00000006
1995,16,Other,0.00000009
1995,17,DEU,0.00000216
1995,17,FRA,0.00000107
1995,17,BRA,0.00000031
1995,17,BEL,0.00000023
1995,17,GBR,0.00000010
1995,17,Other,0.00000010
1995,18,NLD,0.00000006
1995,18,ESP,0.00000002
1995,18,GBR,0.00000002
1995,18,DEU,0.00000001
1995,18,CIV,0.00000000
1995,19,USA,0.00001376
1995,19,GBR,0.00000017
1995,19,CIV,0.00000011
1995,19,DNK,0.00000007
1995,19,IRL,0.00000005
1995,19,Other,0.00000023
1995,20,GRC,0.00000093
1995,20,NLD,0.00000050
1995,20,FRA,0.00000032
1995,20,BEL,0.00000031
1995,20,GBR,0.00000027
1995,20,Other,0.00000074
1995,21,USA,0.00000069
1995,21,IRL,0.00000051
1995,21,GRC,0.00000034
1995,21,HRV,0.00000034
1995,21,CIV,0.00000032
1995,21,Other,0.00000057
1995,22,GRC,0.00000072
1995,22,NLD,0.00000066
1995,22,DEU,0.00000053
1995,22,GBR,0.00000051
1995,22,FRA,0.00000025
1995,22,Other,0.00000044
1995,23,ARG,0.00000067
1995,23,PER,0.00000019
1995,23,DEU,0.00000006
1995,23,USA,0.00000004
1995,23,CIV,0.00000000
1995,24,CHE,0.00000116
1995,24,GBR,0.00000094
1995,24,DEU,0.00000020
1995,24,GRC,0.00000010
1995,24,CYP,0.00000003
1995,24,Other,0.00000004
1995,25,DEU,0.00000067
1995,25,GRC,0.00000042
1995,25,ESP,0.00000027
1995,25,NLD,0.00000002
1995,25,GBR,0.00000001
1995,25,Other,0.00000000
1995,26,NLD,0.00000000
1995,27,DZA,0.00001382
1995,27,GRC,0.00000828
1995,27,CHN,0.00000306
1995,27,USA,0.00000186
1995,27,MEX,0.00000163
1995,27,Other,0.00000286
1995,28,CIV,0.00000019
1995,28,NLD,0.00000018
