year,product_chapter,exporter,value_trln_USD,quantity_mln_metric_tons
1995,10,USA,0.00001370,0.05296030
1995,10,IND,0.00000898,0.01582906
1995,10,SAU,0.00000636,0.03390865
1995,10,JPN,0.00000428,0.04827983
1995,10,ARE,0.00000424,0.02253931
1995,10,Other,0.00001764,0.10053219
1995,11,BEL,0.00000448,0.01198848
1995,11,ZA1,0.00000421,0.00322062
1995,11,DEU,0.00000205,0.00396683
1995,11,FRA,0.00000199,0.00473432
1995,11,ZMB,0.00000069,0.00150000
1995,11,Other,0.00000438,0.05380184
1995,12,USA,0.00000079,0.00396594
1995,12,KEN,0.00000042,0.00001169
1995,12,DEU,0.00000035,0.00005053
1995,12,ZA1,0.00000033,0.00014272
1995,12,NLD,0.00000020,0.00001900
1995,12,Other,0.00000034,0.00067745
1995,13,GBR,0.00000029,0.00005910
1995,13,ZA1,0.00000020,0.00000100
1995,13,SGP,0.00000004,0.00004317
1995,13,DEU,0.00000003,0.00000129
1995,13,DNK,0.00000003,0.00000200
1995,13,Other,0.00000004,0.00002521
1995,14,ARE,0.00000001,0.00000774
1995,14,ITA,0.00000000,0.00000026
1995,14,ZA1,0.00000000,0.00000000
1995,14,DNK,0.00000000,0.00000002
1995,14,IND,0.00000000,0.00000147
1995,15,SGP,0.00002879,0.03413205
1995,15,MYS,0.00002746,0.02806148
1995,15,USA,0.00000651,0.00575393
1995,15,ARE,0.00000295,0.02218513
1995,15,IDN,0.00000282,0.00310719
1995,15,Other,0.00001078,0.01314944
1995,16,JPN,0.00000166,0.00055950
1995,16,MAR,0.00000023,0.00012337
1995,16,THA,0.00000006,0.00006200
1995,16,GBR,0.00000002,0.00001446
1995,16,ARE,0.00000001,0.00002694
1995,16,Other,0.00000005,0.00002343
1995,17,BRA,0.00000972,0.01907430
1995,17,ZA1,0.00000656,0.01311473
1995,17,THA,0.00000382,0.01181628
1995,17,GBR,0.00000256,0.00441728
1995,17,ARE,0.00000228,0.00538201
1995,17,Other,0.00000873,0.03535652
1995,18,KEN,0.00000017,0.00003052
1995,18,GBR,0.00000006,0.00004019
1995,18,ANT,0.00000002,0.00000425
1995,18,YEM,0.00000001,0.00000281
1995,18,ZA1,0.00000001,0.00000000
1995,18,Other,0.00000001,0.00000935
1995,19,ZA1,0.00000166,0.00068820
1995,19,USA,0.00000076,0.00043980
1995,19,ITA,0.00000045,0.00034384
1995,19,CHE,0.00000045,0.00000089
1995,19,ARE,0.00000036,0.00062857
1995,19,Other,0.00000119,0.00129559
1995,20,GBR,0.00000060,0.00034397
1995,20,ITA,0.00000028,0.00039261
1995,20,ZWE,0.00000014,0.00007659
1995,20,ZA1,0.00000012,0.00008213
1995,20,ARE,0.00000012,0.00022388
1995,20,Other,0.00000026,0.00022034
1995,21,MOZ,0.00000385,0.00013048
1995,21,ZMB,0.00000098,0.00003920
1995,21,KEN,0.00000048,0.00838409
1995,21,IRL,0.00000036,0.00002716
1995,21,FRA,0.00000027,0.00014470
1995,21,Other,0.00000131,0.00088627
1995,22,ZA1,0.00000655,0.00557363
1995,22,KEN,0.00000637,0.22531676
1995,22,MWI,0.00000350,0.00048839
1995,22,BDI,0.00000205,0.00098825
1995,22,NLD,0.00000179,0.00066919
1995,22,Other,0.00000236,0.01289839
1995,23,ZA1,0.00000084,0.00356131
1995,23,DNK,0.00000037,0.00052412
1995,23,BEL,0.00000031,0.00024870
1995,23,DEU,0.00000030,0.00027619
1995,23,GBR,0.00000022,0.00021492
1995,23,Other,0.00000021,0.00046120
1995,24,ZWE,0.00000261,0.00096169
1995,24,GBR,0.00000038,0.00003494
1995,24,ZA1,0.00000035,0.00008926
1995,24,ITA,0.00000017,0.00015360
1995,24,MWI,0.00000006,0.00000725
1995,24,Other,0.00000004,0.00002352
1995,25,CHN,0.00000388,0.09178608
1995,25,IND,0.00000365,0.03800243
1995,25,SAU,0.00000083,0.00260200
1995,25,KEN,0.00000049,0.00365419
1995,25,DEU,0.00000029,0.00181811
1995,25,Other,0.00000107,0.05451756
1995,26,BEL,0.00000027,0.00084531
1995,26,CHN,0.00000003,0.00012119
1995,26,GBR,0.00000003,0.00014822
1995,26,ZA1,0.00000000,0.00002500
1995,26,KEN,0.00000000,0.00001363
1995,26,Other,0.00000000,0.00000116
1995,27,ZA1,0.00001134,0.03469891
1995,27,ITA,0.00000273,0.03045235
1995,27,DEU,0.00000148,0.00180251
1995,27,KEN,0.00000091,0.00121823
1995,27,ARE,0.00000076,0.00175707
1995,27,Other,0.00000285,0.00669049
1995,28,GBR,0.00000328,0.01809153
1995,28,ZA1,0.00000191,0.00297991
1995,28,KEN,0.00000145,0.00354191
1995,28,BEL,0.00000116,0.00207368
1995,28,DEU,0.00000109,0.00128691
1995,28,Other,0.00000499,0.00968925
1995,29,ITA,0.00000209,0.00084159
1995,29,DEU,0.00000164,0.00952139
1995,29,ZA1,0.00000119,0.00221735
1995,29,BEL,0.00000086,0.00031313
1995,29,GBR,0.00000067,0.00181923
1995,29,Other,0.00000361,0.02023606
1995,30,IND,0.00001146,0.00567738
1995,30,FRA,0.00001010,0.00005421
1995,30,NLD,0.00000711,0.00437033
1995,30,DNK,0.00000546,0.00074134
1995,30,GBR,0.00000445,0.00751052
1995,30,Other,0.00001543,0.02600915
1995,31,ZA1,0.00000431,0.00905689
1995,31,NLD,0.00000365,0.01359990
1995,31,BEL,0.00000313,0.00505581
1995,31,JOR,0.00000295,0.00700000
1995,31,ZWE,0.00000268,0.00616050
1995,31,Other,0.00000371,0.03569322
1995,32,ZA1,0.00000103,0.00024457
1995,32,GBR,0.00000103,0.00132715
1995,32,DEU,0.00000059,0.00011347
1995,32,DNK,0.00000038,0.00004610
1995,32,IND,0.00000034,0.00010387
