imports_trln_USD,exports_trln_USD
0.00000074,
0.00000003,
0.00000060,
0.00000001,0.00000001
0.00000002,
0.00000034,
0.00000068,
0.00000054,
0.00000147,
0.00000011,0.00000068
0.00000007,
0.00000009,0.00000002
0.00000001,0.00000000
0.00000047,0.00001722
0.00000001,
0.00000001,
0.00000011,0.00000000
0.00000005,
0.00000005,
0.00000006,
0.00000003,
0.00000027,0.00000002
0.00000048,
0.00000006,
0.00000111,
0.00000013,
0.00000008,
0.00000022,0.00000004
0.00000005,
0.00000003,
0.00000001,
0.00000002,
0.00000000,
0.00000000,
0.00000004,
0.00000035,0.00000586
0.00000076,0.00000036
0.00000011,
0.00000015,
0.00000001,
0.00000138,
0.00000009,
0.00000001,
0.00000002,
0.00000051,
0.00000111,
0.00000042,
0.00000043,0.00000002
0.00000000,
0.00000007,0.00000001
0.00000002,0.00000038
0.00000257,0.00000004
0.00000266,0.00000071
0.00000000,
0.00000206,0.00000002
0.00000004,
0.00000059,
0.00000047,0.00000000
0.00000000,
0.00000012,
0.00000004,0.00000001
0.00000001,0.00000001
0.00000000,
0.00000074,0.00000001
0.00000008,
0.00000001,0.00000037
0.00000116,
0.00000018,
0.00000005,
0.00000090,
0.00000185,0.00000001
0.00000160,0.00000000
0.00000161,
0.00000016,0.00000048
0.00000020,
0.00000014,0.00000001
0.00000201,
0.00000001,
0.00000002,
0.00000386,0.00001970
0.00000001,
0.00000049,
0.00000016,
0.00000015,
0.00000002,
0.00000001,0.00000000
0.00000005,
0.00000038,0.00000000
0.00000062,
0.00000010,
0.00000172,0.00000001
0.00000003,
0.00000027,
0.00000015,
0.00000002,
0.00000002,0.00000057
0.00000002,
0.00000002,0.00000000
0.00000002,0.00000000
0.00000003,
0.00000001,0.00000000
0.00000040,0.00000074
0.00000039,0.00000921
0.00000034,0.00000037
0.00000002,
0.00000019,
0.00000000,
0.00000000,
0.00000012,
0.00000018,
0.00000011,0.00000000
0.00000005,0.00000018
0.00000031,0.00000001
0.00000108,0.00000013
0.00000001,
0.00000014,0.00000004
0.00000004,
0.00000000,
0.00000030,
0.00000028,0.00000006
0.00000282,0.00000029
0.00000442,0.00000242
0.00000004,
0.00000445,0.00000002
0.00000009,0.00000005
0.00000619,
0.00000207,0.00000000
0.00000000,
0.00000150,0.00000000
0.00000027,0.00000001
0.00000004,0.00000000
0.00000114,0.00000000
0.00000006,0.00000000
0.00000001,
0.00000002,0.00000001
0.00000177,
0.00000013,
0.00000018,
0.00000080,
0.00000224,0.00000002
0.00000279,
0.00000210,
0.00000018,0.00000060
0.00000006,
0.00000003,0.00000000
0.00000112,
0.00000004,0.00000002
0.00000003,
0.00000368,0.00002040
0.00000001,
0.00000051,0.00000000
0.00000011,0.00000002
0.00000007,0.00000000
0.00000000,0.00000001
0.00000000,
0.00000001,0.00000008
0.00000003,
0.00000044,
0.00000041,
0.00000004,
0.00000113,
0.00000004,
0.00000015,
0.00000027,
0.00000000,0.00000001
0.00000021,0.00000081
0.00000001,
0.00000001,0.00000001
0.00000003,
0.00000000,0.00000007
0.00000002,
0.00000069,0.00000108
0.00000064,0.00001379
0.00000018,0.00000002
0.00000004,
0.00000018,0.00000000
0.00000000,
0.00000000,
0.00000049,
0.00000017,0.00000002
0.00000013,0.00000000
0.00000018,0.00000001
0.00000073,
0.00000175,0.00000009
0.00000002,0.00000002
0.00000007,0.00000004
0.00000004,
0.00000004,
0.00000007,0.00000000
0.00000011,0.00000001
0.00000264,0.00000016
0.00000918,0.00000085
0.00000000,
0.00000379,0.00000004
0.00000290,0.00000006
0.00000037,0.00000004
0.00000000,
0.00000001,
0.00000109,0.00000000
0.00000010,0.00000001
0.00000006,
0.00000055,
0.00000006,
0.00000056,0.00000003
0.00000001,
0.00000159,
0.00000011,
0.00000011,
0.00000090,
0.00000182,0.00000003
0.00000319,
0.00000185,
0.00000012,0.00000020
0.00000012,
0.00000035,0.00000001
0.00000072,0.00000027
0.00000002,0.00000008
0.00000001,0.00000005
0.00000245,0.00001282
0.00000000,
0.00000058,0.00000000
0.00000016,
0.00000012,
0.00000002,
0.00000016,
0.00000002,
0.00000007,
0.00000061,0.00000000
0.00000051,
0.00000001,0.00000004
0.00000151,0.00000124
0.00000001,
0.00000020,0.00000001
0.00000023,0.00000000
0.00000001,
0.00000014,0.00000043
0.00000002,
0.00000002,0.00000001
0.00000006,
0.00000007,
0.00000009,0.00000001
0.00000003,
0.00000027,0.00000088
0.00000015,0.00001399
0.00000023,0.00000014
0.00000005,0.00000000
0.00000016,
0.00000000,
0.00000001,
0.00000032,
0.00000014,
0.00000008,
0.00000013,
0.00000068,
0.00000200,0.00000003
0.00000002,0.00000036
0.00000028,0.00000010
0.00000001,
0.00000004,0.00000000
0.00000008,
0.00000388,0.00000005
0.00000315,0.00000014
0.00000312,0.00000014
0.00000001,0.00000000
0.00000027,
0.00000029,0.00000004
0.00000001,
0.00000121,0.00000002
0.00000007,0.00000003
0.00000005,
0.00000005,
0.00000048,
0.00000004,
0.00000002,
0.00000003,0.00000002
0.00000003,0.00000019
0.00000143,
0.00000005,
0.00000016,
0.00000083,
0.00000148,0.00000017
0.00000300,
0.00000076,
0.00000012,0.00000267
0.00000001,
0.00000038,0.00000001
0.00000000,
0.00000194,
0.00000003,
0.00000001,0.00000003
0.00000020,0.00001787
0.00000000,
0.00000009,0.00000000
0.00000007,
0.00000007,
0.00000001,
0.00000008,
0.00000002,
0.00000006,
0.00000048,
0.00000046,0.00000000
0.00000004,
0.00000188,0.00000023
0.00000000,
0.00000014,0.00000000
0.00000003,0.00000001
0.00000045,
0.00000006,
0.00000003,
0.00000000,
0.00000001,
0.00000000,
0.00000001,
0.00000003,0.00001577
0.00000001,0.00000027
0.00000039,0.00000000
0.00000005,
0.00000000,
0.00000000,
0.00000028,
0.00000008,
0.00000005,0.00000000
0.00000016,0.00000003
0.00000066,
0.00000145,
0.00000002,0.00000004
0.00000013,0.00000007
0.00000001,0.00000002
0.00000002,
0.00000002,0.00000000
0.00000002,
0.00000491,0.00000090
0.00000244,0.00000000
0.00000403,0.00000003
0.00000001,
0.00000072,
0.00000074,0.00000001
0.00000001,
0.00000001,
0.00000116,0.00000000
0.00000009,0.00000001
0.00000002,0.00000003
0.00000006,0.00000002
0.00000105,
0.00000005,
0.00000001,
0.00000000,
0.00000002,
0.00000049,
0.00000010,
0.00000012,
0.00000129,
0.00000259,
0.00000288,
0.00000188,0.00000000
0.00000011,0.00000013
0.00000000,
0.00000121,0.00000001
0.00000001,
0.00000631,0.00000000
0.00000002,
0.00000001,
0.00000022,0.00001828
0.00000002,
0.00000024,
0.00000005,
0.00000015,
0.00000001,
0.00000016,
0.00000000,0.00000001
0.00000017,
0.00000096,0.00000000
0.00000068,0.00000002
0.00000001,0.00000004
0.00000002,
0.00000173,0.00000010
0.00000006,
0.00000002,
0.00000042,
0.00000020,0.00000000
0.00000000,
0.00000011,0.00000002
0.00000017,
0.00000002,0.00000004
0.00000015,
0.00000001,
0.00000022,
0.00000000,
0.00000199,0.00000002
0.00000004,0.00001330
0.00000012,0.00000002
0.00000015,
0.00000002,
0.00000001,
0.00000000,
0.00000000,
