imports_trln_USD,exports_trln_USD
0.00258363,0.01718457
0.00025063,0.00073220
0.00071706,0.00780420
0.00043494,0.00029269
0.00005906,0.00007991
0.00169102,0.00315828
0.00149282,0.00093532
0.00152154,0.00061254
0.00116694,0.00040678
0.00116131,0.00110234
0.00423254,0.00868053
0.00092474,0.00226436
0.00510065,0.00205483
0.00053991,0.00410739
0.00083634,0.00617228
0.00176996,0.00184639
0.00198254,0.00192124
0.06355951,0.01235860
0.00616754,0.00600775
0.01553532,0.01986655
0.01030317,0.00935581
0.00165791,0.00342021
0.00220192,0.00323641
0.00190383,0.00317695
0.00076465,0.00196198
0.00104278,0.00111674
0.00021168,0.00027078
0.00268300,0.00304672
0.00308479,0.00925214
0.01362251,0.02223968
0.00933990,0.00675155
0.00118804,0.00280367
0.00590481,0.00061571
0.00025437,0.00028993
0.01058766,0.00876984
0.00012513,0.00003436
0.00034257,0.00001202
0.00397098,0.00696798
0.01325254,0.01130043
0.00258973,0.00479049
0.00053383,0.00028274
0.00066184,0.00048082
0.00201345,0.00501244
0.00022872,0.00002477
0.00165139,0.00198464
0.00142088,0.00169416
0.00060879,0.00093077
0.00095328,0.00079062
0.00049071,0.00054734
0.00062168,0.00113299
0.00135294,0.00080973
0.01510887,0.00257213
0.02329315,0.00341671
0.00267810,0.00100997
0.01235942,0.00078161
0.00088708,0.00019337
0.00020968,0.00001330
0.00091643,0.00003916
0.00163375,0.00114936
0.00287071,0.00083266
0.00465144,0.00390014
0.01642328,0.01170784
0.01385146,0.00649745
0.00984279,0.00841441
0.00413871,0.00354097
0.00129044,0.00058364
0.00755548,0.00601042
0.00021843,0.00010472
0.00103966,0.00012751
0.00328168,0.00378642
0.00131936,0.00148490
0.00326128,0.00274287
0.00273632,0.00203340
0.12624242,0.12339394
0.11837823,0.09720148
0.00145851,0.00089911
0.10480098,0.04955790
0.00910132,0.02662951
0.00169320,0.00160801
0.02639378,0.03166162
0.00292679,0.00036831
0.00099030,0.00042839
0.00068886,0.00151147
0.01141966,0.00417031
0.01107099,0.00375896
0.00230645,0.00111597
0.00260231,0.00154379
0.00258779,0.01956530
0.00030045,0.00063835
0.00086656,0.00937781
0.00048115,0.00030723
0.00006800,0.00006761
0.00192956,0.00238215
0.00159818,0.00102153
0.00188511,0.00065401
0.00148823,0.00046493
0.00127893,0.00121813
0.00462409,0.00937646
0.00100539,0.00269342
0.00581419,0.00188823
0.00071147,0.00461520
0.00138041,0.00666061
0.00182117,0.00179768
0.00206559,0.00159668
0.07792402,0.01398859
0.00646455,0.00604707
0.01736853,0.01929536
0.01109040,0.01016641
0.00172805,0.00351991
0.00227528,0.00340675
0.00197862,0.00360437
0.00091366,0.00211821
0.00113114,0.00144137
0.00023485,0.00035448
0.00261837,0.00338443
0.00351879,0.00962598
0.01385683,0.02372419
0.00950472,0.00696414
0.00113097,0.00274958
0.00601704,0.00068836
0.00031816,0.00034956
0.01226431,0.00863891
0.00014697,0.00003410
0.00030089,0.00001080
0.00280809,0.00506504
0.01238776,0.01201201
0.00275547,0.00463115
0.00055581,0.00032719
0.00066685,0.00046940
0.00216707,0.00429694
0.00020230,0.00002673
0.00179547,0.00218000
0.00133473,0.00178566
0.00063721,0.00088601
0.00102111,0.00086969
0.00050551,0.00065600
0.00062755,0.00123310
0.00162589,0.00086225
0.01615015,0.00267169
0.02375846,0.00399616
0.00258826,0.00107501
0.01313303,0.00090994
0.00092321,0.00019209
0.00020792,0.00001336
0.00082491,0.00003215
0.00198366,0.00121337
0.00281721,0.00087130
0.00530142,0.00406284
0.01788971,0.01379577
0.01496306,0.00568446
0.01034304,0.00955417
0.00414560,0.00298486
0.00118684,0.00059552
0.00728202,0.00562458
0.00024878,0.00021503
0.00105751,0.00013041
0.00352130,0.00411531
0.00156156,0.00150158
0.00335098,0.00293576
0.00319338,0.00228050
0.13356832,0.13680834
0.11801761,0.10507162
0.00148177,0.00078435
0.10745818,0.05338490
0.00948351,0.02987691
0.00276185,0.00149933
0.02760593,0.03563604
0.00290782,0.00040530
0.00095482,0.00043011
0.00064250,0.00202684
0.01268709,0.00443221
0.01258217,0.00400041
0.00228647,0.00124004
0.00268717,0.00165228
0.00284992,0.01404421
0.00026261,0.00060647
0.00098234,0.00965227
0.00049888,0.00032194
0.00006289,0.00007153
0.00194347,0.00255376
0.00175637,0.00105097
0.00189587,0.00068181
0.00157216,0.00053890
0.00142787,0.00136996
0.00504793,0.00924405
0.00106403,0.00296970
0.00648735,0.00188701
0.00075795,0.00501775
0.00162858,0.00704937
0.00210223,0.00184661
0.00204558,0.00163374
0.08271204,0.01468224
0.00669665,0.00653643
0.01930072,0.02155907
0.01356090,0.01105462
0.00159415,0.00337973
0.00264727,0.00415048
0.00214067,0.00404873
0.00107083,0.00244544
0.00111057,0.00159167
0.00027672,0.00032845
0.00269111,0.00383907
0.00387409,0.01081249
0.01541734,0.02718462
0.00979162,0.00800399
0.00122079,0.00296058
0.00613400,0.00077366
0.00030999,0.00032840
0.01359828,0.00857025
0.00016145,0.00003770
0.00028972,0.00001180
0.00278262,0.00475592
0.01251309,0.01257859
0.00288335,0.00498209
0.00060236,0.00033486
0.00076447,0.00043896
0.00207369,0.00425175
0.00022766,0.00002583
0.00217581,0.00242884
0.00133398,0.00178777
0.00073988,0.00110386
0.00099256,0.00096813
0.00063016,0.00083835
0.00069392,0.00145365
0.00200558,0.00098441
0.02007617,0.00333656
0.02701268,0.00450078
0.00310560,0.00116815
0.01423520,0.00097941
0.00090303,0.00016820
0.00024291,0.00001399
0.00091555,0.00003782
0.00231885,0.00141070
0.00310842,0.00085520
0.00555435,0.00459667
0.01999698,0.01380291
0.01555245,0.00577301
0.01140107,0.01090359
0.00431477,0.00295628
0.00122580,0.00063318
0.00782773,0.00629717
0.00021010,0.00027921
0.00145480,0.00016736
0.00371452,0.00405829
0.00167851,0.00163461
0.00394192,0.00344423
0.00357104,0.00265552
0.14837004,0.15130400
0.12506645,0.11917974
0.00159549,0.00124034
0.11743888,0.05856305
0.01128426,0.03786750
0.00174709,0.00210318
0.03244287,0.03888848
0.00294553,0.00042489
0.00111962,0.00040394
0.00063920,0.00202364
0.01476087,0.00542748
0.01361884,0.00403088
0.00245075,0.00143259
0.00344631,0.00207170
0.00274005,0.01216146
0.00029173,0.00056579
0.00098816,0.00735339
0.00067427,0.00032962
0.00005094,0.00005199
0.00199277,0.00344718
0.00197237,0.00100264
0.00172193,0.00069181
0.00177135,0.00049912
0.00158012,0.00143897
0.00516402,0.00901953
0.00118037,0.00279737
0.00698296,0.00186954
0.00070304,0.00497431
0.00130910,0.00627648
0.00239480,0.00177852
0.00229487,0.00143145
0.06216026,0.01214933
0.00645068,0.00625865
0.02035625,0.01967234
0.01589639,0.01213084
0.00180563,0.00341899
0.00270212,0.00422684
0.00233925,0.00390450
0.00121960,0.00234954
0.00116524,0.00156898
0.00027612,0.00032505
0.00243760,0.00334814
0.00373762,0.01096038
0.01613245,0.02640703
0.01092707,0.00806316
0.00125426,0.00261978
0.00627423,0.00071206
0.00025916,0.00025604
0.01401149,0.00692470
0.00017946,0.00004431
0.00031527,0.00001121
0.00257486,0.00428405
0.01368088,0.01214282
0.00315081,0.00511446
0.00062638,0.00033112
0.00070951,0.00040245
0.00214720,0.00415869
0.00021952,0.00003196
0.00219249,0.00236271
0.00135818,0.00161076
0.00079689,0.00114219
0.00119640,0.00093928
0.00059515,0.00087818
0.00077955,0.00139861
0.00210563,0.00100077
0.02247207,0.00354137
0.02889270,0.00450119
0.00368940,0.00114045
0.01423055,0.00086295
0.00100343,0.00014224
0.00025383,0.00001593
0.00101289,0.00003863
0.00262328,0.00140379
0.00332353,0.00084452
0.00619887,0.00453806
0.02318351,0.01391244
0.01830688,0.00491763
0.01285717,0.01171004
0.00398516,0.00262201
0.00096670,0.00069088
0.00805663,0.00606044
0.00019755,0.00019064
0.00119759,0.00016055
0.00389262,0.00372913
0.00169922,0.00169264
0.00423298,0.00340122
0.00401246,0.00286236
0.15930916,0.14977399
0.12917062,0.11911299
0.00246441,0.00184271
0.12632037,0.05743696
0.01577978,0.04841851
0.00271813,0.00257807
0.03302741,0.03945308
0.00331525,0.00041592
0.00114916,0.00036559
0.00066281,0.00187401
0.01791649,0.00515369
0.01491878,0.00360829
0.00263082,0.00135910
0.00381297,0.00235391
0.00263664,0.01296636
0.00031414,0.00056053
0.00090233,0.00698161
0.00054251,0.00031332
0.00005635,0.00004840
0.00170693,0.00270897
0.00222827,0.00100497
0.00158855,0.00068432
0.00163559,0.00055642
0.00178988,0.00142561
0.00592318,0.00925833
0.00137211,0.00296018
0.00786890,0.00190531
0.00064115,0.00404573
0.00125581,0.00587436
0.00268649,0.00169662
0.00183151,0.00143982
0.07947092,0.01117957
0.00655873,0.00582457
0.02439705,0.02060207
0.01903002,0.01472245
0.00173715,0.00378772
0.00289528,0.00445350
0.00253307,0.00400454
0.00142009,0.00252239
0.00114736,0.00152523
0.00030562,0.00029638
0.00255413,0.00348542
0.00393576,0.01108522
0.01788107,0.02778732
0.01147273,0.00821830
0.00119889,0.00247105
0.00652819,0.00072571
0.00024135,0.00019445
0.01686536,0.00681769
0.00016724,0.00004646
0.00034110,0.00001655
0.00272671,0.00420182
0.01440983,0.01205403
0.00337721,0.00478978
0.00056756,0.00033517
0.00062267,0.00038646
0.00229634,0.00294280
0.00021129,0.00003019
0.00221187,0.00242639
0.00131629,0.00162352
0.00078404,0.00113484
0.00133242,0.00089004
0.00061992,0.00094681
0.00080999,0.00141349
0.00232328,0.00113889
0.02453585,0.00346886
0.02982166,0.00348995
0.00427698,0.00113590
0.01455618,0.00081561
0.00112541,0.00013360
0.00026333,0.00002689
0.00110138,0.00003712
0.00315629,0.00141192
0.00364556,0.00084725
0.00652269,0.00466647
0.02509409,0.01301860
0.01454878,0.00476206
0.01320738,0.01140290
0.00441909,0.00238275
0.00098244,0.00063683
0.00866739,0.00597726
0.00021444,0.00019143
0.00138632,0.00016276
0.00446262,0.00346183
0.00160229,0.00155741
0.00452265,0.00330863
0.00419394,0.00317682
0.17122906,0.14873590
0.14993533,0.12918777
0.00254683,0.00183144
0.15099823,0.05837739
0.01747594,0.04848272
0.00279364,0.00178915
0.03521248,0.04226668
0.00338029,0.00040632
0.00121832,0.00036573
0.00076194,0.00173606
0.02198955,0.00548926
0.01647781,0.00357845
0.00291936,0.00136134
0.00466866,0.00221828
0.00275809,0.01235250
0.00032062,0.00052319
0.00085603,0.00747353
0.00047594,0.00031150
0.00005384,0.00005221
0.00166576,0.00198034
0.00231390,0.00113210
0.00147475,0.00069816
0.00144328,0.00057735
0.00182755,0.00153507
0.00624440,0.01019061
0.00147128,0.00311490
0.00825974,0.00210416
0.00064134,0.00418420
0.00116417,0.00587718
0.00213394,0.00176156
0.00181647,0.00167649
0.13623617,0.01456239
0.00713145,0.00719385
0.03078756,0.02365688
0.02055185,0.01642227
0.00179486,0.00223410
0.00289737,0.00495366
0.00276883,0.00436555
0.00151984,0.00272229
0.00127694,0.00157937
0.00027483,0.00035644
0.00274505,0.00386212
0.00444649,0.01231167
0.01995358,0.03151442
0.01161487,0.00886426
0.00126947,0.00300410
0.00731250,0.00066632
0.00033824,0.00019247
0.01566099,0.00696361
0.00017882,0.00004739
0.00030080,0.00001313
0.00339777,0.00567287
0.01577812,0.01298915
0.00356277,0.00493873
0.00061975,0.00036120
0.00068078,0.00042674
0.00229923,0.00402309
0.00019131,0.00003281
0.00225095,0.00251611
0.00128252,0.00180153
0.00088345,0.00126212
0.00145282,0.00091112
0.00073820,0.00099715
0.00088424,0.00146844
0.00244772,0.00121508
0.02727497,0.00392206
0.03314327,0.00339480
0.00474924,0.00119920
0.01497869,0.00080238
0.00126825,0.00014375
0.00032316,0.00001365
0.00107413,0.00004250
0.00332782,0.00151319
0.00364919,0.00095973
0.00662869,0.00543298
0.03077873,0.01463210
0.01557374,0.00590558
0.01508156,0.01205931
0.00524579,0.00425799
0.00158613,0.00079303
0.00960522,0.00627902
0.00021867,0.00020922
0.00145538,0.00017708
0.00380934,0.00374848
0.00158642,0.00181494
0.00465480,0.00353476
0.00466292,0.00372213
0.18686499,0.16389829
0.18695165,0.15732429
0.00200463,0.00147424
0.16345795,0.06195444
0.02120739,0.04055663
0.00237425,0.00174699
0.04083677,0.04979126
0.00322343,0.00045315
0.00132559,0.00038924
0.00087227,0.00152425
0.02411867,0.00622062
0.01707033,0.00394338
0.00301123,0.00144272
0.00552940,0.00195411
0.00307523,0.01209151
0.00031870,0.00063015
0.00077124,0.00751303
0.00047821,0.00033222
0.00006737,0.00003859
0.00146759,0.00191026
0.00242971,0.00118528
0.00157816,0.00073015
0.00157803,0.00068450
0.00196722,0.00167788
0.00652078,0.01000491
0.00159760,0.00335234
0.00867224,0.00218790
0.00062343,0.00482439
0.00124710,0.00518256
0.00206869,0.00175263
0.00158454,0.00112993
0.12272458,0.01493323
0.00692272,0.00703307
0.03161674,0.02173826
0.02411637,0.01941389
0.00197806,0.00217177
0.00259848,0.00460546
0.00296564,0.00457440
0.00144329,0.00277716
0.00125515,0.00164549
0.00029770,0.00032159
0.00237558,0.00307717
0.00459902,0.01232987
0.01972629,0.02940459
0.01070535,0.00862350
0.00116579,0.00319999
0.00722504,0.00068203
0.00037656,0.00019247
0.01517856,0.00585682
0.00018871,0.00002716
0.00032265,0.00000981
0.00269024,0.00474819
0.01535383,0.01191022
0.00360971,0.00486387
0.00050901,0.00038180
0.00062535,0.00041710
0.00198019,0.00431524
0.00014678,0.00002872
0.00195241,0.00222050
0.00117723,0.00178744
0.00093018,0.00121748
0.00140156,0.00081639
0.00067036,0.00090999
0.00084842,0.00145418
0.00248113,0.00117723
0.02785841,0.00371822
0.03229776,0.00250052
0.00503147,0.00111519
0.01557810,0.00066180
0.00129305,0.00014977
0.00029730,0.00001476
0.00110826,0.00004451
0.00343024,0.00145792
0.00337025,0.00090645
0.00666852,0.00521765
0.02696533,0.01355599
0.01107473,0.00548884
0.01499331,0.01117012
0.00480390,0.00241301
0.00126873,0.00091554
0.00896199,0.00579794
0.00017629,0.00010533
0.00117293,0.00014674
0.00363331,0.00368090
0.00162702,0.00183629
0.00443245,0.00344028
0.00459780,0.00344705
0.16708532,0.15133952
0.15498842,0.12986016
0.00167381,0.00147772
0.15997293,0.05843273
0.02377111,0.04283548
0.00324332,0.00209372
0.03880835,0.04840907
0.00382571,0.00039735
0.00120360,0.00040110
0.00089557,0.00143341
0.02358082,0.00565545
0.01841066,0.00331984
0.00285855,0.00126781
0.00504137,0.00241440
0.00309473,0.01236338
0.00042319,0.00074786
0.00075617,0.00816231
0.00049138,0.00032762
0.00005947,0.00002984
0.00169946,0.00233929
0.00273006,0.00103760
0.00180826,0.00070359
0.00187973,0.00062086
0.00238156,0.00166780
0.00707599,0.00916900
0.00188357,0.00342801
0.01008229,0.00209521
0.00069872,0.00423708
0.00136312,0.00465399
0.00241371,0.00164500
0.00153479,0.00141462
0.12060800,0.01332146
0.00721616,0.00646254
0.03405387,0.02206013
0.03018151,0.02184894
0.00182794,0.00240664
0.00258492,0.00467807
0.00346776,0.00483345
0.00166874,0.00287162
0.00124627,0.00160550
0.00034694,0.00033264
0.00234244,0.00303544
0.00499061,0.01234588
0.02253335,0.02994743
0.01235414,0.00831161
0.00110754,0.00273629
0.00749065,0.00056661
0.00034913,0.00019810
0.01683291,0.00548878
0.00020279,0.00002326
0.00044885,0.00001206
0.00245734,0.00466068
0.01573536,0.01138583
0.00398982,0.00469906
0.00055727,0.00037251
0.00057233,0.00033732
0.00222446,0.00455476
0.00015405,0.00003937
0.00207749,0.00204182
0.00134154,0.00177605
0.00103737,0.00120007
0.00155767,0.00077986
0.00080154,0.00081233
0.00102103,0.00154767
0.00266520,0.00103800
0.03019858,0.00318766
0.03321839,0.00210757
0.00596835,0.00107695
0.01620145,0.00056919
0.00135485,0.00012763
0.00029842,0.00001254
0.00088453,0.00004407
0.00395776,0.00146263
0.00408318,0.00081549
0.00741558,0.00498279
0.02802424,0.01199024
0.01286363,0.00550211
0.01579807,0.01061850
0.00428592,0.00230765
0.00107315,0.00073100
0.00983872,0.00546156
0.00015401,0.00008127
0.00113598,0.00012690
0.00443755,0.00383664
0.00145845,0.00174781
0.00490442,0.00328540
0.00501598,0.00332089
0.16781052,0.14122679
0.15855537,0.10914198
0.00124819,0.00106316
0.17396462,0.06218413
0.02056788,0.04282913
0.00372947,0.00203160
0.03886433,0.04507734
0.00320851,0.00040396
0.00128375,0.00037875
0.00112753,0.00126897
0.02892212,0.00514019
0.02033635,0.00337482
0.00302676,0.00122795
0.00455656,0.00196831
0.00252957,0.01333795
0.00050160,0.00080270
0.00081231,0.01048095
0.00056938,0.00035580
0.00006029,0.00002759
0.00197331,0.00258151
0.00295266,0.00109520
0.00203561,0.00073784
0.00257379,0.00067066
0.00271601,0.00180482
0.00753583,0.01023095
0.00211253,0.00397137
0.01130950,0.00246312
0.00074072,0.00441523
0.00129080,0.00352276
0.00259465,0.00178568
0.00163330,0.00164957
0.16139608,0.01739059
0.00838446,0.00667480
0.03755891,0.02586227
0.03706003,0.02501933
0.00243068,0.00263218
0.00270325,0.00503567
0.00495147,0.00513513
0.00178529,0.00322927
0.00142636,0.00186280
0.00041133,0.00044012
0.00233798,0.00317529
0.00538330,0.01351093
0.02534209,0.03241446
0.01369223,0.00868345
0.00093741,0.00299582
0.00638514,0.00060842
0.00038784,0.00019539
0.01780225,0.00548405
0.00022087,0.00002090
0.00049385,0.00001491
0.00270244,0.00509853
0.01620163,0.01166509
0.00414446,0.00500090
0.00057411,0.00044442
0.00055792,0.00034967
0.00201270,0.00539737
0.00016350,0.00003597
0.00209142,0.00207102
0.00134323,0.00174846
0.00115976,0.00125793
0.00163952,0.00077211
0.00074550,0.00083841
0.00109644,0.00155833
0.00271495,0.00163211
0.03253667,0.00275071
0.03508558,0.00181239
0.00708375,0.00110149
0.01636294,0.00055311
0.00144270,0.00011463
0.00033743,0.00000985
0.00092870,0.00004159
0.00434705,0.00156598
0.00439869,0.00085873
0.00812306,0.00517539
