year,country,value_bln_USD,quantity_mln_metric_tons
2023,AFG,-4.85000000,-5.43173408
2023,ALB,-4.51000000,-1.98060862
2023,DZA,12.44000000,51.32234990
2023,ASM,-0.16000000,-0.14900420
2023,AND,-1.71000000,-0.63180384
2023,AGO,25.57000000,57.44927046
2023,ATG,-0.71000000,-0.51277595
2023,AZE,12.48000000,39.58930388
2023,ARG,-5.24000000,44.48328004
2023,AUS,91.91000000,1388.66506027
2023,AUT,-9.08000000,-15.54823493
2023,BHS,-5.68000000,-2.15453252
2023,BHR,2.42000000,4.94655055
2023,BGD,-11.96000000,-93.81504673
2023,ARM,-4.36000000,-5.48897697
2023,BRB,-2.06000000,-1.12916910
2023,BEL,-0.11000000,-11.19542802
2023,BMU,-1.03000000,-0.33602501
2023,BTN,-0.74000000,3.29101678
2023,BOL,-0.03000000,8.42124675
2023,BIH,-6.19000000,-0.61497521
2023,BWA,-0.03000000,-2.38269997
2023,BRA,102.13000000,646.24503569
2023,BLZ,-1.33000000,-0.89185291
2023,IOT,-0.05000000,-0.05674323
2023,SLB,-0.00000000,1.09691528
2023,VGB,-0.58000000,-0.16002724
2023,BRN,2.52000000,6.35318033
2023,BGR,-2.01000000,5.04427148
2023,MMR,-2.04000000,-1.39188906
2023,BDI,-0.48000000,-0.74540872
2023,BLR,-10.21000000,7.71432001
2023,KHM,3.65000000,8.31715881
2023,CMR,-1.92000000,0.27195169
2023,CAN,41.63000000,397.98421981
2023,CPV,-1.66000000,-1.49338406
2023,CYM,-2.48000000,-0.83650322
2023,CAF,-0.61000000,-0.23796331
2023,LKA,-3.54000000,-14.87034567
2023,TCD,3.01000000,4.72907460
2023,CHL,14.26000000,-3.13023280
2023,CHN,1228.87000000,-1395.53739630
2023,CXR,-0.08000000,0.00243575
2023,CCK,-0.01000000,-0.00234113
2023,COL,-7.02000000,77.21254084
2023,COM,-0.35000000,-0.60689031
2023,COG,5.57000000,9.43670695
2023,COD,7.83000000,-4.27835427
2023,COK,-0.18000000,-0.07625969
2023,CRI,1.07000000,-2.29069522
2023,HRV,-20.50000000,-11.14697960
2023,CUB,-2.91000000,-2.04648923
2023,CYP,-9.57000000,-4.87692327
2023,CZE,-4.44000000,-6.19518379
2023,BEN,-3.56000000,-4.99176821
2023,DNK,-8.15000000,-22.06305742
2023,DMA,-0.41000000,-0.21452852
2023,DOM,-16.87000000,-18.39592014
2023,ECU,7.43000000,15.71967130
2023,SLV,-9.08000000,-7.85208656
2023,GNQ,4.12000000,6.89197161
2023,ETH,-15.84000000,-13.66606319
2023,ERI,0.09000000,-0.01823175
2023,EST,-1.76000000,2.36773640
2023,FLK,0.19000000,-0.00666009
2023,FJI,-2.03000000,-0.93738558
2023,FIN,3.33000000,-0.31624134
2023,FRA,-138.24000000,-137.88854568
2023,PYF,-1.09000000,-0.41946590
2023,ATF,-0.01000000,-0.00393975
2023,DJI,-6.09000000,-4.60209752
2023,GAB,6.16000000,19.68297875
2023,GEO,-9.82000000,-8.09089031
2023,GMB,0.58000000,-3.32648619
2023,PSE,-1.78000000,-2.04421594
2023,DEU,194.81000000,-151.38245311
2023,GHA,6.69000000,-3.89132995
2023,GIB,-10.14000000,-13.66287524
2023,KIR,-0.07000000,-0.05472422
2023,GRC,-33.86000000,-14.66399223
2023,GRL,0.55000000,-0.03835496
2023,GRD,-0.59000000,-0.29578917
2023,GUM,-0.89000000,-0.83876693
2023,GTM,-15.04000000,-8.37565115
2023,GIN,11.21000000,19.32310252
2023,GUY,11.82000000,14.11287471
2023,HTI,-2.69000000,-4.26517683
2023,HND,-5.02000000,-3.09677106
2023,HKG,-530.94000000,-884.66729085
2023,HUN,5.55000000,-11.41077424
2023,ISL,-2.55000000,-3.12307732
2023,IDN,80.46000000,466.69312310
2023,IRN,-15.87000000,13.44124161
2023,IRQ,36.66000000,148.77836660
2023,IRL,96.72000000,-22.22854498
2023,ISR,-8.63000000,-17.74740240
2023,ITA,2.89000000,-177.95410889
2023,CIV,2.96000000,-6.85558162
2023,JAM,-6.13000000,-0.34753287
2023,JPN,9.80000000,-502.93348540
2023,KAZ,30.27000000,118.47919552
2023,JOR,-13.09000000,0.23853817
2023,KEN,-12.32000000,-16.21634907
2023,PRK,-1.68000000,-1.52543074
2023,KOR,163.81000000,-142.74299166
2023,KWT,30.46000000,108.67305724
2023,KGZ,-13.85000000,-4.39134975
2023,LAO,0.65000000,10.22484650
2023,LBN,-14.59000000,-7.29986685
2023,LSO,-0.58000000,-1.43120176
2023,LVA,-4.43000000,4.54536835
2023,LBR,-11.13000000,-3.83101107
2023,LBY,12.96000000,75.40354379
2023,LTU,-5.61000000,-0.94727971
2023,LUX,-7.15000000,-8.60904499
2023,MAC,-10.62000000,-104.72956708
2023,MDG,-0.84000000,-5.30544416
2023,MWI,-2.27000000,-1.81166436
2023,MYS,110.21000000,76.58334769
2023,MDV,-3.49000000,-8.64357661
2023,MLI,0.18000000,-6.59959594
2023,MLT,-2.48000000,-4.03739063
2023,MRT,-0.39000000,9.95932668
2023,MUS,-3.87000000,-3.67486804
2023,MEX,74.52000000,-34.27498894
2023,S19,182.61000000,-190.45060390
2023,MNG,8.27000000,52.06936215
2023,MDA,-4.16000000,-1.25056932
2023,MNE,-3.25000000,-1.32595638
2023,MSR,-0.05000000,0.06977844
2023,MAR,-22.72000000,-45.71752782
2023,MOZ,-6.05000000,-0.99282285
2023,OMN,30.16000000,87.79192202
2023,NAM,-1.14000000,-0.77083599
2023,NRU,0.14000000,0.14508636
2023,NPL,-9.07000000,-9.24743690
2023,NLD,-56.74000000,-150.35989846
2023,CUW,-0.84000000,-0.44750477
2023,ABW,-1.25000000,-0.44057564
2023,SXM,-0.97000000,-0.24482352
2023,BES,-0.68000000,-1.20678391
2023,NCL,-0.56000000,1.08732439
2023,VUT,-0.27000000,-0.16486302
2023,NZL,-5.73000000,9.34268931
2023,NIC,-2.55000000,-4.07787514
2023,NER,-1.28000000,-1.37683600
2023,NGA,-7.36000000,53.59331261
2023,NIU,-0.01000000,-0.00678945
2023,NFK,-0.03000000,-0.01190060
2023,NOR,89.09000000,211.00417015
2023,MNP,-0.14000000,-0.13582132
2023,FSM,0.06000000,0.04168561
2023,MHL,-6.48000000,-5.35355002
2023,PLW,-0.16000000,-0.05052353
2023,PAK,-22.31000000,-34.58277183
2023,PAN,-28.20000000,-20.18080484
2023,PNG,7.23000000,9.40832783
2023,PRY,-4.13000000,8.44945486
2023,PER,14.57000000,21.87112007
2023,PHL,-35.89000000,-239.85190440
2023,PCN,-0.01000000,-0.00219445
2023,POL,-25.10000000,-48.53660583
2023,PRT,-31.03000000,-25.76318999
2023,GNB,-0.46000000,-0.41962089
2023,TLS,-0.83000000,-0.86559542
2023,QAT,81.61000000,119.38190943
2023,ROU,-29.05000000,-16.42189334
2023,RUS,186.72000000,619.10687550
2023,RWA,-0.85000000,-2.00950220
2023,BLM,-0.01000000,-0.00103303
2023,SHN,-0.03000000,-0.03071366
2023,KNA,-0.24000000,-0.12455560
2023,AIA,-0.20000000,-0.10732074
2023,LCA,-0.92000000,-0.74080751
2023,SPM,-0.06000000,-0.01957650
2023,VCT,-0.52000000,-0.50747464
2023,SMR,-0.16000000,-0.06802873
2023,STP,-0.13000000,-0.07823902
2023,SAU,98.65000000,456.61456542
2023,SEN,-9.37000000,-8.66316650
2023,SRB,-6.30000000,-11.15569668
2023,SYC,-0.89000000,-0.73965075
2023,SLE,-0.37000000,9.09194797
2023,IND,-226.29000000,-568.80173121
2023,SGP,-88.65000000,-144.60036928
