year,country,value_bln_USD,quantity_mln_metric_tons
2023,SVK,-2.92000000,-8.32604410
2023,VNM,146.20000000,-80.65391491
2023,SVN,-1.90000000,-4.73807831
2023,SOM,-4.19000000,-3.85976172
2023,ZAF,50.29000000,161.90819411
2023,ZWE,-0.30000000,-2.88795154
2023,ESP,-47.17000000,-76.07326158
2023,SSD,-0.92000000,-0.40184121
2023,SDN,-1.17000000,-0.88209744
2023,SUR,0.31000000,-0.15886476
2023,SWZ,0.24000000,-0.05893030
2023,SWE,9.99000000,8.00848095
2023,CHE,18.97000000,-29.87242564
2023,SYR,-2.93000000,-3.01930644
2023,TJK,-4.99000000,-2.31609358
2023,THA,49.96000000,-348.48321064
2023,TGO,-5.32000000,-5.09663547
2023,TKL,0.15000000,0.00546549
2023,TON,-0.26000000,-0.15979088
2023,TTO,4.54000000,17.33137224
2023,ARE,-27.98000000,464.20530062
2023,TUN,-2.35000000,-4.22995472
2023,TUR,-64.17000000,-84.28265330
2023,TKM,10.58000000,21.99173479
2023,TCA,-0.46000000,-0.37569214
2023,TUV,-0.05000000,-0.02927456
2023,UGA,-4.93000000,-3.61857498
2023,UKR,-22.86000000,72.79548454
2023,MKD,-2.24000000,-3.68210193
2023,EGY,-37.09000000,-21.83727945
2023,GBR,-313.99000000,-138.33592956
2023,TZA,-6.30000000,-6.18607315
2023,USA,-1144.36000000,116.91938232
2023,BFA,2.20000000,-6.24402576
2023,URY,-2.46000000,-2.96126068
2023,UZB,-13.73000000,-19.19587242
2023,VEN,-2.36000000,10.87285024
2023,WLF,-0.05000000,-0.03237216
2023,WSM,-0.48000000,-0.35785965
2023,YEM,-10.81000000,-9.47318134
2023,ZMB,5.21000000,-0.07995097
