year,country,value_bln_USD,quantity_mln_metric_tons
2023,ISR,-4.00000000,-4.68155817
2023,ITA,-3.97000000,-19.43108763
2023,CIV,5.38000000,0.00033296
2023,JAM,-0.88000000,-1.09849080
2023,JPN,-37.78000000,-41.99361945
2023,KAZ,0.75000000,7.30843810
2023,JOR,-2.81000000,-3.75447635
2023,KEN,-2.16000000,-5.28711076
2023,PRK,-0.38000000,-0.51394316
2023,KOR,-16.37000000,-23.63520596
2023,KWT,-3.59000000,-2.57677150
2023,KGZ,-0.57000000,-0.88325380
2023,LAO,-0.39000000,1.02107536
2023,LBN,-1.68000000,-1.85368074
2023,LSO,-0.25000000,-0.35266978
2023,LVA,0.66000000,1.61858169
2023,LBR,-0.37000000,-0.84820860
2023,LBY,-2.43000000,-2.14031359
2023,LTU,2.10000000,4.56798639
2023,LUX,-0.48000000,-0.03545078
2023,MAC,-1.05000000,-0.25095205
2023,MDG,-0.59000000,-1.16684396
2023,MWI,-0.09000000,-0.08283885
2023,MYS,13.28000000,7.34232465
2023,MDV,-0.28000000,-0.19149820
2023,MLI,-0.53000000,-0.70300243
2023,MLT,-0.51000000,-0.55281051
2023,MRT,-0.76000000,-1.75015012
2023,MUS,0.06000000,0.02025758
2023,MEX,-8.76000000,-32.40881660
2023,S19,-8.31000000,-11.09311897
2023,MNG,-0.13000000,-0.05511219
2023,MDA,0.67000000,2.49908876
2023,MNE,-0.54000000,-0.26214443
2023,MSR,-0.01000000,-0.00182425
2023,MAR,-3.37000000,-11.42946463
2023,MOZ,-1.40000000,-2.42774618
2023,OMN,-1.86000000,-1.86845909
2023,NAM,-0.28000000,-0.56478447
2023,NRU,-0.01000000,-0.00427809
2023,NPL,-0.59000000,-1.34099850
2023,NLD,6.83000000,-17.14698641
2023,CUW,-0.15000000,-0.06060644
2023,ABW,-0.18000000,-0.05716087
2023,SXM,-0.07000000,-0.02375575
2023,BES,-0.02000000,-0.00677685
2023,NCL,-0.23000000,-0.10250984
2023,VUT,-0.05000000,-0.05045098
2023,NZL,6.75000000,-0.12857788
2023,NIC,0.17000000,-0.26688628
2023,NER,-0.15000000,-0.47788869
2023,NGA,-4.36000000,-5.83745927
2023,NIU,-0.00000000,-0.00043537
2023,NFK,-0.00000000,-0.00052559
2023,NOR,-3.94000000,-2.26503334
2023,MNP,-0.01000000,-0.00343673
2023,FSM,-0.03000000,-0.01576293
2023,MHL,-0.03000000,-0.01610170
2023,PLW,,
2023,PAK,-1.37000000,-1.46372501
2023,PAN,-1.22000000,-1.15096606
2023,PNG,0.58000000,0.20160623
2023,PRY,6.62000000,12.53165991
2023,PER,-1.05000000,-6.15064801
2023,PHL,-9.25000000,-13.35372932
2023,PCN,-0.00000000,-0.00015561
2023,POL,15.67000000,15.22674528
2023,PRT,-4.81000000,-6.17775997
2023,GNB,-0.09000000,-0.18995885
2023,TLS,-0.18000000,-0.23564804
2023,QAT,-2.17000000,-1.37184624
2023,ROU,0.68000000,9.52229947
2023,RUS,17.46000000,48.04952587
2023,RWA,-0.30000000,-0.55113069
2023,BLM,-0.00000000,-0.00021164
2023,SHN,-0.01000000,-0.00306471
2023,KNA,-0.03000000,-0.01805202
2023,AIA,-0.08000000,-0.03644882
2023,LCA,-0.08000000,-0.05453216
2023,SPM,-0.01000000,-0.00170413
2023,VCT,-0.09000000,-0.08356184
2023,SMR,0.02000000,-0.00086414
2023,STP,-0.03000000,-0.02456620
2023,SAU,-16.82000000,-15.41426087
2023,SEN,-1.44000000,-3.55952046
2023,SRB,0.18000000,2.06748931
2023,SYC,0.16000000,-0.01773920
2023,SLE,-0.32000000,-0.56882790
2023,IND,11.36000000,14.26559537
2023,SGP,-0.58000000,-4.23225384
2023,SVK,-0.62000000,1.84520718
2023,VNM,-2.61000000,-15.36628845
2023,SVN,-0.33000000,0.78257455
2023,SOM,-1.00000000,-2.06476040
2023,ZAF,1.26000000,2.19944180
2023,ZWE,-0.96000000,-1.30044167
2023,ESP,7.67000000,-24.73448736
2023,SSD,-0.34000000,-0.32793261
2023,SDN,0.45000000,-1.58459337
2023,SUR,-0.15000000,-0.12183433
2023,SWZ,0.34000000,0.31961080
2023,SWE,-3.98000000,-1.29134910
2023,CHE,-2.57000000,-2.65970175
2023,SYR,-0.48000000,-1.04274790
2023,TJK,-0.56000000,-1.48104255
2023,THA,21.53000000,15.34398272
2023,TGO,-0.69000000,-1.34891125
2023,TKL,-0.00000000,-0.00480243
2023,TON,-0.05000000,-0.02946663
2023,TTO,-0.35000000,-0.51924057
2023,ARE,-6.43000000,-6.55452716
2023,TUN,-1.05000000,-4.97189619
2023,TUR,2.19000000,-9.10735811
2023,TKM,-0.31000000,-0.68965067
2023,TCA,-0.04000000,-0.01522910
2023,TUV,-0.01000000,-0.00271876
2023,UGA,-0.36000000,-0.61002871
2023,UKR,18.68000000,59.77738524
2023,MKD,-0.46000000,-0.37308100
2023,EGY,-7.99000000,-20.50352739
2023,GBR,-28.52000000,-14.00609920
2023,TZA,-0.50000000,-1.60299600
2023,USA,8.12000000,91.87935901
2023,BFA,-0.34000000,-1.25014075
2023,URY,3.35000000,1.56664482
2023,UZB,-2.45000000,-4.53547041
2023,VEN,-1.96000000,-3.44949856
2023,WLF,-0.01000000,-0.00429310
2023,WSM,-0.10000000,-0.08141038
2023,YEM,-3.68000000,-5.43379877
2023,ZMB,0.09000000,0.22271666
