year,country,value_bln_USD,quantity_mln_metric_tons
2023,AFG,-1.78000000,-4.61991552
2023,ALB,-0.53000000,-0.56960387
2023,DZA,-6.60000000,-14.64590478
2023,ASM,-0.01000000,-0.00657856
2023,AND,-0.19000000,-0.04537214
2023,AGO,-2.07000000,-3.21435243
2023,ATG,-0.10000000,-0.03996098
2023,AZE,-1.54000000,-2.08638360
2023,ARG,16.75000000,32.57103238
2023,AUS,28.20000000,54.00780705 
2023,AUT,-1.00000000,-1.40099025
2023,BHS,-0.47000000,-0.16093672
2023,BHR,-0.84000000,-0.53634790
2023,BGD,-5.89000000,-11.13783466
2023,ARM,-0.53000000,-0.77769118
2023,BRB,-0.24000000,-0.19294528
2023,BEL,10.07000000,-4.14827838
2023,BMU,-0.08000000,-0.02363261
2023,BTN,-0.11000000,-0.12118177
2023,BOL,0.79000000,1.18135632
2023,BIH,-1.19000000,-0.91747104
2023,BWA,-0.48000000,-0.76696502
2023,BRA,112.35000000,199.32415384
2023,BLZ,-0.01000000,0.17821931
2023,IOT,-0.00000000,-0.00049321
2023,SLB,0.06000000,-0.02001216
2023,VGB,-0.03000000,0.00115450
2023,BRN,-0.29000000,-0.17096483
2023,BGR,2.57000000,8.89373978
2023,MMR,0.00000000,2.23272828
2023,BDI,-0.08000000,-0.09056813
2023,BLR,0.76000000,0.73551721
2023,KHM,-0.09000000,1.22274646
2023,CMR,-0.25000000,-1.84396445
2023,CAN,30.45000000,45.24658035
2023,CPV,-0.16000000,-0.20242035
2023,CYM,-0.09000000,-0.02621936
2023,CAF,-0.11000000,-0.13459685
2023,LKA,-0.64000000,-1.74873947
2023,TCD,0.06000000,-0.01776155
2023,CHL,-1.55000000,-4.71007618
2023,CHN,-108.95000000,-195.09943041
2023,CXR,-0.00000000,-0.00023354
2023,CCK,-0.00000000,-0.00001491
2023,COL,-2.26000000,-8.49422483
2023,COM,-0.12000000,-0.11279709
2023,COG,-0.76000000,-0.90588327
2023,COD,-1.42000000,-1.92954640
2023,COK,-0.02000000,-0.00771014
2023,CRI,0.38000000,-1.23230191
2023,HRV,-1.17000000,0.62913932
2023,CUB,-1.12000000,-1.14843767
2023,CYP,-0.83000000,-0.92429052
2023,CZE,-1.10000000,2.10504812
2023,BEN,-1.42000000,-2.29590456
2023,DNK,6.23000000,2.31537887
2023,DMA,-0.05000000,-0.02903656
2023,DOM,-2.15000000,-3.03580862
2023,ECU,1.78000000,-1.26788429
2023,SLV,-1.04000000,-0.70539430
2023,GNQ,-0.16000000,-0.14817166
2023,ETH,-2.58000000,-3.30851350
2023,ERI,-0.11000000,-0.19375390
2023,EST,0.14000000,0.72787159
2023,FLK,-0.01000000,-0.00180184
2023,FJI,-0.03000000,-0.02263118
2023,FIN,-2.62000000,-1.01726115
2023,FRA,3.64000000,25.34223374
2023,PYF,-0.22000000,-0.09068677
2023,ATF,-0.00000000,-0.00045787
2023,DJI,-0.73000000,-1.05811392
2023,GAB,-0.41000000,-0.39849704
2023,GEO,-0.91000000,-1.08579922
2023,GMB,-0.43000000,-0.68620337
2023,PSE,-0.58000000,-0.43017282
2023,DEU,3.82000000,-7.01160962
2023,GHA,0.50000000,-2.14223414
2023,GIB,-0.06000000,-0.01417657
2023,KIR,-0.04000000,-0.03378611
2023,GRC,-0.45000000,-1.58055446
2023,GRL,0.14000000,0.00935224
2023,GRD,-0.09000000,-0.05140444
2023,GUM,-0.04000000,-0.01240708
2023,GTM,-0.28000000,-0.56566652
2023,GIN,-0.86000000,-1.84627818
2023,GUY,-0.06000000,0.12318170
2023,HTI,-1.24000000,-1.65319959
2023,HND,-0.73000000,-0.81299709
2023,HKG,-9.49000000,-2.69407878
2023,HUN,3.08000000,5.38691101
2023,ISL,-0.03000000,-0.10376183
2023,IDN,31.02000000,21.10756452
2023,IRN,-4.28000000,-8.95843753
2023,IRQ,-8.85000000,-10.60736447
2023,IRL,4.04000000,-1.98811756
