year,country,value_trln_USD,quantity_mln_metric_tons
1995,VCT,-0.00014206,-0.23154218
1995,STP,-0.00003410,-0.04105092
1995,SAU,0.01711057,312.18254594
1995,SEN,-0.00072782,-1.29230252
1995,SYC,-0.00024356,-0.23462912
1995,SLE,-0.00000849,-0.21174287
1995,IND,0.00209581,-22.25923528
1995,SGP,-0.02958213,-152.90800753
1995,SVK,0.00002787,-7.68064968
1995,VNM,-0.00267288,0.74143513
1995,SVN,-0.00086242,-4.67396657
1995,SOM,0.00004866,-0.04808757
1995,ZA1,-0.00038089,62.81124280
1995,ZWE,-0.00062726,-5.95492718
1995,ESP,-0.02392165,-97.44747599
1995,SDN,-0.00060335,-0.63130126
1995,SUR,-0.00028995,0.37142497
1995,SWE,0.01407908,2.51755507
1995,CHE,0.00457946,-27.74211082
1995,SYR,-0.00057402,15.94192685
1995,TJK,0.00011686,-0.13404598
1995,THA,-0.01062403,-28.23396200
1995,TGO,-0.00042950,1.12809379
1995,TKL,0.00000361,0.00136163
1995,TON,-0.00003553,-0.03869694
1995,TTO,0.00066959,8.66455412
1995,ARE,-0.00316112,101.46644744
1995,TUN,-0.00275164,-3.05975840
1995,TUR,-0.01318345,-40.69206210
1995,TKM,0.00017784,0.63779829
1995,TCA,-0.00002521,-0.02810899
1995,TUV,-0.00000346,-0.00220473
1995,UGA,-0.00038937,-0.83864881
1995,UKR,0.00091369,25.76826368
1995,MKD,-0.00049435,-1.65410920
1995,EGY,-0.00987225,2.50947367
1995,GBR,-0.03345358,-25.02947147
1995,TZA,-0.00139447,-4.70000815
1995,USA,-0.14145393,-280.97062884
1995,PUS,-0.00072093,-1.40638213
1995,BFA,-0.00028320,-0.66118463
1995,URY,-0.00075362,0.08499014
1995,UZB,0.00008737,-0.02026961
1995,VEN,0.00848029,121.18336951
1995,WLF,-0.00001839,-0.02876097
1995,WSM,-0.00005565,-0.07300254
1995,YEM,0.00011820,7.76724183
1995,SCG,-0.00029573,-0.77368645
1995,ZMB,0.00041916,-1.62499298
1996,AFG,-0.00035231,-0.08594670
1996,ALB,-0.00081147,-2.12855708
1996,DZA,0.00404369,78.83351022
1996,AND,-0.00104143,-0.49190013
1996,AGO,0.00281449,26.13244448
1996,ATG,-0.00023643,-0.21178717
1996,AZE,-0.00064508,0.84745457
1996,ARG,0.00126794,44.25611179
1996,AUS,0.00241283,317.78315206
1996,AUT,-0.01317755,-22.90820382
1996,BHS,-0.00255469,-0.10226604
1996,BHR,0.00018448,1.72964845
1996,BGD,-0.00241371,-19.11061943
1996,ARM,-0.00027667,-0.29645020
1996,BRB,-0.00032202,-0.48797009
1996,BEL,-0.00861316,-86.55733294
1996,BMU,-0.00070053,-2.04736918
1996,BTN,0.00000949,0.04002371
1996,BOL,-0.00092065,1.26489402
1996,BIH,-0.00169544,-1.87920729
1996,BRA,-0.00365249,108.08860740
1996,BLZ,-0.00011202,-0.01886072
1996,IOT,0.00000682,0.01686454
1996,SLB,0.00010443,0.59703996
1996,VGB,-0.00185948,-12.84723737
1996,BRN,-0.00122443,9.93584019
1996,BGR,-0.00024387,28.47738604
1996,MMR,-0.00145483,-0.76445900
1996,BDI,-0.00007624,-0.06308215
1996,BLR,-0.00118498,1.32947299
1996,KHM,-0.00102859,-1.26781309
1996,CMR,0.00096100,5.62694430
1996,CAN,0.03713220,206.80875009
1996,CPV,-0.00027510,-0.49267110
1996,CYM,-0.00031907,-0.44467209
1996,CAF,0.00002978,-0.03860401
1996,LKA,-0.00024571,-3.21939259
1996,TCD,-0.00002164,-0.11721908
1996,CHL,-0.00017804,7.46800211
1996,CHN,0.10304771,753.49376686
1996,CXR,0.00000064,0.28488681
1996,CCK,-0.00000408,0.00298900
1996,COL,-0.00262424,41.18939692
1996,COM,-0.00015346,-0.14414651
1996,COG,0.00025499,5.21040894
1996,COD,0.00049299,0.57250230
1996,COK,-0.00003928,-0.01202031
1996,CRI,0.00047989,-14.10697902
1996,HRV,-0.00297275,-2.83278603
1996,CUB,-0.00093523,-3.06880436
1996,CYP,-0.00294421,-4.32807202
1996,CZE,-0.00497197,-1.59391719
1996,BEN,-0.00074355,-0.66045593
1996,DNK,0.00366563,-10.91527488
1996,DMA,-0.00013070,0.02349047
1996,DOM,-0.00064879,-3.81180128
1996,ECU,0.00157415,15.24164218
1996,SLV,-0.00151889,-3.62381384
1996,GNQ,0.00005175,0.67178528
1996,ETH,-0.00065930,-0.63010203
1996,ERI,-0.00013883,-0.15993033
1996,EST,-0.00097585,0.25552652
1996,FLK,-0.00000198,-0.63332336
1996,FJI,-0.00008447,-0.02406381
1996,FIN,0.00974819,-17.61580525
1996,FRA,0.00358432,-125.87670171
1996,PYF,-0.00079032,-0.57536259
1996,ATF,-0.00000162,-0.00252559
1996,DJI,-0.00023884,-0.22616731
1996,GAB,0.00267352,21.48405174
1996,GEO,-0.00080799,-1.95216535
1996,GMB,-0.00017432,-0.68563056
1996,DEU,0.06289378,-252.23404841
1996,GHA,-0.00039223,-1.27204689
1996,GIB,-0.00095925,-4.74839504
1996,KIR,-0.00005251,-0.03017044
1996,GRC,-0.01749020,-14.19857383
1996,GRL,0.00001116,-0.20736688
1996,GRD,-0.00014599,-0.21866437
1996,GTM,-0.00059945,-1.41415363
1996,GIN,0.00016748,14.19652234
1996,GUY,0.00014412,1.91626976
1996,HTI,-0.00054178,-1.25643120
1996,HND,0.00048983,-0.86732634
1996,HKG,-0.12915678,-805.36640643
1996,HUN,-0.00076633,-14.47016962
1996,ISL,-0.00001433,-0.78082280
1996,IDN,0.01399812,164.87787779
1996,IRN,0.00834776,97.25106568
1996,IRQ,-0.00024808,-0.49388600
1996,IRL,0.00734792,-37.18163539
1996,ISR,-0.00832891,-9.61418405
1996,ITA,0.03347525,-189.80713521
1996,CIV,0.00219432,1.06549846
1996,JAM,-0.00120038,4.28148691
1996,JPN,0.09881671,-663.13163658
1996,KAZ,0.00087244,48.83172641
1996,JOR,-0.00238326,2.27996930
1996,KEN,-0.00055089,0.64729724
1996,PRK,-0.00031156,-1.40445207
1996,KOR,-0.01585312,-230.13872849
1996,KWT,0.00469175,73.25731526
1996,KGZ,-0.00052665,-9.32598812
1996,LAO,-0.00027710,-0.28989476
1996,LBN,-0.00505665,-6.77189590
1996,LVA,0.00005163,3.79466914
1996,LBR,-0.00202576,-13.84490527
1996,LBY,0.00613637,61.91086964
1996,LTU,-0.00121725,-4.19272192
1996,MAC,-0.00031165,-56.43687584
1996,MDG,-0.00005139,-0.74419854
1996,MWI,0.00016684,2.78650544
1996,MYS,0.01910730,24.65112014
1996,MDV,-0.00029599,-0.68342812
1996,MLI,-0.00046170,-1.18396302
1996,MLT,-0.00144159,-3.33777745
1996,MRT,0.00014301,9.47102711
1996,MUS,-0.00085931,-1.59560243
1996,MEX,0.00937642,48.49299081
1996,S19,0.03868946,-62.16359784
1996,MNG,-0.00006683,-0.03472219
1996,MDA,-0.00024580,-4.66374007
1996,MSR,0.00001075,0.04372392
1996,MAR,-0.00152347,-0.54635043
1996,MOZ,-0.00069436,-2.60751141
1996,OMN,0.00165786,35.52777225
1996,NRU,0.00002469,0.49872659
1996,NPL,-0.00020372,-0.51331762
1996,NLD,-0.00291532,-56.31689614
1996,ANT,-0.00179924,0.45165856
1996,ABW,0.00001757,3.90246989
1996,NCL,-0.00031054,2.96543843
1996,VUT,-0.00008993,-0.01694487
1996,NZL,0.00047923,7.40143020
1996,NIC,-0.00046635,-1.39719472
1996,NER,0.00001166,-0.02362286
1996,NGA,0.01050028,92.52485225
1996,NIU,-0.00003798,-0.00281227
1996,NFK,-0.00002192,-0.01271314
1996,NOR,0.01528867,179.80830382
1996,MNP,-0.00012196,-0.04950613
1996,FSM,0.00000383,-0.04208574
1996,MHL,-0.00055980,-0.18656810
1996,PLW,-0.00000997,-0.00211571
1996,PAK,-0.00065246,-6.26038429
1996,PAN,-0.01178731,-22.45332779
1996,PNG,0.00115092,7.07797462
1996,PRY,-0.00221441,1.07579008
1996,PER,-0.00214432,1.44363381
1996,PHL,-0.00985029,-37.41574860
1996,PCN,0.00000396,0.01457228
1996,POL,-0.01392102,7.69527124
1996,PRT,-0.01036511,3.41385809
1996,GNB,-0.00001787,-0.18372778
1996,TLS,-0.00000278,-0.00343827
1996,QAT,0.00195813,23.30743099
1996,ROU,-0.00267566,-15.09889850
1996,RUS,0.04057574,397.25080210
1996,RWA,-0.00027752,-0.42961432
1996,SHN,-0.00003097,-0.11831619
1996,KNA,-0.00011545,-0.11490728
1996,AIA,-0.00002997,-0.05088842
1996,LCA,-0.00022638,-0.38780399
1996,SPM,-0.00003907,-0.00629244
1996,VCT,-0.00006038,-0.26718660
1996,STP,-0.00002639,-0.04454046
1996,SAU,0.02345031,322.94895529
1996,SEN,-0.00135974,-2.08752715
1996,SYC,-0.00023765,-0.07617582
1996,SLE,-0.00002181,-0.42653437
1996,R20,,
1996,IND,0.00372886,-30.01258929
1996,SGP,-0.03246393,-138.05389685
1996,SVK,-0.00228610,-16.52692399
1996,VNM,-0.00324399,3.59402070
1996,SVN,-0.00104865,-6.29161687
1996,SOM,0.00003970,-0.07838957
1996,ZA1,0.00438888,67.52939178
1996,ZWE,-0.00031900,1.72330866
1996,ESP,-0.02463199,-91.53543874
1996,SDN,-0.00086598,-2.29713922
1996,SUR,-0.00001893,0.57761686
1996,SWE,0.01613984,2.83145102
1996,CHE,0.00191809,-41.74615835
1996,SYR,-0.00067723,14.92761716
1996,TJK,0.00002717,-0.48115823
1996,THA,-0.00800613,-27.51911198
1996,TGO,-0.00038782,2.11104556
1996,TKL,-0.00000001,0.00420479
1996,TON,-0.00003173,-0.01638691
1996,TTO,0.00029148,6.05987148
1996,ARE,-0.00100638,110.22054282
1996,TUN,-0.00237929,-2.22860793
1996,TUR,-0.01911764,-57.34632841
1996,TKM,0.00105150,2.27714421
1996,TCA,-0.00002458,0.02837645
1996,TUV,-0.00000227,-0.00255169
1996,UGA,-0.00014421,-0.75588047
1996,UKR,-0.00193503,-13.71185047
1996,MKD,-0.00048168,-1.46776764
1996,EGY,-0.01116935,1.90875282
1996,GBR,-0.03879644,-26.20863294
1996,TZA,-0.00090079,-2.74163767
1996,USA,-0.13989694,-326.71735333
1996,PUS,-0.00073017,-1.29696834
1996,BFA,-0.00034162,-0.73216861
1996,URY,-0.00076468,-0.79774085
1996,UZB,-0.00107114,-1.32203004
1996,VEN,0.01450634,140.55574078
1996,WLF,-0.00001409,-0.01123186
1996,WSM,-0.00005158,-0.06174039
1996,YEM,0.00009307,7.93744437
1996,SCG,-0.00260666,-7.06827609
1996,ZMB,0.00027728,0.32164996
1997,AFG,-0.00026669,-0.21744704
1997,ALB,-0.00047035,-1.38487032
1997,DZA,0.00575676,68.18798413
1997,AND,-0.00104896,-1.01934442
1997,AGO,0.00251039,26.74704352
1997,ATG,-0.00019074,-0.37766668
1997,AZE,-0.00046900,1.35457438
1997,ARG,-0.00194032,51.17079497
1997,AUS,0.00492723,339.71149420
1997,AUT,-0.01076164,-24.86034307
1997,BHS,-0.00190990,-0.12452659
1997,BHR,0.00013125,3.47196854
1997,BGD,-0.00193225,-21.26980595
1997,ARM,-0.00061646,-1.90360753
1997,BRB,-0.00101607,-1.16932656
1997,BEL,-0.01182614,-85.32504618
1997,BMU,-0.00127088,-0.98509706
1997,BTN,-0.00001948,0.04821924
1997,BOL,-0.00140792,-0.24998488
1997,BIH,-0.00181183,-1.67236694
1997,BRA,-0.00930838,117.82592266
1997,BLZ,-0.00013902,-0.08420394
1997,IOT,0.00001862,0.09093068
1997,SLB,0.00010652,0.60978177
1997,VGB,-0.00113552,-7.06962437
1997,BRN,-0.00026568,10.39505205
1997,BGR,-0.00025211,24.73253581
1997,MMR,-0.00171412,-2.55268971
1997,BDI,-0.00004510,-0.07929890
1997,BLR,-0.00310072,-7.99240222
1997,KHM,-0.00078363,-1.81366011
1997,CMR,0.00096847,6.04670242
1997,CAN,0.02201249,199.94699402
1997,CPV,-0.00021836,-0.44140195
1997,CYM,-0.00055203,-0.38425564
1997,CAF,0.00006568,-0.00724445
1997,LKA,-0.00039734,-3.61953214
1997,TCD,0.00002401,0.00210322
1997,CHL,-0.00098620,7.56218663
1997,CHN,0.13961940,765.95187519
1997,CXR,0.00000543,0.35574384
1997,CCK,-0.00000599,0.02010413
1997,COL,-0.00334853,45.51275399
1997,COM,-0.00014353,-0.13837420
1997,COG,0.00174751,9.00724311
1997,COD,0.00045924,0.62447198
1997,COK,-0.00003517,-0.01289479
1997,CRI,0.00020427,-0.01171957
1997,HRV,-0.00468487,-3.78688108
1997,CUB,-0.00077450,-2.43292019
1997,CYP,-0.00333289,-18.94673490
1997,CZE,-0.00575309,-6.86486072
1997,BEN,-0.00075577,-0.89847281
1997,DNK,-0.00286301,-16.32768188
1997,DMA,-0.00014919,0.04573311
1997,DOM,-0.00085494,-3.67922614
1997,ECU,0.00096227,12.17667075
1997,SLV,-0.00094439,-3.61635574
1997,GNQ,0.00022093,1.93725760
1997,ETH,-0.00094006,-1.17891201
1997,ERI,-0.00015317,-0.31063409
1997,EST,-0.00130022,1.27841361
1997,FLK,0.00001210,-0.00446651
1997,FJI,-0.00023126,-0.39425605
1997,FIN,0.01014029,-18.94675692
1997,FRA,0.01513257,-126.95753952
1997,PYF,-0.00069631,-0.56532593
1997,ATF,0.00002144,0.26197776
1997,DJI,-0.00028474,-0.23248585
1997,GAB,0.00264698,21.07575974
1997,GEO,-0.00073325,-1.92480176
1997,GMB,-0.00021592,-0.55410921
1997,DEU,0.07734666,-226.40807090
1997,GHA,-0.00193534,-3.98361025
1997,GIB,-0.00144689,-9.40692432
1997,KIR,-0.00001198,-0.01729486
1997,GRC,-0.01704919,-9.78461243
1997,GRL,0.00004021,-0.27525653
1997,GRD,-0.00014524,-0.26522092
1997,GTM,-0.00087568,-0.88055727
1997,GIN,0.00018100,14.47294644
1997,GUY,0.00014395,2.77061486
1997,HTI,-0.00058867,-1.19977785
1997,HND,0.00110414,-1.30516629
1997,HKG,-0.14998695,-826.45615976
1997,HUN,-0.00157221,-11.71839323
1997,ISL,-0.00005623,-0.69040906
1997,IDN,0.01653184,187.27857012
1997,IRN,0.00155069,83.02870404
1997,IRQ,0.00251052,22.54754595
1997,IRL,0.00721423,-37.42522149
1997,ISR,-0.00544936,-17.40261875
1997,ITA,0.02461860,-177.79631261
1997,CIV,0.00208828,0.04211594
1997,JAM,-0.00150044,2.92314717
1997,JPN,0.11755481,-671.69241245
1997,KAZ,0.00149767,36.01934991
1997,JOR,-0.00309185,-1.96522566
1997,KEN,-0.00159101,-4.09174377
1997,PRK,0.00002037,-4.31722983
1997,KOR,-0.00467993,-250.82597400
1997,KWT,0.00624499,80.72045696
1997,KGZ,-0.00016068,-0.19505501
1997,LAO,-0.00027685,-0.03773239
1997,LBN,-0.00721470,-9.50955422
1997,LVA,-0.00016586,5.50737162
1997,LBR,-0.00208471,-1.63901400
1997,LBY,0.00548778,60.74156018
1997,LTU,-0.00166030,-3.27224384
1997,MAC,-0.00035763,-55.00012044
1997,MDG,-0.00008055,-0.57010787
1997,MWI,0.00027348,0.80633784
1997,MYS,0.01921295,35.51803712
1997,MDV,-0.00029486,-0.57070869
1997,MLI,-0.00043464,-1.24107026
1997,MLT,-0.00132807,-15.32505515
1997,MRT,0.00015793,10.51510124
1997,MUS,-0.00076353,-1.70222785
1997,MEX,0.00244106,64.29168255
1997,S19,0.02896680,-7.72059235
1997,MNG,-0.00005530,-0.11799678
1997,MDA,-0.00007691,-4.84597335
1997,MSR,-0.00001134,-0.02176404
1997,MAR,-0.00113800,1.49762697
1997,MOZ,-0.00052466,-0.14984088
1997,OMN,0.00183262,37.25038567
1997,NRU,0.00001183,0.42738983
1997,NPL,-0.00015607,-0.41784947
1997,NLD,-0.00685919,-63.81705205
1997,ANT,-0.00158724,0.51871419
1997,ABW,0.00014203,4.70938663
1997,NCL,-0.00026100,3.44579274
1997,VUT,-0.00007568,0.02274386
1997,NZL,0.00069991,7.45828267
1997,NIC,-0.00076224,-1.27673722
1997,NER,0.00008759,0.49179259
1997,NGA,0.01063435,94.76519600
1997,NIU,-0.00004142,-0.01747123
1997,NFK,-0.00001801,-0.00688844
1997,NOR,0.01435939,191.19516647
1997,MNP,-0.00011949,-0.03326718
1997,FSM,-0.00001752,-0.06854667
1997,MHL,-0.00036654,-0.41679438
1997,PLW,-0.00000725,-0.00658744
1997,PAK,0.00022578,-6.05966660
1997,PAN,-0.01222141,-13.70752392
1997,PNG,0.00071221,5.68497229
1997,PRY,-0.00262663,2.25010574
1997,PER,-0.00159698,0.76467200
1997,PHL,-0.00803669,-38.60651582
1997,PCN,0.00000237,0.01121224
1997,POL,-0.01774573,4.11716904
1997,PRT,-0.01160958,-31.87110478
1997,GNB,-0.00002532,-0.12082777
1997,TLS,0.00000030,0.00007435
1997,QAT,0.00222734,31.31077736
1997,ROU,-0.00158627,-13.11650247
1997,RUS,0.03267807,408.60303976
1997,RWA,-0.00029257,-0.64714381
1997,SHN,-0.00002152,-0.05090119
1997,KNA,-0.00010706,-0.10676587
1997,AIA,-0.00003469,-0.07710445
1997,LCA,-0.00025767,-0.26345521
1997,SPM,-0.00003642,-0.04004046
1997,VCT,-0.00010281,-0.34631146
1997,STP,-0.00002376,-0.03325493
1997,SAU,0.02935281,342.96558325
1997,SEN,-0.00127062,-2.42308829
1997,SYC,-0.00025572,-4.78800554
1997,SLE,0.00001064,-0.27930188
1997,IND,0.00326575,-48.47475732
1997,SGP,-0.03444654,-180.14251711
1997,SVK,-0.00263524,-13.78050321
1997,VNM,-0.00191720,3.80429865
1997,SVN,-0.00112369,-4.81457692
1997,SOM,-0.00007280,-0.21986517
1997,ZA1,0.00819628,105.01825538
1997,ZWE,-0.00000809,5.69653712
1997,ESP,-0.02303760,-96.69248073
1997,SDN,-0.00130535,-2.60736842
1997,SUR,0.00008789,0.64994710
1997,SWE,0.01790388,2.59618950
1997,CHE,0.00612762,-40.59272764
1997,SYR,0.00009604,17.20759419
1997,TJK,-0.00004320,-0.49916790
1997,THA,0.00378599,-23.69754257
1997,TGO,-0.00037954,1.89515594
1997,TKL,0.00000164,0.00771300
1997,TON,-0.00003408,-0.01767240
1997,TTO,-0.00047370,7.43770206
1997,ARE,0.00049963,116.15233104
1997,TUN,-0.00260000,-2.07840686
1997,TUR,-0.02180425,-55.99476953
1997,TKM,0.00032941,8.11586288
1997,TCA,-0.00004078,-0.05267835
1997,TUV,-0.00000790,-0.00597963
1997,UGA,-0.00016966,-1.49315108
1997,UKR,-0.00178664,-4.43454727
1997,MKD,-0.00052256,-2.34957774
1997,EGY,-0.01312945,-7.43149716
1997,GBR,-0.04497692,-27.05602214
1997,TZA,-0.00087874,-7.30933695
1997,USA,-0.15228595,-410.83613715
1997,PUS,-0.00073192,-1.65808468
1997,BFA,-0.00053435,-1.04079670
1997,URY,-0.00103200,0.24452227
1997,UZB,-0.00062858,-0.36568321
1997,VEN,0.01116603,144.66769563
1997,WLF,-0.00016132,-0.02108345
1997,WSM,-0.00004354,-0.05449802
1997,YEM,0.00044716,11.32206914
1997,SCG,-0.00239499,-7.74531266
1997,ZMB,0.00023049,-33.35993618
1998,AFG,-0.00017791,-0.14093067
1998,ALB,-0.00062755,-2.18849803
1998,DZA,0.00031545,66.86446104
1998,AND,-0.00103914,-0.56298663
1998,AGO,0.00188512,28.53383370
1998,ATG,-0.00035760,-0.38748816
1998,AZE,-0.00088009,1.56877743
1998,ARG,-0.00355501,60.52466879
1998,AUS,0.00046456,356.68206150
1998,AUT,-0.01039092,-25.69299333
1998,BHS,-0.00243617,-1.37833787
1998,BHR,-0.00010984,2.49178867
1998,BGD,-0.00250823,-18.81538072
1998,ARM,-0.00026296,-1.49428205
1998,BRB,-0.00081552,-0.67489273
1998,BEL,-0.01834803,-93.19477979
1998,BMU,-0.00101487,-2.97674779
1998,BTN,-0.00003774,0.45935585
1998,BOL,-0.00171773,0.72043213
1998,BIH,-0.00178714,-2.96552380
1998,BRA,-0.00657068,131.65377954
1998,BLZ,-0.00010106,-0.12646823
1998,IOT,-0.00000419,0.00200648
1998,SLB,0.00009762,0.35504943
1998,VGB,-0.00135029,-14.83969455
1998,BRN,0.00001095,4.41127139
1998,BGR,-0.00066847,-4.68073494
1998,MMR,-0.00134513,-1.36643566
1998,BDI,-0.00012797,-0.19871936
1998,BLR,-0.00136626,-18.19350674
1998,KHM,-0.00048342,-1.76981751
1998,CMR,0.00028670,4.35492339
1998,CAN,0.01645871,187.50913080
1998,CPV,-0.00021686,-0.38908787
1998,CYM,-0.00079637,-0.33573022
1998,CAF,0.00013843,-0.02902715
1998,LKA,-0.00046553,-4.53245606
1998,TCD,0.00002089,-0.00606367
1998,CHL,-0.00202614,-0.34952384
1998,CHN,0.14629290,28.61929146
1998,CXR,0.00001424,0.47650203
1998,CCK,-0.00000728,-0.00256900
1998,COL,-0.00287265,60.20906369
1998,COM,-0.00015233,-0.17051060
1998,COG,0.00065598,9.02521436
1998,COD,0.00029839,0.29089568
1998,COK,-0.00004358,-0.01569064
1998,CRI,-0.00049106,-0.72284167
