year,product_chapter,exporter,value_trln_USD
1995,10,USA,0.00002005
1995,10,DNK,0.00001615
1995,10,GRC,0.00000209
1995,10,DEU,0.00000100
1995,10,NLD,0.00000003
1995,11,FRA,0.00000452
1995,11,ITA,0.00000254
1995,11,DEU,0.00000250
1995,11,NLD,0.00000147
1995,11,USA,0.00000086
1995,11,Other,0.00000080
1995,12,USA,0.00000989
1995,12,DEU,0.00000004
1995,13,DEU,0.00000001
1995,15,USA,0.00000277
1995,15,ITA,0.00000088
1995,15,BEL,0.00000033
1995,15,LTU,0.00000007
1995,15,FRA,0.00000004
1995,15,Other,0.00000005
1995,16,ESP,0.00000034
1995,16,DNK,0.00000030
1995,16,FRA,0.00000028
1995,16,NLD,0.00000022
1995,16,AUT,0.00000010
1995,16,Other,0.00000004
1995,17,DEU,0.00000413
1995,17,NLD,0.00000006
1995,17,LTU,0.00000001
1995,17,SVK,0.00000001
1995,17,MDA,0.00000001
1995,17,Other,0.00000001
1995,18,NLD,0.00000105
1995,18,FRA,0.00000040
1995,18,POL,0.00000008
1995,18,BEL,0.00000004
1995,18,LVA,0.00000004
1995,18,Other,0.00000002
1995,19,FRA,0.00000078
1995,19,USA,0.00000059
1995,19,NOR,0.00000053
1995,19,CHE,0.00000031
1995,19,NLD,0.00000026
1995,19,Other,0.00000031
1995,20,NLD,0.00000011
1995,20,GRC,0.00000009
1995,20,ESP,0.00000005
1995,20,MDA,0.00000002
1995,20,ROU,0.00000002
1995,20,Other,0.00000004
1995,21,FRA,0.00000029
1995,21,JOR,0.00000001
1995,21,HUN,0.00000001
1995,21,NLD,0.00000001
1995,21,DEU,0.00000001
1995,21,Other,0.00000000
1995,22,FRA,0.00000124
1995,22,NLD,0.00000046
1995,22,BEL,0.00000046
1995,22,HUN,0.00000037
1995,22,DEU,0.00000030
1995,22,Other,0.00000089
1995,24,MDA,0.00000248
1995,24,NLD,0.00000005
1995,24,JPN,0.00000004
1995,24,DEU,0.00000003
1995,24,BEL,0.00000001
1995,24,Other,0.00000000
1995,27,ROU,0.00000145
1995,27,POL,0.00000017
1995,27,DEU,0.00000010
1995,27,HUN,0.00000001
1995,27,MKD,0.00000000
1995,28,CHN,0.00000035
1995,28,USA,0.00000007
1995,29,ESP,0.00000003
1995,29,USA,0.00000002
1995,29,GBR,0.00000002
1995,30,BEL,0.00000074
1995,30,NLD,0.00000048
1995,30,DNK,0.00000023
1995,30,HUN,0.00000020
1995,30,FRA,0.00000020
1995,30,Other,0.00000036
1995,32,NLD,0.00000006
1995,32,USA,0.00000004
1995,32,GBR,0.00000002
1995,32,CZE,0.00000000
1995,32,FRA,0.00000000
1995,32,Other,0.00000000
1995,33,GBR,0.00000003
1995,33,USA,0.00000001
1995,33,DEU,0.00000001
1995,33,FRA,0.00000001
1995,33,ITA,0.00000000
1995,34,GBR,0.00000011
1995,34,NLD,0.00000003
1995,34,USA,0.00000003
1995,34,LTU,0.00000003
1995,34,GRC,0.00000001
1995,34,Other,0.00000000
1995,35,GBR,0.00000000
1995,35,CZE,0.00000000
1995,36,NLD,0.00000001
1995,37,CAN,0.00000017
1995,37,NLD,0.00000002
1995,37,FRA,0.00000001
1995,37,CZE,0.00000001
1995,37,LTU,0.00000000
1995,37,Other,0.00000000
1995,38,DEU,0.00000007
1995,38,ESP,0.00000007
1995,38,DNK,0.00000000
1995,38,CHE,0.00000000
1995,38,NLD,0.00000000
1995,38,Other,0.00000000
1995,39,USA,0.00000037
1995,39,GBR,0.00000012
1995,39,NLD,0.00000011
1995,39,GRC,0.00000003
1995,39,HKG,0.00000002
1995,39,Other,0.00000004
1995,40,USA,0.00000526
1995,40,LTU,0.00000127
1995,40,BEL,0.00000111
1995,40,FRA,0.00000071
1995,40,FIN,0.00000032
1995,40,Other,0.00000057
1995,41,EST,0.00000008
1995,41,GBR,0.00000004
1995,42,ITA,0.00000001
1995,42,FRA,0.00000000
1995,42,DEU,0.00000000
1995,42,NLD,0.00000000
1995,43,GRC,0.00000000
1995,44,DEU,0.00000001
1995,44,CZE,0.00000000
1995,44,BEL,0.00000000
1995,48,DEU,0.00000006
1995,48,DNK,0.00000005
1995,48,LTU,0.00000002
1995,48,FRA,0.00000002
1995,48,NLD,0.00000001
1995,48,Other,0.00000003
1995,49,DEU,0.00000031
1995,49,GBR,0.00000022
1995,49,CHE,0.00000008
1995,49,PRT,0.00000005
1995,49,FRA,0.00000004
1995,49,Other,0.00000009
1995,51,NLD,0.00000015
1995,51,LVA,0.00000001
1995,51,GRC,0.00000000
