year,product_chapter,exporter,value_trln_USD
1995,10,USA,0.00000044
1995,10,NZL,0.00000016
1995,10,THA,0.00000003
1995,10,FRA,0.00000003
1995,10,AUS,0.00000002
1995,11,FRA,0.00000436
1995,11,NLD,0.00000096
1995,11,AUS,0.00000053
1995,11,USA,0.00000031
1995,11,THA,0.00000003
1995,11,Other,0.00000002
1995,12,USA,0.00000086
1995,12,AUS,0.00000031
1995,12,FRA,0.00000008
1995,12,JPN,0.00000007
1995,12,DEU,0.00000006
1995,12,Other,0.00000005
1995,13,NZL,0.00000012
1995,13,USA,0.00000003
1995,13,FRA,0.00000001
1995,14,SGP,0.00000002
1995,14,FRA,0.00000001
1995,14,JPN,0.00000001
1995,15,FRA,0.00000341
1995,15,BEL,0.00000049
1995,15,NZL,0.00000013
1995,15,SGP,0.00000008
1995,15,AUS,0.00000005
1995,15,Other,0.00000008
1995,16,FRA,0.00000302
1995,16,JPN,0.00000079
1995,16,NLD,0.00000050
1995,16,USA,0.00000043
1995,16,DNK,0.00000038
1995,16,Other,0.00000013
1995,17,NZL,0.00000224
1995,17,FRA,0.00000100
1995,17,AUS,0.00000056
1995,17,DEU,0.00000020
1995,17,USA,0.00000007
1995,17,Other,0.00000008
1995,18,FRA,0.00000218
1995,18,AUS,0.00000048
1995,18,NLD,0.00000014
1995,18,USA,0.00000008
1995,18,BEL,0.00000006
1995,18,Other,0.00000003
1995,19,FRA,0.00000590
1995,19,AUS,0.00000280
1995,19,USA,0.00000189
1995,19,SGP,0.00000040
1995,19,JPN,0.00000037
1995,19,Other,0.00000096
1995,20,NZL,0.00001503
1995,20,USA,0.00001196
1995,20,FRA,0.00000634
1995,20,AUS,0.00000188
1995,20,IRL,0.00000145
1995,20,Other,0.00000305
1995,21,FRA,0.00000626
1995,21,USA,0.00000310
1995,21,AUS,0.00000156
1995,21,NZL,0.00000042
1995,21,IRL,0.00000017
1995,21,Other,0.00000029
1995,22,FRA,0.00001073
1995,22,USA,0.00000157
1995,22,GBR,0.00000058
1995,22,NZL,0.00000046
1995,22,BEL,0.00000011
1995,22,Other,0.00000043
1995,23,FRA,0.00000167
1995,23,AUS,0.00000099
1995,23,USA,0.00000093
1995,23,NZL,0.00000039
1995,23,DEU,0.00000001
1995,23,Other,0.00000002
1995,24,AUS,0.00000075
1995,24,FRA,0.00000061
1995,24,USA,0.00000028
1995,24,NZL,0.00000015
1995,24,BEL,0.00000013
1995,24,Other,0.00000000
1995,25,NZL,0.00000601
1995,25,FRA,0.00000032
1995,25,AUS,0.00000022
1995,25,BEL,0.00000010
1995,25,GBR,0.00000004
1995,25,Other,0.00000011
1995,26,NLD,0.00000000
1995,27,AUS,0.00002533
1995,27,USA,0.00000539
1995,27,SGP,0.00000106
1995,27,BEL,0.00000102
1995,27,FRA,0.00000066
1995,27,Other,0.00000052
1995,28,FRA,0.00000065
1995,28,JPN,0.00000008
1995,28,USA,0.00000004
1995,28,NZL,0.00000003
1995,28,BEL,0.00000001
1995,28,Other,0.00000002
1995,29,AUS,0.00000064
1995,29,FRA,0.00000023
1995,29,USA,0.00000008
1995,29,BEL,0.00000007
1995,29,NZL,0.00000004
1995,29,Other,0.00000009
