year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00004578,0.00388034
1995,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00003676,0.00322816
1995,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00002452,0.00136379
1995,Iron or steel articles,0.00001317,0.02003009
1995,"Products of the milling industry; malt, starches, inulin, wheat gluten",0.00001148,0.04135621
1995,Other,0.00012925,0.10519059
1996,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00010271,0.01985007
1996,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00008922,0.43832611
1996,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00005964,0.01250584
1996,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00004744,0.00485703
1996,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0.00004620,0.02271844
1996,Other,0.00027495,0.66042727
1997,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00010980,0.05254243
1997,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00009244,0.58144082
1997,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00007191,0.00818766
1997,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00004748,0.00539103
1997,Iron or steel articles,0.00004521,0.06504473
1997,Other,0.00026281,0.38152050
1998,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00011345,0.02816401
1998,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00008869,0.50433319
1998,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00007550,0.01687674
1998,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00005879,0.00496070
1998,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00001955,0.00223061
1998,Other,0.00027862,0.43988765
1999,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00011013,0.00868769
1999,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00010421,0.03068744
1999,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00007952,0.51657789
1999,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00005428,0.02102356
1999,Cotton,0.00002522,0.00417407
1999,Other,0.00024458,0.39579784
2000,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00011488,0.47849141
2000,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00010503,0.01522707
2000,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00006591,0.01682847
2000,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00005517,0.00375318
2000,Cotton,0.00003140,0.01802757
2000,Other,0.00034063,0.60053607
2001,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00013692,0.50723728
2001,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00008927,0.01234889
2001,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00006706,0.01412928
2001,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00005505,0.00487893
2001,Cotton,0.00002716,0.00565253
2001,Other,0.00036251,0.66140306
2002,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00011622,0.51259395
2002,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00008679,0.01614362
2002,"Aircraft, spacecraft, and parts thereof",0.00005967,0.00017768
2002,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00005640,0.02747593
2002,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00005617,0.00470552
2002,Other,0.00032586,0.68231877
2003,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00015689,0.54718771
2003,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00014977,0.02862829
2003,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00009146,0.03627059
2003,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00006133,0.00816940
2003,Cotton,0.00004404,0.00968825
2003,Other,0.00046015,0.96368774
2004,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00022504,0.60094003
2004,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00016269,0.02399808
2004,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00009911,0.01947232
2004,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00008699,0.01032285
2004,Iron or steel articles,0.00004917,0.06177898
2004,Other,0.00059020,0.98661038
2005,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00029820,0.60029037
2005,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00019886,0.02992926
2005,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00010602,0.02002643
2005,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00009971,0.01064970
2005,Iron or steel articles,0.00006185,0.06652277
2005,Other,0.00058501,1.06831877
2006,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00042137,0.60548889
2006,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00020809,0.03806930
2006,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00015423,0.04504006
2006,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00010408,0.01147608
2006,Iron or steel articles,0.00006185,0.06012797
2006,Other,0.00077825,1.19033736
2007,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00054657,0.70771296
2007,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00030643,0.03642550
2007,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00021126,0.03184976
2007,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00015797,0.01128492
2007,Iron or steel articles,0.00011267,0.09639282
2007,Other,0.00090981,1.47173954
2008,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00078661,0.74281951
2008,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00042481,0.10263045
2008,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00040609,0.05548631
2008,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00015759,0.01192531
2008,Iron or steel articles,0.00012761,0.10348694
2008,Other,0.00114734,1.79555758
2009,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00043852,0.63759749
2009,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00026303,0.03087088
2009,Apparel and clothing accessories; knitted or crocheted,0.00020499,0.00578760
2009,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00017493,0.03469053
2009,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00016323,0.00981587
2009,Other,0.00115558,1.73564190
2010,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00066634,0.84800208
2010,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00049005,0.09822569
2010,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00047158,0.06221376
2010,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00019057,0.01501404
2010,Apparel and clothing accessories; knitted or crocheted,0.00015059,0.00825437
2010,Other,0.00147231,1.94151218
2011,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00105582,0.20287354
2011,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00103128,0.98637464
2011,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00099745,0.11875528
2011,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00039832,0.02880623
2011,Apparel and clothing accessories; knitted or crocheted,0.00039054,0.01585781
2011,Other,0.00243973,2.67076568
2012,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00152127,1.31718824
2012,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00117960,0.22539740
2012,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00104255,0.13077998
2012,Apparel and clothing accessories; knitted or crocheted,0.00051605,0.01545038
2012,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00038218,0.03494005
2012,Other,0.00244451,3.24219705
2013,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00154662,1.32025618
2013,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00099991,0.09102766
2013,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00086965,0.11039391
2013,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00044272,0.02378760
2013,Iron or steel articles,0.00030708,0.19253807
2013,Other,0.00246081,3.30280106
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00135467,1.17127619
2014,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00069753,0.06092910
2014,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00052901,0.05109512
2014,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00034620,0.02494938
2014,Iron or steel articles,0.00028487,0.19638513
2014,Other,0.00226696,3.51933975
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00086510,1.27274828
2015,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00055140,0.06975299
2015,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00038616,0.08977654
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00026474,0.01877240
2015,Iron or steel articles,0.00019967,0.16334967
2015,Other,0.00172723,2.61925993
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00069980,1.44082689
2016,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00042873,0.09161576
2016,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00041749,0.05114408
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00031187,0.01765304
2016,Iron or steel articles,0.00012609,0.11498248
2016,Other,0.00161533,1.73872114
2017,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00100147,1.91622633
2017,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00059965,0.09316890
2017,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00057357,0.11087592
2017,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00038304,0.02695285
2017,Iron or steel articles,0.00020692,0.16873838
2017,Other,0.00187176,1.74699967
2018,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00130277,1.64385055
2018,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00084287,0.21669015
2018,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00083983,0.11955380
2018,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00050524,0.03632029
2018,Iron or steel articles,0.00032944,0.20611418
2018,Other,0.00230340,2.25924186
2019,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00129978,1.95730368
2019,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00101839,0.22758065
2019,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00091216,0.13955927
2019,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00039592,0.02677010
2019,Iron or steel articles,0.00029207,0.22576160
2019,Other,0.00244119,2.29190045
