imports_trln_USD,exports_trln_USD
0.00040624,0.00001017
0.00006374,0.00000105
0.00018548,0.00007527
0.00001336,0.00000945
0.00000308,0.00000205
0.00012522,0.00000305
0.00002901,0.00001841
0.00020146,0.00002550
0.00004220,0.00002740
0.00004947,0.00002431
0.00020825,0.00028459
0.00012288,0.00009084
0.00004903,0.00003949
0.00007393,0.00000857
0.00009365,0.00000045
0.00018742,0.00016652
0.00001766,0.00000661
0.00050565,0.00010716
0.00015396,0.00046979
0.00069154,0.00097624
0.00050367,0.00020391
0.00002040,0.00050917
0.00016853,0.00003821
0.00012264,0.00006458
0.00009214,0.00003303
0.00004598,0.00004749
0.00001307,0.00000242
0.00009520,0.00000715
0.00027655,0.00022661
0.00091129,0.00086154
0.00021585,0.00015279
0.00003669,0.00000781
0.00004094,0.00000936
0.00000133,0.00000057
0.00034338,0.00002081
0.00000402,0.00000005
0.00000367,0.00000005
0.00011585,0.00000593
0.00060117,0.00006809
0.00005962,0.00003788
0.00000794,0.00000077
0.00003581,0.00003705
0.00027454,0.00008463
0.00000463,0.00000017
0.00015035,0.00011877
0.00022279,0.00003700
0.00006219,0.00004160
0.00002832,0.00002978
0.00003609,0.00000684
0.00004412,0.00004167
0.00009008,0.00026410
0.00008840,0.00065426
0.00016647,0.00021623
0.00004647,0.00010915
0.00014510,0.00003765
0.00001283,0.00000160
0.00000483,0.00000031
0.00000910,0.00000040
0.00011892,0.00002408
0.00016395,0.00001919
0.00015637,0.00013693
0.00506246,0.00594926
0.00090642,0.00001764
0.00036767,0.00008753
0.00024493,0.00006104
0.00002014,0.00000300
0.00031834,0.00015508
0.00000479,0.00000420
0.00002694,0.00003708
0.00007549,0.00033540
0.00005684,0.00004245
0.00012936,0.00029176
0.00009969,0.00005121
0.00351684,0.00205863
0.00298514,0.00258691
0.00006798,0.00000348
0.00242574,0.00005628
0.00049976,0.00040676
0.00005227,0.00001930
0.00090240,0.00087941
0.00006078,0.00001066
0.00001218,0.00000307
0.00007440,0.00011030
0.00028452,0.00010749
0.00010318,0.00003144
0.00007343,0.00002494
0.00002710,0.00002251
0.00054277,0.00001033
0.00006032,0.00000148
0.00020814,0.00008868
0.00001440,0.00001037
0.00000507,0.00000158
0.00008522,0.00000660
0.00002641,0.00003214
0.00028482,0.00002062
0.00005828,0.00002445
0.00006877,0.00002679
0.00022461,0.00026015
0.00017670,0.00009982
0.00005152,0.00002572
0.00010523,0.00000896
0.00010544,0.00000107
0.00016723,0.00017964
0.00002499,0.00000531
0.00069535,0.00014575
0.00016530,0.00053665
0.00071843,0.00095960
0.00056221,0.00029680
0.00001933,0.00051327
0.00016801,0.00004193
0.00013779,0.00006941
0.00010821,0.00003275
0.00004659,0.00003690
0.00001455,0.00001412
0.00009688,0.00000816
0.00030221,0.00025147
0.00086018,0.00083673
0.00024674,0.00014507
0.00003273,0.00001109
0.00004306,0.00001118
0.00000242,0.00000084
0.00033949,0.00001407
0.00000310,0.00000012
0.00000399,0.00000024
0.00007372,0.00000351
0.00051216,0.00007027
0.00006539,0.00003482
0.00000636,0.00000075
0.00002946,0.00002978
0.00023007,0.00010091
0.00000367,0.00000013
0.00014314,0.00012281
0.00018883,0.00003890
0.00007133,0.00005289
0.00002782,0.00003487
0.00003731,0.00000556
0.00004271,0.00004424
0.00008713,0.00030939
0.00011320,0.00065491
0.00020582,0.00021713
0.00005601,0.00011148
0.00015703,0.00003623
0.00001455,0.00000170
0.00000403,0.00000048
0.00000994,0.00000041
0.00015063,0.00002532
0.00018798,0.00001533
0.00016732,0.00018973
0.00553207,0.00638649
0.00071246,0.00001705
0.00038992,0.00009343
0.00023467,0.00005676
0.00001708,0.00000511
0.00030595,0.00014840
0.00000497,0.00000323
0.00002357,0.00001515
0.00008500,0.00042916
0.00007778,0.00004852
0.00013894,0.00031461
0.00010515,0.00004737
0.00371932,0.00220350
0.00365697,0.00288391
0.00008465,0.00000181
0.00251908,0.00006507
0.00057494,0.00037663
0.00022545,0.00004407
0.00100771,0.00107560
0.00006096,0.00001538
0.00001039,0.00000501
0.00026942,0.00007744
0.00033857,0.00011176
0.00009468,0.00003809
0.00007779,0.00002032
0.00003938,0.00002473
0.00047439,0.00000696
0.00005429,0.00000057
0.00024955,0.00009895
0.00001050,0.00001236
0.00000578,0.00000187
0.00009230,0.00000524
0.00002585,0.00002290
0.00019723,0.00002344
0.00005474,0.00001592
0.00008117,0.00002504
0.00022007,0.00021088
0.00017905,0.00010905
0.00005009,0.00001676
0.00010140,0.00000864
0.00012412,0.00000210
0.00015066,0.00017491
0.00001965,0.00000312
0.00090967,0.00029101
0.00014304,0.00055655
0.00072458,0.00116750
0.00056908,0.00047028
0.00002052,0.00048622
0.00017094,0.00005024
0.00014978,0.00006703
0.00011529,0.00004392
0.00005037,0.00002761
0.00002133,0.00000315
0.00009616,0.00000560
0.00028089,0.00027755
0.00086556,0.00092965
0.00020656,0.00012823
0.00003631,0.00001298
0.00004330,0.00001345
0.00000157,0.00000033
0.00033378,0.00001326
0.00000264,0.00000006
0.00000447,0.00000014
0.00008337,0.00000896
0.00051674,0.00007522
0.00008317,0.00004062
0.00000711,0.00000072
0.00003340,0.00003372
0.00021482,0.00012569
0.00000364,0.00000020
0.00015953,0.00013795
0.00016474,0.00003182
0.00006113,0.00007375
0.00002910,0.00002688
0.00004461,0.00000468
0.00004037,0.00004700
0.00008813,0.00027343
0.00011437,0.00059412
0.00021402,0.00020792
0.00005312,0.00010631
0.00017686,0.00003886
0.00001372,0.00000376
0.00000409,0.00000028
0.00000867,0.00000066
0.00015681,0.00002684
0.00017274,0.00001665
0.00014668,0.00018524
0.00536234,0.00679516
0.00071188,0.00001935
0.00038057,0.00011990
0.00020637,0.00006863
0.00002379,0.00000469
0.00026766,0.00014171
0.00000461,0.00000291
0.00003150,0.00001537
0.00008920,0.00038305
0.00008418,0.00006522
0.00012796,0.00038984
0.00010473,0.00005456
0.00371689,0.00216849
0.00327798,0.00372687
0.00005654,0.00000242
0.00199026,0.00008660
0.00060854,0.00032782
0.00055927,0.00001521
0.00091750,0.00132222
0.00005267,0.00001986
0.00001219,0.00000414
0.00020902,0.00003594
0.00035037,0.00012610
0.00010514,0.00004353
0.00007314,0.00001765
0.00002367,0.00002425
0.00038167,0.00001220
0.00004943,0.00000069
0.00018985,0.00011077
0.00001726,0.00001336
0.00000484,0.00000258
0.00011469,0.00000722
0.00002976,0.00001860
0.00020185,0.00002468
0.00005894,0.00001326
0.00008469,0.00002845
0.00027286,0.00021284
0.00018456,0.00010790
0.00005104,0.00001401
0.00007470,0.00001031
0.00011623,0.00000132
0.00011428,0.00018054
0.00001462,0.00000303
0.00082265,0.00022805
0.00016697,0.00061471
0.00069310,0.00117522
0.00062123,0.00044452
0.00001654,0.00056871
0.00016876,0.00004105
0.00015249,0.00007389
0.00012215,0.00004593
0.00004698,0.00004245
0.00001783,0.00000389
0.00009030,0.00000671
0.00027013,0.00023878
0.00090311,0.00098228
0.00021365,0.00012917
0.00002552,0.00000613
0.00004747,0.00001680
0.00000104,0.00000061
0.00028986,0.00001346
0.00000292,0.00000008
0.00000351,0.00000016
0.00006745,0.00000843
0.00054543,0.00007537
0.00007765,0.00004748
0.00000561,0.00000087
0.00003522,0.00002457
0.00020091,0.00011201
0.00000346,0.00000095
0.00014666,0.00015247
0.00014849,0.00002352
0.00006746,0.00008469
0.00002848,0.00002410
0.00005159,0.00000742
0.00004134,0.00005130
0.00009417,0.00029505
0.00013488,0.00062754
0.00022838,0.00025651
0.00005468,0.00016933
0.00017771,0.00004353
0.00001459,0.00000448
0.00000449,0.00000020
0.00000829,0.00000060
0.00013242,0.00003258
0.00015675,0.00001465
0.00013948,0.00023594
0.00452274,0.00673442
0.00066305,0.00002204
0.00039015,0.00010723
0.00018460,0.00005687
0.00002561,0.00000400
0.00026693,0.00014553
0.00000523,0.00000508
0.00003003,0.00001574
0.00007566,0.00035087
0.00010694,0.00011920
0.00013018,0.00040760
0.00010193,0.00005601
0.00392658,0.00238879
0.00340131,0.00412644
0.00010539,0.00000527
0.00190869,0.00009389
0.00088196,0.00034078
0.00001699,0.00002214
0.00100889,0.00162592
0.00005161,0.00002064
0.00001095,0.00000368
0.00024943,0.00003513
0.00036349,0.00013426
0.00010451,0.00004070
0.00006862,0.00001645
0.00002301,0.00002868
0.00040933,0.00001274
0.00004699,0.00000077
0.00019979,0.00012641
0.00001708,0.00001423
0.00000609,0.00000278
0.00011588,0.00000540
0.00003917,0.00001870
0.00015867,0.00002689
0.00006264,0.00001176
0.00007494,0.00002852
0.00022845,0.00019459
0.00019448,0.00010534
0.00005661,0.00001290
0.00006854,0.00001115
0.00013846,0.00000288
0.00011776,0.00014291
0.00000812,0.00000344
0.00086602,0.00019481
0.00014474,0.00063991
0.00067883,0.00122407
0.00067054,0.00062860
0.00001877,0.00060350
0.00017202,0.00005035
0.00018548,0.00009482
0.00012804,0.00006688
0.00004663,0.00000725
0.00001468,0.00000162
0.00009720,0.00001704
0.00029899,0.00025423
0.00089012,0.00100187
0.00023198,0.00011821
0.00001994,0.00000894
0.00004975,0.00001643
0.00000071,0.00000044
0.00030746,0.00001399
0.00000326,0.00000011
0.00000321,0.00000065
0.00007828,0.00000940
0.00052940,0.00008882
0.00007893,0.00004647
0.00000527,0.00000068
0.00003052,0.00004193
0.00017621,0.00009524
0.00000401,0.00000079
0.00015667,0.00014419
0.00014000,0.00002117
0.00008116,0.00009181
0.00002342,0.00002080
0.00004082,0.00000479
0.00004117,0.00003894
0.00011158,0.00025863
0.00013833,0.00068261
0.00022678,0.00023109
0.00005489,0.00013288
0.00017999,0.00004657
0.00001276,0.00000646
0.00000365,0.00000029
0.00000735,0.00000110
0.00011986,0.00004313
0.00018206,0.00002207
0.00013509,0.00023475
0.00625113,0.00815297
0.00059426,0.00003074
0.00035336,0.00011984
0.00016363,0.00004986
0.00001649,0.00000359
0.00026947,0.00011364
0.00000314,0.00000642
