year,product_chapter,exporter,value_trln_USD
2013,10,FRA,0.00000001
2013,10,PRT,0.00000000
2013,11,FRA,0.00000017
2013,11,PRT,0.00000000
2013,12,FRA,0.00000000
2013,12,PRT,0.00000000
2013,13,FRA,0.00000000
2013,14,FRA,0.00000000
2013,14,DEU,0.00000000
2013,15,FRA,0.00000014
2013,15,PRT,0.00000001
2013,15,ESP,0.00000001
2013,16,FRA,0.00000082
2013,16,PRT,0.00000001
2013,17,FRA,0.00000007
2013,17,PRT,0.00000000
2013,18,FRA,0.00000008
2013,18,NLD,0.00000000
2013,18,PRT,0.00000000
2013,19,FRA,0.00000079
2013,19,PRT,0.00000000
2013,20,FRA,0.00000046
2013,20,ESP,0.00000003
2013,20,PRT,0.00000002
2013,21,FRA,0.00000661
2013,21,NLD,0.00000002
2013,21,PRT,0.00000000
2013,22,FRA,0.00000623
2013,22,NLD,0.00000068
2013,22,PRT,0.00000025
2013,23,FRA,0.00000000
2013,25,FRA,0.00000111
2013,25,PRT,0.00000000
2013,25,SWE,0.00000000
2013,26,FRA,0.00000000
2013,27,FRA,0.00000011
2013,28,FRA,0.00000006
2013,29,FRA,0.00000005
2013,30,FRA,0.00000038
2013,30,PRT,0.00000000
2013,31,FRA,0.00000002
2013,32,FRA,0.00000109
2013,32,BEL,0.00000006
2013,32,PRT,0.00000000
2013,33,FRA,0.00000076
2013,34,FRA,0.00000076
2013,34,PRT,0.00000001
2013,35,FRA,0.00000006
2013,35,DEU,0.00000000
2013,37,FRA,0.00000000
2013,38,FRA,0.00000063
2013,38,PRT,0.00000000
2013,38,BEL,0.00000000
2013,39,FRA,0.00000223
2013,39,PRT,0.00000000
2013,39,DEU,0.00000000
2013,39,BGR,0.00000000
2013,39,BEL,0.00000000
2013,40,FRA,0.00000145
2013,40,BEL,0.00000006
2013,40,PRT,0.00000002
2013,40,DEU,0.00000000
2013,42,FRA,0.00000376
2013,42,ITA,0.00000003
2013,42,DEU,0.00000000
2013,42,PRT,0.00000000
2013,42,CHE,0.00000000
2013,42,Other,0.00000000
2013,44,FRA,0.00000235
2013,44,PRT,0.00000002
2013,44,BIH,0.00000002
2013,44,DEU,0.00000000
2013,46,FRA,0.00000002
2013,47,FRA,0.00000000
2013,48,FRA,0.00000082
2013,48,DEU,0.00000000
2013,48,ITA,0.00000000
2013,48,PRT,0.00000000
2013,48,ESP,0.00000000
2013,49,FRA,0.00000075
2013,49,BEL,0.00000008
2013,49,ITA,0.00000003
2013,49,NOR,0.00000000
2013,49,ESP,0.00000000
2013,49,Other,0.00000000
2013,52,FRA,0.00000002
2013,53,FRA,0.00000002
2013,53,DEU,0.00000000
2013,54,FRA,0.00000003
2013,55,FRA,0.00000003
2013,56,FRA,0.00000005
2013,56,DEU,0.00000000
2013,57,FRA,0.00000007
2013,57,DEU,0.00000000
2013,57,BEL,0.00000000
2013,58,FRA,0.00000002
2013,59,FRA,0.00000005
2013,59,DEU,0.00000000
2013,60,FRA,0.00000005
2013,60,PRT,0.00000000
2013,60,NLD,0.00000000
2013,61,FRA,0.00000054
2013,61,ITA,0.00000007
2013,61,DEU,0.00000003
2013,61,CHE,0.00000003
2013,61,NLD,0.00000000
2013,61,Other,0.00000000
2013,62,FRA,0.00000290
2013,62,ITA,0.00000024
2013,62,DEU,0.00000001
2013,63,FRA,0.00000102
2013,63,BEL,0.00000000
2013,63,DEU,0.00000000
2013,63,PRT,0.00000000
2013,64,FRA,0.00000080
2013,64,ITA,0.00000016
2013,64,PRT,0.00000001
2013,64,ESP,0.00000000
2013,65,FRA,0.00000006
2013,65,ITA,0.00000002
2013,65,PRT,0.00000000
2013,66,FRA,0.00000003
2013,67,FRA,0.00000008
2013,68,FRA,0.00000096
2013,68,PRT,0.00000015
2013,68,BEL,0.00000003
2013,69,FRA,0.00000101
2013,69,ESP,0.00000006
2013,69,PRT,0.00000003
2013,69,BEL,0.00000001
2013,69,DEU,0.00000000
2013,70,FRA,0.00000070
2013,70,PRT,0.00000002
2013,70,ESP,0.00000002
2013,70,ITA,0.00000000
2013,70,DEU,0.00000000
2013,71,FRA,0.00000058
2013,71,ITA,0.00000006
2013,71,DEU,0.00000002
2013,71,CHE,0.00000001
2013,71,BEL,0.00000001
2013,71,Other,0.00000000
2013,72,FRA,0.00000065
2013,72,PRT,0.00000002
2013,73,FRA,0.00000237
2013,73,PRT,0.00000005
2013,73,ITA,0.00000002
2013,73,DEU,0.00000002
2013,73,BEL,0.00000000
2013,74,FRA,0.00000006
2013,74,CHE,0.00000001
2013,74,DEU,0.00000000
2013,74,BEL,0.00000000
2013,76,FRA,0.00000160
2013,76,PRT,0.00000013
2013,76,BEL,0.00000003
2013,76,DEU,0.00000000
2013,78,FRA,0.00000000
2013,79,DEU,0.00000000
2013,79,BEL,0.00000000
2013,80,FRA,0.00000005
2013,80,PRT,0.00000000
2013,81,FRA,0.00000032
2013,82,FRA,0.00000083
2013,82,PRT,0.00000001
2013,82,ITA,0.00000000
2013,82,NLD,0.00000000
2013,82,DEU,0.00000000
2013,82,Other,0.00000000
2013,83,FRA,0.00000055
2013,83,DEU,0.00000000
2013,83,PRT,0.00000000
2013,84,FRA,0.00000723
2013,84,PRT,0.00000051
2013,84,ITA,0.00000008
2013,84,DEU,0.00000007
2013,84,BGR,0.00000002
2013,84,Other,0.00000002
2013,85,FRA,0.00000620
2013,85,ITA,0.00000005
2013,85,DEU,0.00000005
2013,85,BEL,0.00000003
2013,85,PRT,0.00000002
2013,85,Other,0.00000000
2013,86,FRA,0.00000004
2013,87,FRA,0.00000269
2013,87,PRT,0.00000015
2013,87,ITA,0.00000008
2013,87,DEU,0.00000005
2013,87,ESP,0.00000002
2013,87,Other,0.00000001
2013,89,FRA,0.00000009
2013,90,FRA,0.00000056
2013,90,DEU,0.00000000
2013,90,PRT,0.00000000
2013,90,BEL,0.00000000
2013,90,SWE,0.00000000
2013,90,Other,0.00000000
2013,91,CHE,0.00000390
2013,91,FRA,0.00000026
2013,91,NLD,0.00000000
2013,92,FRA,0.00000002
2013,93,FRA,0.00000000
2013,94,FRA,0.00000586
2013,94,ESP,0.00000035
2013,94,ITA,0.00000025
2013,94,DNK,0.00000012
2013,94,BEL,0.00000010
2013,94,Other,0.00000013
2013,95,FRA,0.00000099
2013,95,ITA,0.00000006
2013,95,NLD,0.00000000
2013,95,BEL,0.00000000
2013,95,SWE,0.00000000
2013,95,Other,0.00000000
2013,96,FRA,0.00000028
2013,96,DEU,0.00000001
2013,96,PRT,0.00000000
2013,97,FRA,0.00000008
2013,97,BEL,0.00000004
2014,10,PRT,0.00000000
2014,11,PRT,0.00000000
2014,12,PRT,0.00000000
2014,15,PRT,0.00000001
2014,16,THA,0.00000007
