year,product_chapter,value_trln_USD,quantity_mln_metric_tons
2013,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000794,0.00049388
2013,"Beverages, spirits and vinegar",0.00000716,0.00220721
2013,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.00000681,0.00041210
2013,Miscellaneous edible preparations,0.00000663,0.00321813
2013,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000635,0.00025871
2013,Other,0.00004553,0.01754783
2014,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00001116,0.00002433
2014,Clocks and watches and parts thereof,0.00000755,0.00000010
2014,"Beverages, spirits and vinegar",0.00000118,0.00080653
2014,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000096,0.00021594
2014,Apparel and clothing accessories; not knitted or crocheted,0.00000093,0.00000255
2014,Other,0.00000639,0.00108681
2015,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00001049,0.00073162
2015,"Beverages, spirits and vinegar",0.00000866,0.00446268
2015,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.00000858,0.00090938
2015,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000707,0.00032989
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00000656,0.00693875
2015,Other,0.00006778,0.04097383
2016,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.00001334,0.00077447
2016,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00001137,0.00086141
2016,"Beverages, spirits and vinegar",0.00000943,0.00495221
2016,Clocks and watches and parts thereof,0.00000709,0.00000390
2016,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000669,0.00034498
2016,Other,0.00008283,0.05847154
2017,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00001948,0.01110400
2017,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00001413,0.00106256
2017,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.00000795,0.00069821
2017,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000754,0.00041829
2017,Clocks and watches and parts thereof,0.00000721,0.00000424
2017,Other,0.00008465,0.06114411
2018,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.00002686,0.00215634
2018,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00002402,0.00158307
2018,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00001958,0.00002867
2018,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00001319,0.00049705
2018,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000945,0.00080863
2018,Other,0.00011534,0.11367141
2019,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.00002402,0.00159362
2019,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00002107,0.00148318
2019,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00001367,0.00064520
2019,"Beverages, spirits and vinegar",0.00001270,0.00533591
2019,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000912,0.00069533
2019,Other,0.00012301,0.06609587
2020,Clocks and watches and parts thereof,0.00000671,0.00000029
2020,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00000481,0.00000242
2020,Wood and articles of wood; wood charcoal,0.00000298,0.00169952
2020,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000271,0.00032498
2020,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.00000269,0.00025129
2020,Other,0.00001417,0.02521417
2021,Clocks and watches and parts thereof,0.00001556,0.00000023
2021,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00000904,0.00000099
2021,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00000758,0.00673828
2021,"Aircraft, spacecraft, and parts thereof",0.00000450,0.00000302
2021,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000408,0.00030373
2021,Other,0.00002493,0.00515359
2022,Clocks and watches and parts thereof,0.00001649,0.00000028
2022,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00000663,0.00000092
2022,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00000578,0.01144267
2022,Wood and articles of wood; wood charcoal,0.00000427,0.00190696
2022,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000424,0.00030479
2022,Other,0.00002152,0.00308895
2023,Clocks and watches and parts thereof,0.00001704,0.00000032
2023,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00000318,0.00000112
2023,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000277,0.00023521
2023,Wood and articles of wood; wood charcoal,0.00000226,0.00118168
2023,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000198,0.00018600
2023,Other,0.00000958,0.00224174
