year,product_chapter,imports_trln_USD,exports_trln_USD
1995,10,0.00000770,0.00000012
1995,11,0.00005861,
1995,12,0.00000107,0.00000003
1995,15,0.00023789,
1995,16,0.00000004,0.00000000
1995,17,0.00000718,
1995,18,0.00000120,
1995,19,0.00000748,
1995,20,0.00000818,
1995,21,0.00000525,
1995,22,0.00000474,0.00000000
1995,23,0.00000450,0.00000004
1995,24,0.00000011,
1995,25,0.00000025,0.00000001
1995,27,0.00000035,0.00045717
1995,28,0.00000068,0.00000004
1995,29,0.00000225,0.00000030
1995,30,0.00009622,0.00000056
1995,31,0.00000002,
1995,32,0.00000004,0.00000012
1995,33,0.00000064,
1995,34,0.00000536,0.00000000
1995,35,0.00000000,0.00000007
1995,37,0.00000007,
1995,38,0.00002364,0.00000001
1995,39,0.00000049,0.00000053
1995,40,0.00000683,0.00000047
1995,42,0.00000004,
1995,44,0.00000026,
1995,48,0.00000118,0.00000025
1995,49,0.00000000,0.00000001
1995,50,0.00000001,0.00000003
1995,52,0.00000009,0.00000013
1995,53,0.00000002,0.00000006
1995,54,0.00000029,
1995,55,0.00000011,0.00000011
1995,56,0.00000011,0.00000006
1995,58,0.00000001,
1995,60,0.00000006,0.00000000
1995,61,0.00000006,0.00000000
1995,62,0.00000012,
1995,63,0.00000024,
1995,64,0.00000152,0.00000003
1995,68,0.00000064,0.00000002
1995,69,0.00000005,0.00000004
1995,70,0.00001193,0.00000001
1995,71,0.00000230,0.00000000
1995,72,0.00000041,0.00000016
1995,73,0.00000217,0.00000008
1995,74,0.00000003,0.00000001
1995,76,0.00000011,
1995,80,0.00000067,0.00000013
1995,81,0.00000003,0.00000003
1995,82,0.00000022,0.00000001
1995,83,0.00000021,
1995,84,0.00000744,0.00000071
1995,85,0.00000058,0.00000058
1995,87,0.00000089,0.00000003
1995,90,0.00000348,0.00000005
1995,94,0.00000024,0.00000000
1995,95,0.00000008,0.00000003
1995,96,0.00000015,0.00000000
1996,10,0.00002819,0.00000014
1996,11,0.00006834,0.00000002
1996,12,0.00000031,
1996,13,0.00000005,
1996,15,0.00004292,0.00000002
1996,16,0.00000112,0.00000004
1996,17,0.00000893,
1996,18,0.00000209,
1996,19,0.00001496,0.00000000
1996,20,0.00000330,0.00000000
1996,21,0.00000121,0.00000064
1996,22,0.00000275,0.00000001
1996,23,0.00000127,0.00000002
1996,24,0.00000007,0.00000000
1996,25,0.00000128,0.00000041
1996,27,0.00000005,0.00003157
1996,28,0.00000020,0.00000001
1996,29,0.00000059,0.00000017
1996,30,0.00001486,0.00000000
1996,31,0.00000007,0.00000000
1996,32,0.00000001,0.00000001
1996,33,0.00000157,
1996,34,0.00001212,0.00000007
1996,35,0.00000002,
1996,36,0.00000006,
1996,37,0.00000004,
1996,38,0.00000220,0.00000003
1996,39,0.00000091,0.00000097
1996,40,0.00000225,0.00000005
1996,41,0.00000009,
1996,44,0.00000010,0.00000001
1996,45,0.00000017,
1996,48,0.00000189,
1996,49,0.00000006,0.00000002
1996,51,0.00000002,0.00000001
1996,52,0.00000030,0.00000053
1996,53,0.00000008,
1996,54,0.00000016,0.00000010
1996,55,0.00000018,0.00000013
1996,56,0.00000013,
1996,57,0.00000002,0.00000026
1996,58,0.00000002,
1996,59,0.00000004,
1996,60,0.00000012,0.00000003
1996,61,0.00000015,0.00000002
1996,62,0.00000032,0.00000003
1996,63,0.00000384,0.00000001
1996,64,0.00000260,0.00000009
1996,65,0.00000000,
1996,66,0.00000079,0.00000007
1996,67,0.00000000,
1996,68,0.00000038,
1996,69,0.00000045,0.00000018
1996,70,0.00003241,0.00000009
1996,71,0.00000651,
1996,72,0.00000204,0.00000004
1996,73,0.00000023,0.00000000
1996,74,0.00000015,
1996,76,0.00000170,0.00000007
1996,79,0.00000006,
1996,80,0.00000037,0.00000007
1996,81,0.00000001,0.00000009
1996,82,0.00000023,0.00000000
1996,83,0.00000025,0.00000021
1996,84,0.00000553,0.00000091
1996,85,0.00000742,0.00000022
1996,87,0.00000194,0.00000014
1996,90,0.00000286,0.00000004
1996,91,0.00000004,
1996,94,0.00000048,
1996,95,0.00000006,0.00000001
1996,96,0.00000008,0.00000036
1997,10,0.00021543,0.00000001
1997,11,0.00000685,
1997,12,0.00000199,
1997,15,0.00015852,
1997,16,0.00000061,0.00000005
1997,17,0.00009875,
1997,18,0.00000039,
1997,19,0.00001680,
1997,20,0.00000166,
1997,21,0.00000209,
1997,22,0.00000233,0.00000001
1997,23,0.00000731,
1997,24,0.00000016,0.00000002
1997,25,0.00000272,0.00000008
1997,27,0.00000026,0.00324931
1997,28,0.00000473,0.00000004
1997,29,0.00000212,0.00000034
1997,30,0.00006784,0.00000006
1997,31,0.00000000,
1997,32,0.00000003,0.00000068
1997,33,0.00000188,
1997,34,0.00001223,0.00000002
1997,35,0.00000039,0.00000000
1997,37,0.00000302,
1997,38,0.00000985,0.00000001
1997,39,0.00000050,0.00000102
1997,40,0.00001584,0.00000006
1997,42,0.00000006,
1997,44,0.00000006,0.00000003
1997,45,0.00000001,
1997,48,0.00000064,0.00000001
1997,49,0.00000003,0.00000001
1997,52,0.00000017,0.00000012
1997,53,0.00000002,
1997,55,0.00000004,0.00000008
1997,56,0.00000002,
1997,58,0.00000000,
1997,59,0.00000016,
1997,61,0.00000015,0.00000001
1997,62,0.00000036,0.00000005
1997,63,0.00000168,0.00000001
1997,64,0.00000041,
1997,65,0.00000007,
1997,68,0.00000005,
1997,69,0.00000007,0.00000002
1997,70,0.00000662,0.00000007
1997,71,0.00004612,
1997,72,0.00000024,0.00000010
1997,73,0.00000205,0.00000004
1997,74,0.00000001,0.00000103
1997,76,0.00000048,0.00000003
1997,80,0.00000010,0.00000004
1997,81,0.00000004,0.00000004
1997,82,0.00000010,0.00000000
1997,83,0.00000011,0.00000000
1997,84,0.00002859,0.00000127
1997,85,0.00000771,0.00000010
1997,87,0.00000995,0.00002855
1997,90,0.00003171,0.00000004
1997,91,0.00000014,
1997,92,0.00000001,
1997,94,0.00000034,0.00000004
1997,95,0.00000033,
1997,96,0.00000020,0.00000001
1998,10,0.00023219,0.00000060
1998,11,0.00000107,0.00000007
1998,12,0.00000343,0.00000001
1998,13,0.00000001,
1998,14,0.00000017,0.00000002
1998,15,0.00012969,
1998,16,0.00000065,0.00000000
1998,17,0.00007944,
1998,18,0.00000019,
1998,19,0.00005745,0.00000002
1998,20,0.00000215,0.00000000
1998,21,0.00000095,
1998,22,0.00000150,0.00000000
1998,23,0.00001528,
1998,24,0.00000012,
1998,25,0.00000552,0.00000000
1998,26,0.00000001,0.00000011
1998,27,0.00000142,0.00522941
1998,28,0.00000241,0.00000090
1998,29,0.00000371,0.00000092
1998,30,0.00016061,0.00000183
1998,32,0.00000048,0.00000049
1998,33,0.00000084,0.00000007
1998,34,0.00003634,0.00000033
1998,35,0.00000007,
1998,36,0.00000010,
1998,37,0.00000169,0.00000022
1998,38,0.00002339,0.00000001
1998,39,0.00001108,0.00000005
1998,40,0.00004289,0.00000010
1998,42,0.00000007,
1998,44,0.00000086,
1998,46,0.00000025,
1998,47,0.00000027,
1998,48,0.00000369,0.00000001
1998,49,0.00000055,0.00000004
1998,51,0.00000001,0.00000017
1998,52,0.00000024,
1998,53,0.00000022,
1998,54,0.00000030,0.00000004
1998,55,0.00000093,0.00000007
1998,56,0.00000018,0.00000002
1998,57,0.00000170,0.00000004
1998,58,0.00000005,0.00000001
1998,59,0.00000059,0.00000000
1998,60,0.00000003,
1998,61,0.00000125,0.00000001
1998,62,0.00000102,0.00000004
1998,63,0.00000465,0.00000000
1998,64,0.00000615,0.00000002
1998,65,0.00000005,
1998,66,0.00000004,
1998,67,0.00000000,
1998,68,0.00000046,
1998,69,0.00000074,0.00000001
1998,70,0.00000275,0.00000000
1998,71,0.00003164,0.00000156
1998,72,0.00000073,0.00000019
1998,73,0.00001502,0.00000042
1998,74,0.00000092,0.00000030
1998,75,0.00000000,
1998,76,0.00000433,0.00000342
1998,80,0.00000164,0.00000005
1998,81,0.00000050,0.00000000
1998,82,0.00000074,0.00000018
1998,83,0.00000035,0.00000003
1998,84,0.00012492,0.00000382
1998,85,0.00006651,0.00000361
1998,86,0.00000000,
1998,87,0.00006910,0.00000933
1998,90,0.00016706,0.00000054
1998,91,0.00000015,0.00000003
1998,92,0.00000001,
1998,94,0.00000259,0.00000005
1998,95,0.00000059,0.00000001
1998,96,0.00000018,0.00000058
1999,10,0.00016531,0.00001035
1999,11,0.00000081,0.00000002
1999,12,0.00000662,
1999,13,0.00000002,
1999,14,0.00000035,0.00000002
1999,15,0.00014794,0.00000021
1999,16,0.00000123,
1999,17,0.00006452,0.00000006
1999,18,0.00000033,
1999,19,0.00005983,0.00000062
1999,20,0.00000475,
1999,21,0.00000324,
1999,22,0.00000276,
1999,23,0.00002051,0.00000004
1999,24,0.00000000,
1999,25,0.00000548,0.00000014
1999,26,0.00000002,
1999,27,0.00000344,0.01119659
1999,28,0.00000248,0.00000020
1999,29,0.00000274,0.00000000
1999,30,0.00010743,0.00000028
1999,32,0.00000077,0.00000024
1999,33,0.00000217,0.00000002
1999,34,0.00004138,0.00000005
1999,35,0.00000058,0.00000000
1999,36,0.00000033,
1999,37,0.00000045,0.00000017
1999,38,0.00002724,0.00000009
1999,39,0.00001547,0.00000022
1999,40,0.00013867,0.00000020
1999,42,0.00000012,
1999,44,0.00000296,
1999,45,0.00000001,
1999,46,0.00000052,
1999,47,0.00000050,0.00000001
1999,48,0.00000281,0.00000006
1999,49,0.00000135,0.00000005
1999,51,0.00000007,0.00000119
1999,52,0.00000053,0.00000001
1999,53,0.00000000,0.00000000
1999,54,0.00000010,0.00000001
1999,55,0.00000035,
1999,56,0.00000031,
1999,57,0.00000423,0.00000002
1999,58,0.00000010,
1999,59,0.00000064,0.00000001
1999,60,0.00000007,
1999,61,0.00000932,0.00000000
1999,62,0.00000131,0.00000000
1999,63,0.00000156,0.00000001
1999,64,0.00000822,0.00000002
1999,65,0.00000001,
1999,67,0.00000000,
1999,68,0.00000114,
1999,69,0.00000134,0.00000003
1999,70,0.00000576,0.00000006
1999,71,0.00000737,0.00000221
1999,72,0.00000185,0.00000019
1999,73,0.00003918,0.00000080
1999,74,0.00000392,0.00000001
1999,75,0.00000000,
1999,76,0.00000212,0.00000588
1999,78,0.00000000,
1999,79,0.00000006,
1999,80,0.00000221,0.00000021
1999,81,0.00000081,0.00000000
1999,82,0.00000209,0.00000030
