year,product_chapter,exporter,value_trln_USD,quantity_mln_metric_tons
1995,10,FRA,0.00001078,0.05998051
1995,10,PAK,0.00000714,0.02860220
1995,10,LKA,0.00000319,0.01240000
1995,10,THA,0.00000290,0.06627416
1995,10,MMR,0.00000234,0.00759285
1995,10,Other,0.00000327,0.01308778
1995,11,FRA,0.00000464,0.00803321
1995,11,DEU,0.00000248,0.00473573
1995,11,BEL,0.00000174,0.00336787
1995,11,USA,0.00000130,0.00293249
1995,11,DNK,0.00000041,0.00065991
1995,11,Other,0.00000022,0.00009531
1995,12,CMR,0.00000064,0.00027010
1995,12,COD,0.00000031,0.00013065
1995,12,IND,0.00000018,0.00006000
1995,12,ZA1,0.00000011,0.00000009
1995,12,NLD,0.00000010,0.00024004
1995,12,Other,0.00000032,0.00007837
1995,13,FRA,0.00000018,0.00004018
1995,13,DEU,0.00000007,0.00000450
1995,13,ESP,0.00000003,0.00002020
1995,13,USA,0.00000002,0.00000100
1995,13,JPN,0.00000002,0.00000004
1995,13,Other,0.00000004,0.00000397
1995,14,FRA,0.00000001,0.00000083
1995,14,IND,0.00000001,0.00000010
1995,14,JPN,0.00000000,0.00000050
1995,15,MYS,0.00000800,0.01122398
1995,15,SGP,0.00000699,0.00987550
1995,15,USA,0.00000142,0.00167336
1995,15,AUS,0.00000138,0.00262353
1995,15,NLD,0.00000115,0.00221219
1995,15,Other,0.00000265,0.00253026
1995,16,MAR,0.00000011,0.00006428
1995,16,FRA,0.00000009,0.00004863
1995,16,PRT,0.00000008,0.00003888
1995,16,ITA,0.00000001,0.00001003
1995,16,DEU,0.00000001,0.00000399
1995,16,Other,0.00000001,0.00001337
1995,17,BRA,0.00000498,0.01400000
1995,17,FRA,0.00000224,0.00490549
1995,17,BEL,0.00000137,0.00357591
1995,17,ZA1,0.00000027,0.00023515
1995,17,DEU,0.00000027,0.00053389
1995,17,Other,0.00000018,0.00009171
1995,18,ZA1,0.00000014,0.00002896
1995,18,FRA,0.00000006,0.00001644
1995,18,NLD,0.00000001,0.00000525
1995,18,ITA,0.00000001,0.00000125
1995,18,BEL,0.00000000,0.00000113
1995,18,Other,0.00000000,0.00000250
1995,19,USA,0.00000121,0.00046402
1995,19,FRA,0.00000043,0.00020222
1995,19,NLD,0.00000020,0.00023413
1995,19,ITA,0.00000013,0.00015409
1995,19,ZA1,0.00000011,0.00003439
1995,19,Other,0.00000031,0.00020509
1995,20,FRA,0.00000021,0.00014950
1995,20,ITA,0.00000015,0.00017742
1995,20,HKG,0.00000012,0.00008626
1995,20,DEU,0.00000005,0.00001852
1995,20,ZA1,0.00000004,0.00001656
1995,20,Other,0.00000006,0.00007527
1995,21,IRL,0.00000081,0.00002284
1995,21,FRA,0.00000080,0.00023872
1995,21,JPN,0.00000032,0.00000900
1995,21,ESP,0.00000007,0.00003607
1995,21,ZA1,0.00000006,0.00001394
1995,21,Other,0.00000030,0.00022981
1995,22,FRA,0.00000086,0.00032882
1995,22,BEL,0.00000043,0.00004983
1995,22,GBR,0.00000042,0.00004967
1995,22,ZA1,0.00000010,0.00003822
1995,22,DEU,0.00000003,0.00003856
1995,22,Other,0.00000009,0.00005428
1995,23,BEL,0.00000064,0.00069737
1995,23,FRA,0.00000016,0.00014739
1995,23,MUS,0.00000014,0.00013201
1995,23,MYS,0.00000012,0.00012000
1995,23,THA,0.00000012,0.00011411
1995,23,Other,0.00000010,0.00006429
1995,24,PRY,0.00000037,0.00020500
1995,24,FRA,0.00000017,0.00002198
1995,24,GBR,0.00000012,0.00000827
1995,24,BRA,0.00000010,0.00004685
1995,24,COL,0.00000008,0.00005889
1995,24,Other,0.00000024,0.00010715
1995,25,CHN,0.00000260,0.03736283
1995,25,ZA1,0.00000228,0.02179521
1995,25,ROU,0.00000140,0.01694534
1995,25,IND,0.00000049,0.00750906
1995,25,FRA,0.00000019,0.00064487
1995,25,Other,0.00000052,0.00549347
1995,26,BEL,0.00000000,0.00000800
1995,26,DEU,0.00000000,0.00004730
1995,27,IRN,0.00005496,0.38774694
1995,27,ZA1,0.00001497,0.05897307
1995,27,SAU,0.00000700,0.04962460
1995,27,FRA,0.00000185,0.00122206
1995,27,ESP,0.00000124,0.00444458
1995,27,Other,0.00000358,0.01093950
1995,28,DEU,0.00000127,0.00118702
1995,28,ZA1,0.00000117,0.00084161
1995,28,GBR,0.00000096,0.00188568
1995,28,BEL,0.00000087,0.00097476
1995,28,FRA,0.00000076,0.00051303
1995,28,Other,0.00000148,0.00157580
1995,29,FRA,0.00000136,0.00055139
1995,29,CHN,0.00000116,0.00027761
1995,29,DEU,0.00000070,0.00017581
1995,29,USA,0.00000040,0.00012453
1995,29,BEL,0.00000033,0.00017798
1995,29,Other,0.00000179,0.00073858
1995,30,FRA,0.00001932,0.01125133
1995,30,DEU,0.00000152,0.00009933
1995,30,ESP,0.00000133,0.00158478
1995,30,BEL,0.00000073,0.00001788
1995,30,ITA,0.00000071,0.00020195
1995,30,Other,0.00000318,0.00023674
1995,31,ZA1,0.00000343,0.00397453
1995,31,BEL,0.00000165,0.00491727
1995,31,FRA,0.00000134,0.00181738
1995,31,DEU,0.00000122,0.00309613
1995,31,RUS,0.00000062,0.00198881
1995,31,Other,0.00000162,0.00632418
1995,32,DEU,0.00000156,0.00014362
1995,32,FRA,0.00000150,0.00025870
1995,32,GBR,0.00000055,0.00018609
1995,32,CHE,0.00000048,0.00001628
1995,32,ITA,0.00000041,0.00022094
1995,32,Other,0.00000168,0.00058242
1995,33,FRA,0.00000103,0.00013503
1995,33,CHN,0.00000056,0.00030111
1995,33,USA,0.00000035,0.00004766
1995,33,IND,0.00000021,0.00011217
1995,33,SGP,0.00000012,0.00008238
1995,33,Other,0.00000061,0.00016903
1995,34,FRA,0.00000084,0.00025662
1995,34,IDN,0.00000031,0.00015302
1995,34,SGP,0.00000027,0.00056505
1995,34,IND,0.00000024,0.00031821
1995,34,DEU,0.00000023,0.00004290
1995,34,Other,0.00000072,0.00047564
1995,35,FRA,0.00000074,0.00019641
1995,35,ITA,0.00000030,0.00015077
1995,35,DEU,0.00000022,0.00004571
1995,35,CHE,0.00000017,0.00002756
1995,35,IDN,0.00000007,0.00003066
1995,35,Other,0.00000022,0.00011488
1995,36,FRA,0.00000024,0.00001376
1995,36,SWE,0.00000016,0.00007390
1995,36,ZA1,0.00000012,0.00002068
1995,36,HKG,0.00000011,0.00000000
1995,36,JPN,0.00000002,0.00002673
