imports_trln_USD,exports_trln_USD
0.00000281,0.00000003
0.00000090,
0.00000001,0.00000469
0.00000039,
0.00000251,0.00000000
0.00000111,
0.00000002,
0.00000067,
0.00000106,
0.00000072,
0.00000106,
0.00000021,
0.00000200,
0.00000038,0.00000001
0.00000343,
0.00000001,
0.00000003,
0.00000043,0.00000487
0.00000001,
0.00000034,
0.00000024,
0.00000075,
0.00000006,
0.00000051,
0.00000007,0.00000000
0.00000058,0.00000001
0.00000079,0.00000001
0.00000109,
0.00000009,0.00000000
0.00000102,
0.00000086,0.00000002
0.00000067,
0.00000003,
0.00000001,0.00000000
0.00000059,0.00000002
0.00000001,
0.00000005,
0.00000037,
0.00000019,
0.00000002,
0.00000008,
0.00000000,
0.00000001,
0.00000027,0.00000001
0.00000025,
0.00000035,
0.00000008,0.00000004
0.00000000,
0.00000000,
0.00000002,
0.00000006,
0.00000033,0.00000004
0.00000005,0.00000005
0.00000009,0.00000000
0.00000170,0.00000007
0.00000002,
0.00000001,
0.00000043,0.00000002
0.00000001,
0.00000003,
0.00000008,
0.00000006,0.00000000
0.00000032,0.00000001
0.00000178,
0.00000309,0.00000005
0.00000254,0.00000001
0.00000001,
0.00000257,0.00000002
0.00000014,
0.00000015,0.00000000
0.00000166,
0.00000006,
0.00000002,0.00000008
0.00000001,
0.00000041,
0.00000018,
0.00000029,0.00000000
0.00000000,0.00000000
0.00000264,0.00000002
0.00000126,
0.00000004,0.00000145
0.00000000,
0.00000000,
0.00000055,
0.00000271,0.00000001
0.00000170,
0.00000002,0.00000000
0.00000102,
0.00000115,
0.00000075,
0.00000128,0.00000002
0.00000013,
0.00000209,
0.00000032,0.00000007
0.00000000,
0.00000376,
0.00000003,
0.00000005,0.00000000
0.00000105,0.00000525
0.00000000,
0.00000036,
0.00000041,
0.00000098,
0.00000008,
0.00000005,
0.00000005,0.00000001
0.00000021,0.00000000
0.00000128,0.00000001
0.00000123,0.00000000
0.00000000,
0.00000025,0.00000001
0.00000094,
0.00000001,
0.00000085,0.00000000
0.00000043,
0.00000000,
0.00000000,
0.00000144,
0.00000001,
0.00000053,0.00000008
0.00000075,0.00000000
0.00000030,
0.00000005,
0.00000006,
0.00000016,
0.00000001,
0.00000025,0.00000001
0.00000040,0.00000000
0.00000042,
0.00000028,
0.00000001,
0.00000002,
0.00000001,
0.00000003,0.00000000
0.00000009,
0.00000022,
0.00000009,
0.00000005,0.00000041
0.00000149,0.00000001
0.00000003,0.00000000
0.00000000,
0.00000038,0.00000014
0.00000001,
0.00000001,
0.00000011,0.00000001
0.00000001,
0.00000034,0.00000000
0.00000022,
0.00000446,0.00000002
0.00001117,0.00000004
0.00000004,
0.00000256,0.00000181
0.00000275,0.00000000
0.00000196,
0.00000235,0.00000009
0.00000007,
0.00000001,
0.00000001,
0.00000049,
0.00000030,
0.00000040,
0.00000000,0.00000000
0.00000211,
0.00000102,
0.00000007,0.00000328
0.00000035,
0.00000243,0.00000003
0.00000116,
0.00000003,
0.00000089,
0.00000165,
0.00000052,0.00000000
0.00000107,0.00000000
0.00000011,
0.00000112,
0.00000042,0.00000002
0.00000516,
0.00000004,
0.00000004,
0.00000089,0.00003726
0.00000001,
0.00000031,0.00000008
0.00000019,
0.00000067,0.00000000
0.00000004,
0.00000007,
0.00000007,0.00000001
0.00000039,0.00000001
0.00000144,
0.00000150,
0.00000016,
0.00000019,0.00000000
0.00000146,0.00000000
0.00000000,0.00000001
0.00000069,0.00000000
0.00000062,
0.00000003,
0.00000005,
0.00000067,
0.00000005,0.00000014
0.00000033,
0.00000027,
0.00000001,
0.00000012,
0.00000026,
0.00000003,0.00000000
0.00000028,0.00000000
0.00000017,0.00000002
0.00000032,0.00000001
0.00000007,0.00000005
0.00000003,
0.00000001,
0.00000003,
0.00000010,
0.00000012,0.00000001
0.00000032,
0.00000011,
0.00000075,0.00000002
0.00000163,0.00000001
0.00000004,0.00000000
0.00000019,0.00000006
0.00000001,
0.00000003,
0.00000007,0.00000000
0.00000001,
0.00000053,0.00000000
0.00000022,
0.00000489,0.00000020
0.00000586,0.00000003
0.00000007,
0.00000394,0.00000002
0.00000033,
0.00000123,0.00000003
0.00000172,0.00000001
0.00000013,
0.00000001,
0.00000062,
0.00000058,0.00000000
0.00000026,0.00000002
0.00000000,0.00000001
0.00000245,
0.00000086,
0.00000003,0.00000324
0.00000000,
0.00000040,
0.00000273,0.00000000
0.00000224,
0.00000003,
0.00000088,
0.00000170,
0.00000078,
0.00000097,0.00000000
0.00000011,
0.00000144,0.00000017
0.00000056,0.00000001
0.00000400,
0.00000003,
0.00000004,
0.00000098,0.00002874
0.00000003,
0.00000030,0.00000004
0.00000016,
0.00000083,
0.00000006,
0.00000005,
0.00000004,0.00000000
0.00000011,
0.00000102,0.00000002
0.00000199,
0.00000000,0.00000000
0.00000010,
0.00000082,
0.00000068,
0.00000043,0.00000000
0.00000000,
0.00000000,
0.00000045,0.00000013
0.00000000,
0.00000005,
0.00000037,
0.00000013,
0.00000001,0.00000003
0.00000009,
0.00000002,
0.00000007,
0.00000023,0.00000019
0.00000027,0.00000002
0.00000033,0.00000004
0.00000011,0.00000001
0.00000001,0.00000000
0.00000000,
0.00000002,
0.00000012,
0.00000007,0.00000000
0.00000019,0.00000001
0.00000013,
0.00000009,0.00000002
0.00000141,0.00000001
0.00000002,0.00000000
0.00000015,0.00000005
0.00000000,
