year,product_chapter,imports_trln_USD,exports_trln_USD
1995,10,0.00040624,0.00001017
1995,11,0.00006374,0.00000105
1995,12,0.00018548,0.00007527
1995,13,0.00001336,0.00000945
1995,14,0.00000308,0.00000205
1995,15,0.00012522,0.00000305
1995,16,0.00002901,0.00001841
1995,17,0.00020146,0.00002550
1995,18,0.00004220,0.00002740
1995,19,0.00004947,0.00002431
1995,20,0.00020825,0.00028459
1995,21,0.00012288,0.00009084
1995,22,0.00004903,0.00003949
1995,23,0.00007393,0.00000857
1995,24,0.00009365,0.00000045
1995,25,0.00018742,0.00016652
1995,26,0.00001766,0.00000661
1995,27,0.00050565,0.00010716
1995,28,0.00015396,0.00046979
1995,29,0.00069154,0.00097624
1995,30,0.00050367,0.00020391
1995,31,0.00002040,0.00050917
1995,32,0.00016853,0.00003821
1995,33,0.00012264,0.00006458
1995,34,0.00009214,0.00003303
1995,35,0.00004598,0.00004749
1995,36,0.00001307,0.00000242
1995,37,0.00009520,0.00000715
1995,38,0.00027655,0.00022661
1995,39,0.00091129,0.00086154
1995,40,0.00021585,0.00015279
1995,41,0.00003669,0.00000781
1995,42,0.00004094,0.00000936
1995,43,0.00000133,0.00000057
1995,44,0.00034338,0.00002081
1995,45,0.00000402,0.00000005
1995,46,0.00000367,0.00000005
1995,47,0.00011585,0.00000593
1995,48,0.00060117,0.00006809
1995,49,0.00005962,0.00003788
1995,50,0.00000794,0.00000077
1995,51,0.00003581,0.00003705
1995,52,0.00027454,0.00008463
1995,53,0.00000463,0.00000017
1995,54,0.00015035,0.00011877
1995,55,0.00022279,0.00003700
1995,56,0.00006219,0.00004160
1995,57,0.00002832,0.00002978
1995,58,0.00003609,0.00000684
1995,59,0.00004412,0.00004167
1995,60,0.00009008,0.00026410
1995,61,0.00008840,0.00065426
1995,62,0.00016647,0.00021623
1995,63,0.00004647,0.00010915
1995,64,0.00014510,0.00003765
1995,65,0.00001283,0.00000160
1995,66,0.00000483,0.00000031
1995,67,0.00000910,0.00000040
1995,68,0.00011892,0.00002408
1995,69,0.00016395,0.00001919
1995,70,0.00015637,0.00013693
1995,71,0.00506246,0.00594926
1995,72,0.00090642,0.00001764
1995,73,0.00036767,0.00008753
1995,74,0.00024493,0.00006104
1995,75,0.00002014,0.00000300
1995,76,0.00031834,0.00015508
1995,78,0.00000479,0.00000420
1995,79,0.00002694,0.00003708
1995,80,0.00007549,0.00033540
1995,81,0.00005684,0.00004245
1995,82,0.00012936,0.00029176
1995,83,0.00009969,0.00005121
1995,84,0.00351684,0.00205863
1995,85,0.00298514,0.00258691
1995,86,0.00006798,0.00000348
1995,87,0.00242574,0.00005628
1995,88,0.00049976,0.00040676
1995,89,0.00005227,0.00001930
1995,90,0.00090240,0.00087941
1995,91,0.00006078,0.00001066
1995,92,0.00001218,0.00000307
1995,93,0.00007440,0.00011030
1995,94,0.00028452,0.00010749
1995,95,0.00010318,0.00003144
1995,96,0.00007343,0.00002494
1995,97,0.00002710,0.00002251
1996,10,0.00054277,0.00001033
1996,11,0.00006032,0.00000148
1996,12,0.00020814,0.00008868
1996,13,0.00001440,0.00001037
1996,14,0.00000507,0.00000158
1996,15,0.00008522,0.00000660
1996,16,0.00002641,0.00003214
1996,17,0.00028482,0.00002062
1996,18,0.00005828,0.00002445
1996,19,0.00006877,0.00002679
1996,20,0.00022461,0.00026015
1996,21,0.00017670,0.00009982
1996,22,0.00005152,0.00002572
1996,23,0.00010523,0.00000896
1996,24,0.00010544,0.00000107
1996,25,0.00016723,0.00017964
1996,26,0.00002499,0.00000531
1996,27,0.00069535,0.00014575
1996,28,0.00016530,0.00053665
1996,29,0.00071843,0.00095960
1996,30,0.00056221,0.00029680
1996,31,0.00001933,0.00051327
1996,32,0.00016801,0.00004193
1996,33,0.00013779,0.00006941
