year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,Food Related,0.00016017,0.43271510
1995,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00003776,0.00213275
1995,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00002459,0.01663240
1995,Pharmaceutical products,0.00002136,0.00075799
1995,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00001876,0.00222593
1995,Other,0.00015331,0.13486954
1996,Food Related,0.00036037,0.87138522
1996,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00015051,0.01192379
1996,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00012500,0.03158819
1996,Rubber and articles thereof,0.00008167,0.04125469
1996,Iron or steel articles,0.00007629,0.08329133
1996,Other,0.00056901,1.14039587
1997,Food Related,0.00024377,0.68298025
1997,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00015208,0.01740377
1997,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00015185,0.02053892
1997,Iron or steel articles,0.00009784,0.11420210
1997,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00007812,0.35231578
1997,Other,0.00066852,1.14432021
1998,Food Related,0.00024057,0.85466615
1998,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00021095,0.02742197
1998,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00020886,0.02175280
1998,Iron or steel articles,0.00011138,0.14123076
1998,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00010635,0.02838285
1998,Other,0.00066270,1.93715594
1999,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00022165,0.02464159
1999,Food Related,0.00020342,0.92984319
1999,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00017621,0.01944574
1999,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00009082,0.33776012
1999,Iron or steel articles,0.00008102,0.06147197
1999,Other,0.00053498,1.24590212
2000,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00023250,0.02597798
2000,Food Related,0.00021239,1.02914221
2000,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00019954,0.02576256
2000,"Aircraft, spacecraft, and parts thereof",0.00014439,0.00049552
2000,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00008675,0.15520719
2000,Other,0.00080919,2.12304093
2001,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00028995,0.03387811
2001,Food Related,0.00020278,0.92748507
2001,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00020034,1.03242415
2001,"Aircraft, spacecraft, and parts thereof",0.00014342,0.00074266
2001,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00014307,0.02504711
2001,Other,0.00087741,1.61770972
2002,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00031501,0.03548451
2002,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00024826,2.40534080
2002,Iron or steel articles,0.00024655,0.35061361
2002,Food Related,0.00022109,1.08561003
2002,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00015105,0.03433160
2002,Other,0.00097775,2.04302564
2003,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00060841,0.06573234
2003,Iron or steel articles,0.00044548,0.43997327
2003,Food Related,0.00028889,1.10384700
2003,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00027405,2.45654425
2003,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00023122,0.05656455
2003,Other,0.00158258,2.90659024
2004,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00094744,0.09034791
2004,Iron or steel articles,0.00055697,0.57267327
2004,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00043318,4.49581997
2004,Food Related,0.00043078,1.62640254
2004,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00036384,0.06259991
2004,Other,0.00192583,3.86500965
