year,product_chapter,exporter,value_trln_USD
1995,10,THA,0.00000001
1995,10,AUS,0.00000001
1995,11,AUS,0.00000002
1995,11,SGP,0.00000000
1995,12,AUS,0.00000000
1995,15,SGP,0.00000003
1995,15,AUS,0.00000000
1995,16,AUS,0.00000004
1995,16,SGP,0.00000003
1995,17,AUS,0.00000003
1995,17,COL,0.00000001
1995,17,SGP,0.00000001
1995,17,MEX,0.00000000
1995,18,AUS,0.00000006
1995,18,SGP,0.00000000
1995,19,AUS,0.00000005
1995,19,SGP,0.00000003
1995,20,AUS,0.00000050
1995,20,SGP,0.00000001
1995,21,AUS,0.00000040
1995,21,SGP,0.00000001
1995,22,AUS,0.00000068
1995,22,SGP,0.00000004
1995,23,AUS,0.00000004
1995,24,AUS,0.00000009
1995,25,AUS,0.00000004
1995,25,SGP,0.00000001
1995,27,USA,0.00000109
1995,27,SGP,0.00000106
1995,27,AUS,0.00000067
1995,28,COL,0.00000012
1995,28,AUS,0.00000004
1995,28,SGP,0.00000000
1995,29,USA,0.00000069
1995,29,IND,0.00000011
1995,29,AUS,0.00000001
1995,29,SGP,0.00000000
1995,30,AUS,0.00000030
1995,30,SGP,0.00000000
1995,31,AUS,0.00000000
1995,32,AUS,0.00000013
1995,32,USA,0.00000001
1995,32,SVK,0.00000001
1995,32,SGP,0.00000000
1995,33,AUS,0.00000005
1995,33,SGP,0.00000003
1995,34,USA,0.00000096
1995,34,SGP,0.00000007
1995,34,AUS,0.00000002
1995,35,AUS,0.00000001
1995,36,AUS,0.00000001
1995,37,AUS,0.00000001
1995,37,SGP,0.00000000
1995,38,USA,0.00000057
1995,38,AUS,0.00000015
1995,38,SVK,0.00000002
1995,39,AUS,0.00000042
1995,39,SGP,0.00000035
1995,40,AUS,0.00000015
1995,40,SGP,0.00000011
1995,40,IND,0.00000002
1995,41,USA,0.00000025
1995,42,SGP,0.00000003
1995,42,SVK,0.00000001
1995,42,AUS,0.00000000
1995,44,AUS,0.00000036
1995,44,SGP,0.00000001
1995,45,AUS,0.00000000
1995,45,SGP,0.00000000
1995,48,AUS,0.00000018
1995,48,SVK,0.00000001
1995,48,SGP,0.00000001
1995,48,COL,0.00000000
1995,49,AUS,0.00000008
1995,49,COL,0.00000000
1995,49,SGP,0.00000000
1995,51,AUS,0.00000000
1995,52,IND,0.00000001
1995,54,AUS,0.00000000
1995,55,THA,0.00000004
1995,56,SGP,0.00000005
1995,56,AUS,0.00000001
1995,57,AUS,0.00000003
1995,57,SGP,0.00000000
1995,58,AUS,0.00000000
1995,59,AUS,0.00000000
1995,61,AUS,0.00000014
1995,61,IND,0.00000003
1995,61,COL,0.00000001
1995,61,THA,0.00000000
1995,62,AUS,0.00000005
1995,63,AUS,0.00000004
1995,63,SVK,0.00000000
1995,63,SGP,0.00000000
1995,64,AUS,0.00000007
1995,64,SVK,0.00000000
1995,65,AUS,0.00000000
1995,65,SGP,0.00000000
1995,67,AUS,0.00000000
1995,68,AUS,0.00000032
1995,68,SVK,0.00000000
1995,69,AUS,0.00000009
1995,69,SGP,0.00000001
1995,70,SGP,0.00000006
