year,product_chapter,value_trln_USD,quantity_mln_metric_tons
2012,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00327918,0.01679847
2012,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00214859,2.60844420
2012,Cereals,0.00034106,0.12799347
2012,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00030847,0.26338923
2012,"Lac; gums, resins and other vegetable saps and extracts",0.00010062,0.05459027
2012,Other,0.00048332,0.43338305
2013,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00271131,3.13995781
2013,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00255762,0.00493655
2013,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00050263,0.37123979
2013,Cereals,0.00044148,0.13712526
2013,"Lac; gums, resins and other vegetable saps and extracts",0.00011686,0.06361414
2013,Other,0.00063322,0.75293654
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00233469,3.36899383
2014,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00195630,0.03929384
2014,Cereals,0.00064191,0.16548194
2014,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00046155,0.39198848
2014,Sugars and sugar confectionery,0.00013086,0.25817776
2014,Other,0.00071865,0.74484805
2015,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00137969,0.04473384
2015,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00109037,2.67837903
2015,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00063895,0.61249599
2015,Cereals,0.00060602,0.18117980
2015,"Lac; gums, resins and other vegetable saps and extracts",0.00012172,0.06789096
2015,Other,0.00062887,0.72729051
2016,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00191268,0.07578463
2016,Cereals,0.00078250,0.27738167
2016,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00051870,0.61984815
2016,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00049303,1.68160257
2016,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00020016,0.05369640
2016,Other,0.00058486,0.70375300
2017,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00250582,0.09507001
2017,Cereals,0.00094393,0.70928502
2017,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00075359,2.03407129
2017,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00063245,0.94748804
2017,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00012809,0.01919397
2017,Other,0.00061740,0.75086667
2018,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00111646,0.11524518
2018,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00111353,2.25086079
2018,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00088124,0.69555401
2018,Cereals,0.00080398,0.26034436
2018,Cotton,0.00016863,0.09569081
2018,Other,0.00064356,0.64147472
2019,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00123198,0.05404625
2019,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00097429,0.88453861
2019,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00082655,1.76476374
2019,Cereals,0.00055290,0.27328302
2019,Cotton,0.00013193,0.08113396
2019,Other,0.00040363,0.47333925
2020,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00187123,0.04254766
2020,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00119632,1.11313178
2020,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00033500,1.02913575
2020,Cereals,0.00021126,0.08192020
2020,Cotton,0.00012542,0.08328976
2020,Other,0.00041676,0.53826234
2021,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00295224,0.13810234
2021,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00103885,0.92108151
2021,Cereals,0.00046169,0.09614189
2021,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00042331,0.86767638
2021,Cotton,0.00014648,0.08176692
2021,Other,0.00062562,0.64547763
2022,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00237920,0.07165100
2022,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00122192,1.00757621
2022,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00086074,1.13839509
2022,Cereals,0.00053514,0.14899366
2022,Cotton,0.00039844,0.15611113
2022,Other,0.00060781,0.57340451
2023,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00123294,1.98670047
2023,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.00119693,0.77169037
2023,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00117715,0.14937684
2023,Cereals,0.00086924,0.19424614
2023,Cotton,0.00024665,0.11943509
2023,Other,0.00037048,0.37199809
