year,product_chapter,exporter,value_trln_USD
1995,10,USA,0.00000164
1995,10,FRA,0.00000156
1995,10,TZA,0.00000111
1995,10,ARE,0.00000069
1995,10,NLD,0.00000058
1995,10,Other,0.00000200
1995,11,FRA,0.00000766
1995,11,NLD,0.00000291
1995,11,GBR,0.00000281
1995,11,BEL,0.00000216
1995,11,USA,0.00000188
1995,11,Other,0.00000252
1995,12,NLD,0.00000007
1995,12,ITA,0.00000002
1995,12,ZWE,0.00000001
1995,12,BEL,0.00000000
1995,12,MEX,0.00000000
1995,13,DEU,0.00000150
1995,13,IDN,0.00000001
1995,13,BEL,0.00000000
1995,15,SGP,0.00000141
1995,15,DEU,0.00000097
1995,15,USA,0.00000088
1995,15,KEN,0.00000025
1995,15,CAN,0.00000015
1995,15,Other,0.00000031
1995,16,NOR,0.00000071
1995,16,DEU,0.00000018
1995,16,BEL,0.00000017
1995,16,FRA,0.00000005
1995,16,THA,0.00000002
1995,16,Other,0.00000001
1995,17,ZMB,0.00000580
1995,17,ZWE,0.00000217
1995,17,MWI,0.00000126
1995,17,BEL,0.00000015
1995,17,HKG,0.00000014
1995,17,Other,0.00000023
1995,18,BEL,0.00000002
1995,18,ARE,0.00000000
1995,18,KEN,0.00000000
1995,19,ZA1,0.00000034
1995,19,FRA,0.00000021
1995,19,KEN,0.00000015
1995,19,TZA,0.00000015
1995,19,RWA,0.00000010
1995,19,Other,0.00000024
1995,20,ITA,0.00000067
1995,20,BEL,0.00000012
1995,20,IND,0.00000009
1995,20,CAN,0.00000007
1995,20,DEU,0.00000002
1995,20,Other,0.00000005
1995,21,ZA1,0.00000162
1995,21,FRA,0.00000066
1995,21,BEL,0.00000023
1995,21,DNK,0.00000021
1995,21,ITA,0.00000015
1995,21,Other,0.00000028
1995,22,ZA1,0.00000092
1995,22,BEL,0.00000037
1995,22,NLD,0.00000019
1995,22,FRA,0.00000009
1995,22,ITA,0.00000009
1995,22,Other,0.00000018
1995,23,DEU,0.00000003
1995,23,BEL,0.00000001
1995,23,GBR,0.00000000
1995,24,CHN,0.00000003
1995,24,HKG,0.00000002
1995,24,ZA1,0.00000001
1995,24,DNK,0.00000000
1995,24,BEL,0.00000000
1995,25,COD,0.00000201
1995,25,ZMB,0.00000154
1995,25,IND,0.00000076
1995,25,USA,0.00000054
1995,25,TZA,0.00000048
1995,25,Other,0.00000102
1995,26,COD,0.00000008
1995,26,RWA,0.00000001
1995,27,SAU,0.00002322
1995,27,IRN,0.00000337
1995,27,BEL,0.00000146
1995,27,KEN,0.00000111
1995,27,TZA,0.00000041
1995,27,Other,0.00000132
1995,28,BEL,0.00000104
1995,28,KEN,0.00000062
1995,28,DEU,0.00000051
1995,28,GBR,0.00000015
1995,28,NLD,0.00000014
1995,28,Other,0.00000046
1995,29,AUT,0.00000073
1995,29,BEL,0.00000060
1995,29,FRA,0.00000038
1995,29,DEU,0.00000024
1995,29,CHN,0.00000005
1995,29,Other,0.00000010
1995,30,BEL,0.00000514
1995,30,FRA,0.00000337
1995,30,DNK,0.00000210
1995,30,DEU,0.00000075
1995,30,USA,0.00000072
1995,30,Other,0.00000363
1995,31,BEL,0.00000156
1995,31,NLD,0.00000116
1995,31,MUS,0.00000032
1995,31,ZA1,0.00000031
1995,31,ITA,0.00000010
1995,31,Other,0.00000001
1995,32,DEU,0.00000098
1995,32,NLD,0.00000059
1995,32,IND,0.00000044
1995,32,BEL,0.00000042
1995,32,FRA,0.00000011
1995,32,Other,0.00000025
1995,33,ZA1,0.00000098
1995,33,NLD,0.00000040
1995,33,BEL,0.00000014
1995,33,GBR,0.00000013
1995,33,DEU,0.00000012
1995,33,Other,0.00000016
1995,34,KEN,0.00000104
1995,34,CHN,0.00000015
1995,34,ITA,0.00000008
1995,34,BEL,0.00000006
1995,34,IDN,0.00000005
1995,34,Other,0.00000030
1995,35,USA,0.00000020
1995,35,BEL,0.00000015
1995,35,DEU,0.00000009
1995,35,GBR,0.00000009
1995,35,ITA,0.00000004
1995,35,Other,0.00000005
1995,36,CHN,0.00000004
1995,36,FRA,0.00000003
1995,36,ARE,0.00000002
1995,37,BEL,0.00000041
1995,37,JPN,0.00000010
1995,37,USA,0.00000005
1995,37,GBR,0.00000004
1995,37,ITA,0.00000003
1995,37,Other,0.00000006
1995,38,DEU,0.00000423
1995,38,JPN,0.00000199
1995,38,NLD,0.00000069
1995,38,FRA,0.00000066
1995,38,ZA1,0.00000047
1995,38,Other,0.00000133
1995,39,BEL,0.00000185
1995,39,DEU,0.00000121
1995,39,KEN,0.00000106
1995,39,GBR,0.00000097
1995,39,DNK,0.00000066
1995,39,Other,0.00000294
1995,40,BEL,0.00000164
1995,40,NLD,0.00000153
1995,40,CHN,0.00000112
1995,40,DNK,0.00000059
1995,40,DEU,0.00000058
