imports_trln_USD,exports_trln_USD
0.00001280,0.00009804
0.00000711,
0.00000001,0.00000032
0.00000000,0.00000358
0.00000388,0.00000001
0.00000009,
0.00002349,0.00000004
0.00000000,
0.00000227,0.00000000
0.00000037,0.00000002
0.00000008,0.00000000
0.00000042,0.00000002
0.00000002,
0.00000003,
0.00000001,0.00000002
0.00000004,
0.00000005,0.00000015
0.00000079,0.00001046
0.00000023,
0.00000024,
0.00000010,0.00000007
0.00000018,0.00000003
0.00000003,
0.00000004,
0.00000002,
0.00000145,0.00000040
0.00000056,0.00000000
0.00000391,0.00000019
0.00000002,0.00000150
0.00000007,
0.00000022,0.00000087
0.00000000,
0.00000173,0.00000000
0.00000201,
0.00000045,0.00000000
0.00000017,0.00000002
0.00000021,0.00000001
0.00000016,
0.00000001,0.00000002
0.00000001,0.00000000
0.00000004,0.00000000
0.00000003,0.00000000
0.00000038,0.00000001
0.00000059,0.00000001
0.00000165,0.00000001
0.00000046,0.00000013
0.00000000,
0.00000175,0.00000008
0.00000002,0.00000001
0.00000032,0.00000001
0.00000083,0.00000004
0.00000014,0.00000086
0.00000066,0.00000017
0.00000000,0.00000014
0.00000015,
0.00000000,
0.00000005,
0.00000154,0.00001288
0.00000012,0.00000001
0.00000035,0.00000001
0.00000353,0.00000012
0.00000188,0.00000016
0.00000245,0.00000001
0.00000041,
0.00000049,0.00000053
0.00000006,0.00000000
0.00000006,
0.00000109,0.00000000
0.00000004,0.00000000
0.00000002,0.00000001
0.00002452,0.00009464
0.00000600,
0.00000194,
0.00003647,
0.00000023,
0.00000112,
0.00000023,0.00000135
0.00000019,0.00000000
0.00000049,0.00000004
0.00000014,
0.00000004,
0.00000007,0.00000001
0.00000001,0.00000002
0.00000156,0.00000010
0.00000065,0.00000760
0.00000018,0.00001159
0.00000004,0.00000000
0.00000010,0.00000002
0.00000438,
0.00000002,
0.00000011,0.00000007
0.00000063,0.00000000
0.00000066,0.00000007
0.00000015,0.00000001
0.00000026,0.00000261
0.00000000,
0.00000178,0.00000017
0.00000294,
0.00000002,0.00000003
0.00000068,0.00000021
0.00000021,
0.00000017,
