year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,Food Related,0.00005011,0.15826533
1995,Rubber and articles thereof,0.00000391,0.00151735
1995,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000353,0.00009962
1995,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000245,0.00070118
1995,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0.00000201,0.00003612
1995,Other,0.00002041,0.01381741
1996,Food Related,0.00007070,0.23937996
1996,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",0.00000438,0.00778030
1996,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0.00000294,0.00019712
1996,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000276,0.00028649
1996,Tin; articles thereof,0.00000196,0.00411837
1996,Other,0.00001840,0.01396927
1997,Food Related,0.00006715,0.22036993
1997,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00000812,0.00078246
1997,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00000621,0.01947643
1997,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",0.00000438,0.00640098
1997,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00000394,0.00263758
1997,Other,0.00002297,0.01293736
1998,Food Related,0.00009206,0.34949280
1998,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00000968,0.00102676
1998,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00000401,0.00274986
1998,Iron and steel,0.00000319,0.00111276
1998,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000299,0.00027080
1998,Other,0.00002331,0.06013606
1999,Food Related,0.00009903,0.38311538
1999,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00001140,0.00105462
1999,Apparel and clothing accessories; not knitted or crocheted,0.00000673,0.00053834
1999,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00000418,0.00295517
1999,Pharmaceutical products,0.00000283,0.00051558
1999,Other,0.00002313,0.03376460
2000,Food Related,0.00010833,0.34899368
2000,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00002509,0.00209037
2000,Pharmaceutical products,0.00001662,0.00081448
2000,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000452,0.00028153
2000,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.00000374,0.10713125
2000,Other,0.00003404,0.03216133
2001,Food Related,0.00009100,0.31705509
2001,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00001596,0.00183536
2001,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.00000622,0.20386221
2001,Apparel and clothing accessories; not knitted or crocheted,0.00000499,0.00052332
2001,Pharmaceutical products,0.00000380,0.00052359
2001,Other,0.00003760,0.02774486
2002,Food Related,0.00010284,0.40254680
2002,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00002091,0.00172040
2002,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.00001027,0.19681708
2002,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000630,0.00050860
2002,Rubber and articles thereof,0.00000570,0.00228481
2002,Other,0.00004245,0.04896226
2003,Food Related,0.00010910,0.36347927
2003,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00001890,0.00177313
2003,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00001056,0.04422387
2003,Pharmaceutical products,0.00000652,0.00496710
2003,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00000541,0.00603002
2003,Other,0.00005331,0.08961661
2004,Food Related,0.00015603,0.54889078
2004,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00003149,0.00354348
2004,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",0.00000799,0.01547197
2004,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.00000790,0.14584150
2004,Pharmaceutical products,0.00000764,0.00143616
2004,Other,0.00005352,0.25033606
2005,Food Related,0.00019801,0.59695294
2005,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00004568,0.00158526
2005,Man-made staple fibres,0.00002272,0.00763916
2005,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00002091,0.01208082
2005,Rubber and articles thereof,0.00002061,0.01000668
2005,Other,0.00019542,0.35510938
2006,Food Related,0.00018098,0.56923484
2006,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00004297,0.00051841
2006,Fabrics; knitted or crocheted,0.00002581,0.00513722
2006,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00002174,0.00099756
2006,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.00001863,0.24204965
2006,Other,0.00011492,0.10021841
2007,Food Related,0.00026765,0.82768312
2007,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00006441,0.00794093
2007,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00004669,0.00500162
2007,Rubber and articles thereof,0.00003202,0.01293312
2007,Fabrics; knitted or crocheted,0.00003160,0.00266697
2007,Other,0.00026884,0.44437368
2008,Food Related,0.00042467,0.83984859
2008,Fabrics; knitted or crocheted,0.00006344,0.00490204
2008,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00003855,0.00591104
2008,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00003318,0.00385890
