year,product_chapter,exporter,value_trln_USD
1995,10,USA,0.00008354
1995,10,GTM,0.00000979
1995,10,ZA1,0.00000449
1995,10,CAN,0.00000301
1995,10,NIC,0.00000162
1995,10,Other,0.00000135
1995,11,GTM,0.00000420
1995,11,FRA,0.00000348
1995,11,BEL,0.00000289
1995,11,USA,0.00000088
1995,11,MEX,0.00000083
1995,11,Other,0.00000056
1995,12,USA,0.00000460
1995,12,CRI,0.00000144
1995,12,NIC,0.00000115
1995,12,GTM,0.00000068
1995,12,HND,0.00000008
1995,12,Other,0.00000013
1995,13,USA,0.00000030
1995,13,GTM,0.00000025
1995,13,FRA,0.00000021
1995,13,MEX,0.00000014
1995,13,DEU,0.00000009
1995,13,Other,0.00000018
1995,14,GTM,0.00000026
1995,14,USA,0.00000014
1995,14,HKG,0.00000002
1995,14,CHN,0.00000001
1995,14,HND,0.00000001
1995,14,Other,0.00000002
1995,15,USA,0.00004165
1995,15,GTM,0.00000936
1995,15,MYS,0.00000547
1995,15,CRI,0.00000318
1995,15,BRA,0.00000300
1995,15,Other,0.00000549
1995,16,CRI,0.00000379
1995,16,GTM,0.00000119
1995,16,DNK,0.00000106
1995,16,USA,0.00000089
1995,16,NOR,0.00000084
1995,16,Other,0.00000210
1995,17,GTM,0.00000355
1995,17,MEX,0.00000196
1995,17,CRI,0.00000108
1995,17,USA,0.00000092
1995,17,ARG,0.00000074
1995,17,Other,0.00000143
1995,18,USA,0.00000179
1995,18,CRI,0.00000096
1995,18,GTM,0.00000087
1995,18,MEX,0.00000031
1995,18,GBR,0.00000019
1995,18,Other,0.00000067
1995,19,GTM,0.00000916
1995,19,CRI,0.00000322
1995,19,USA,0.00000271
1995,19,MEX,0.00000267
1995,19,NLD,0.00000228
1995,19,Other,0.00000334
1995,20,NIC,0.00001534
1995,20,GTM,0.00000375
1995,20,USA,0.00000341
1995,20,VEN,0.00000309
1995,20,CRI,0.00000230
1995,20,Other,0.00000456
1995,21,USA,0.00001924
1995,21,GTM,0.00001021
1995,21,HND,0.00000361
1995,21,CRI,0.00000358
1995,21,MEX,0.00000333
1995,21,Other,0.00000309
1995,22,ESP,0.00000323
1995,22,USA,0.00000278
1995,22,ITA,0.00000232
1995,22,GTM,0.00000209
1995,22,FRA,0.00000182
1995,22,Other,0.00000333
1995,23,USA,0.00001815
1995,23,NIC,0.00000227
1995,23,GTM,0.00000093
1995,23,CRI,0.00000051
1995,23,HND,0.00000012
1995,23,Other,0.00000025
1995,24,GTM,0.00000512
1995,24,MDA,0.00000228
1995,24,USA,0.00000074
1995,24,COL,0.00000033
1995,24,BRA,0.00000031
1995,24,Other,0.00000025
1995,25,CUB,0.00000334
1995,25,HND,0.00000294
1995,25,GTM,0.00000250
1995,25,MEX,0.00000169
1995,25,USA,0.00000167
1995,25,Other,0.00000196
1995,26,DEU,0.00000004
1995,26,MEX,0.00000002
1995,26,GTM,0.00000002
1995,26,USA,0.00000001
1995,26,NLD,0.00000000
1995,27,USA,0.00009363
1995,27,VEN,0.00006301
1995,27,ANT,0.00002276
1995,27,PAN,0.00001209
1995,27,CHL,0.00000732
1995,27,Other,0.00002262
1995,28,USA,0.00001050
1995,28,MEX,0.00000623
1995,28,GTM,0.00000278
1995,28,DEU,0.00000148
1995,28,ESP,0.00000083
1995,28,Other,0.00000418
1995,29,USA,0.00001735
1995,29,DEU,0.00001136
1995,29,MEX,0.00000539
1995,29,GBR,0.00000527
1995,29,ESP,0.00000380
1995,29,Other,0.00001559
1995,30,GTM,0.00001827
1995,30,PAN,0.00001253
1995,30,USA,0.00001072
1995,30,MEX,0.00000839
1995,30,DEU,0.00000710
1995,30,Other,0.00002650
1995,31,USA,0.00002179
1995,31,ROU,0.00000352
1995,31,JPN,0.00000312
1995,31,GTM,0.00000231
1995,31,BEL,0.00000231
1995,31,Other,0.00000611
1995,32,USA,0.00000921
1995,32,DEU,0.00000353
1995,32,GTM,0.00000328
1995,32,HND,0.00000224
1995,32,MEX,0.00000157
1995,32,Other,0.00000714
1995,33,GTM,0.00001496
1995,33,USA,0.00001159
1995,33,MEX,0.00000281
1995,33,CRI,0.00000185
1995,33,DEU,0.00000121
1995,33,Other,0.00000559
1995,34,GTM,0.00001167
1995,34,HND,0.00001160
1995,34,USA,0.00000514
1995,34,NIC,0.00000128
1995,34,CRI,0.00000124
1995,34,Other,0.00000358
1995,35,GTM,0.00000196
1995,35,USA,0.00000166
1995,35,MEX,0.00000132
1995,35,CRI,0.00000051
1995,35,DNK,0.00000045
1995,35,Other,0.00000195
1995,36,GTM,0.00000052
1995,36,USA,0.00000051
1995,36,HND,0.00000040
1995,36,VEN,0.00000017
1995,36,ESP,0.00000013
1995,36,Other,0.00000033
1995,37,USA,0.00000990
1995,37,MEX,0.00000083
1995,37,DEU,0.00000027
1995,37,JPN,0.00000023
1995,37,PAN,0.00000013
1995,37,Other,0.00000050
1995,38,USA,0.00001258
1995,38,GTM,0.00000851
1995,38,DEU,0.00000381
1995,38,MEX,0.00000287
1995,38,CRI,0.00000182
1995,38,Other,0.00000679
1995,39,USA,0.00007045
1995,39,GTM,0.00001278
1995,39,MEX,0.00001028
1995,39,CRI,0.00000855
1995,39,GBR,0.00000452
1995,39,Other,0.00002287
1995,40,USA,0.00002071
1995,40,DEU,0.00001126
1995,40,GTM,0.00000989
1995,40,NZL,0.00000861
1995,40,NLD,0.00000516
1995,40,Other,0.00003774
1995,41,USA,0.00000178
1995,41,NIC,0.00000145
1995,41,CRI,0.00000119
1995,41,HND,0.00000096
1995,41,GTM,0.00000074
1995,41,Other,0.00000179
1995,42,USA,0.00000146
1995,42,HKG,0.00000056
1995,42,PAN,0.00000037
1995,42,S19,0.00000026
1995,42,GTM,0.00000024
1995,42,Other,0.00000042
1995,43,USA,0.00000010
1995,43,GTM,0.00000002
1995,43,ESP,0.00000001
1995,43,PAN,0.00000000
1995,44,GTM,0.00000336
1995,44,CRI,0.00000331
1995,44,NIC,0.00000305
1995,44,HND,0.00000275
1995,44,USA,0.00000199
1995,44,Other,0.00000132
1995,45,GTM,0.00000004
1995,45,USA,0.00000004
1995,45,ESP,0.00000002
1995,45,PRT,0.00000001
1995,45,DEU,0.00000000
1995,45,Other,0.00000000
1995,46,USA,0.00000035
1995,46,HKG,0.00000002
1995,46,CHN,0.00000001
1995,46,CRI,0.00000000
1995,46,PAN,0.00000000
1995,46,Other,0.00000000
1995,47,USA,0.00001172
1995,47,GTM,0.00000188
1995,47,CRI,0.00000088
1995,47,CAN,0.00000081
1995,47,HND,0.00000034
1995,47,Other,0.00000009
1995,48,USA,0.00008256
1995,48,GTM,0.00001143
1995,48,CRI,0.00000526
1995,48,CAN,0.00000479
1995,48,SWE,0.00000324
1995,48,Other,0.00002139
1995,49,USA,0.00000545
1995,49,MEX,0.00000313
1995,49,ESP,0.00000257
1995,49,COL,0.00000135
1995,49,GTM,0.00000102
1995,49,Other,0.00000240
1995,50,USA,0.00000028
1995,50,DEU,0.00000004
1995,50,PAN,0.00000001
1995,50,GTM,0.00000000
1995,50,ITA,0.00000000
1995,50,Other,0.00000001
1995,51,USA,0.00000114
1995,51,CHL,0.00000071
1995,51,URY,0.00000053
1995,51,HND,0.00000043
1995,51,ESP,0.00000036
1995,51,Other,0.00000091
1995,52,USA,0.00002751
1995,52,CHN,0.00001243
1995,52,GTM,0.00000789
1995,52,KOR,0.00000517
1995,52,HKG,0.00000320
1995,52,Other,0.00000946
1995,53,ITA,0.00000233
1995,53,BRA,0.00000052
1995,53,USA,0.00000035
1995,53,CHN,0.00000029
1995,53,BEL,0.00000028
1995,53,Other,0.00000063
1995,54,MEX,0.00000697
1995,54,USA,0.00000386
1995,54,KOR,0.00000292
1995,54,JPN,0.00000254
1995,54,GTM,0.00000205
1995,54,Other,0.00000278
1995,55,USA,0.00000820
