year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,Pharmaceutical products,0.00006113,0.01132727
1995,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00001080,0.04789372
1995,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000627,0.00004720
1995,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000401,0.01066256
1995,"Food industries, residues and wastes thereof; prepared animal fodder",0.00000390,0.01371735
1995,Other,0.00001964,0.02758042
1996,Pharmaceutical products,0.00005796,0.01160043
1996,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00002882,0.10240472
1996,"Food industries, residues and wastes thereof; prepared animal fodder",0.00000504,0.01488190
1996,Apparel and clothing accessories; knitted or crocheted,0.00000457,0.00015333
1996,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000446,0.00049706
1996,Other,0.00002540,0.03442733
1997,Pharmaceutical products,0.00003363,0.00598456
1997,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00001185,0.00071969
1997,Apparel and clothing accessories; knitted or crocheted,0.00000965,0.00032969
1997,"Food industries, residues and wastes thereof; prepared animal fodder",0.00000646,0.01648645
1997,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000498,0.00030899
1997,Other,0.00004409,0.04686517
1998,Pharmaceutical products,0.00003508,0.00805032
1998,Apparel and clothing accessories; knitted or crocheted,0.00001533,0.00054799
1998,"Food industries, residues and wastes thereof; prepared animal fodder",0.00000785,0.01811681
1998,Iron or steel articles,0.00000700,0.00170463
1998,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000609,0.00030873
1998,Other,0.00004029,0.03566648
1999,Pharmaceutical products,0.00003732,0.01340721
1999,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00002730,0.24451371
1999,Apparel and clothing accessories; knitted or crocheted,0.00001252,0.00045226
1999,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000581,0.00156542
1999,"Food industries, residues and wastes thereof; prepared animal fodder",0.00000574,0.02767147
1999,Other,0.00003302,0.06419438
2000,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000001,0.00000030
2000,Food Related,0.00000000,0.00000000
2000,Other,0.00000000,0.00000000
2001,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000009,0.00000006
2001,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00000003,0.00007000
2001,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000002,0.00000000
2001,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000002,0.00000400
2001,Food Related,0.00000000,0.00000000
2001,Other,0.00000000,0.00000000
2002,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000000,0.00000188
2002,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00000000,0.00000000
2002,Food Related,0.00000000,0.00000000
2002,Other,0.00000000,0.00000000
