year,country,value_bln_USD,quantity_mln_metric_tons
1995,ROU,-1.69000000,-10.89992778
1995,RUS,19.08000000,226.52159683
1995,RWA,-0.12000000,-0.20996829
1995,SHN,-0.02000000,-0.02292698
1995,KNA,-0.11000000,-0.10649320
1995,AIA,-0.32000000,-0.07132990
1995,LCA,-0.28000000,-0.85677594
1995,SPM,-0.05000000,-0.03213651
1995,VCT,-0.14000000,-0.23154218
1995,STP,-0.03000000,-0.04105092
1995,SAU,17.11000000,312.18254594
1995,SEN,-0.73000000,-1.29230252
1995,SYC,-0.24000000,-0.23462912
1995,SLE,-0.01000000,-0.21174287
1995,IND,2.10000000,-22.25923528
1995,SGP,-29.58000000,-152.90800753
1995,SVK,0.03000000,-7.68064968
1995,VNM,-2.67000000,0.74143513
1995,SVN,-0.86000000,-4.67396657
1995,SOM,0.05000000,-0.04808757
1995,ZA1,-0.38000000,62.81124280
1995,ZWE,-0.63000000,-5.95492718
1995,ESP,-23.92000000,-97.44747599
1995,SDN,-0.60000000,-0.63130126
1995,SUR,-0.29000000,0.37142497
1995,SWE,14.08000000,2.51755507
1995,CHE,4.58000000,-27.74211082
1995,SYR,-0.57000000,15.94192685
1995,TJK,0.12000000,-0.13404598
1995,THA,-10.62000000,-28.23396200
1995,TGO,-0.43000000,1.12809379
1995,TKL,0.00000000,0.00136163
1995,TON,-0.04000000,-0.03869694
1995,TTO,0.67000000,8.66455412
1995,ARE,-3.16000000,101.46644744
1995,TUN,-2.75000000,-3.05975840
1995,TUR,-13.18000000,-40.69206210
1995,TKM,0.18000000,0.63779829
1995,TCA,-0.03000000,-0.02810899
1995,TUV,-0.00000000,-0.00220473
1995,UGA,-0.39000000,-0.83864881
1995,UKR,0.91000000,25.76826368
1995,MKD,-0.49000000,-1.65410920
1995,EGY,-9.87000000,2.50947367
1995,GBR,-33.45000000,-25.02947147
1995,TZA,-1.39000000,-4.70000815
1995,USA,-141.45000000,-280.97062884
1995,PUS,-0.72000000,-1.40638213
1995,BFA,-0.28000000,-0.66118463
1995,URY,-0.75000000,0.08499014
1995,UZB,0.09000000,-0.02026961
1995,VEN,8.48000000,121.18336951
1995,WLF,-0.02000000,-0.02876097
1995,WSM,-0.06000000,-0.07300254
1995,YEM,0.12000000,7.76724183
1995,SCG,-0.30000000,-0.77368645
1995,ZMB,0.42000000,-1.62499298
1996,AFG,-0.35000000,-0.08594670
1996,ALB,-0.81000000,-2.12855708
1996,DZA,4.04000000,78.83351022
1996,AND,-1.04000000,-0.49190013
1996,AGO,2.81000000,26.13244448
1996,ATG,-0.24000000,-0.21178717
1996,AZE,-0.65000000,0.84745457
1996,ARG,1.27000000,44.25611179
1996,AUS,2.41000000,317.78315206
1996,AUT,-13.18000000,-22.90820382
1996,BHS,-2.55000000,-0.10226604
1996,BHR,0.18000000,1.72964845
1996,BGD,-2.41000000,-19.11061943
1996,ARM,-0.28000000,-0.29645020
1996,BRB,-0.32000000,-0.48797009
1996,BEL,-8.61000000,-86.55733294
1996,BMU,-0.70000000,-2.04736918
1996,BTN,0.01000000,0.04002371
1996,BOL,-0.92000000,1.26489402
1996,BIH,-1.70000000,-1.87920729
1996,BRA,-3.65000000,108.08860740
1996,BLZ,-0.11000000,-0.01886072
1996,IOT,0.01000000,0.01686454
1996,SLB,0.10000000,0.59703996
1996,VGB,-1.86000000,-12.84723737
1996,BRN,-1.22000000,9.93584019
1996,BGR,-0.24000000,28.47738604
1996,MMR,-1.45000000,-0.76445900
1996,BDI,-0.08000000,-0.06308215
1996,BLR,-1.18000000,1.32947299
1996,KHM,-1.03000000,-1.26781309
1996,CMR,0.96000000,5.62694430
1996,CAN,37.13000000,206.80875009
1996,CPV,-0.28000000,-0.49267110
1996,CYM,-0.32000000,-0.44467209
1996,CAF,0.03000000,-0.03860401
1996,LKA,-0.25000000,-3.21939259
1996,TCD,-0.02000000,-0.11721908
1996,CHL,-0.18000000,7.46800211
1996,CHN,103.05000000,753.49376686
1996,CXR,0.00000000,0.28488681
1996,CCK,-0.00000000,0.00298900
1996,COL,-2.62000000,41.18939692
1996,COM,-0.15000000,-0.14414651
1996,COG,0.25000000,5.21040894
1996,COD,0.49000000,0.57250230
1996,COK,-0.04000000,-0.01202031
1996,CRI,0.48000000,-14.10697902
1996,HRV,-2.97000000,-2.83278603
1996,CUB,-0.94000000,-3.06880436
1996,CYP,-2.94000000,-4.32807202
1996,CZE,-4.97000000,-1.59391719
1996,BEN,-0.74000000,-0.66045593
1996,DNK,3.67000000,-10.91527488
1996,DMA,-0.13000000,0.02349047
1996,DOM,-0.65000000,-3.81180128
1996,ECU,1.57000000,15.24164218
1996,SLV,-1.52000000,-3.62381384
1996,GNQ,0.05000000,0.67178528
1996,ETH,-0.66000000,-0.63010203
1996,ERI,-0.14000000,-0.15993033
1996,EST,-0.98000000,0.25552652
1996,FLK,-0.00000000,-0.63332336
1996,FJI,-0.08000000,-0.02406381
1996,FIN,9.75000000,-17.61580525
1996,FRA,3.58000000,-125.87670171
1996,PYF,-0.79000000,-0.57536259
1996,ATF,-0.00000000,-0.00252559
1996,DJI,-0.24000000,-0.22616731
1996,GAB,2.67000000,21.48405174
1996,GEO,-0.81000000,-1.95216535
1996,GMB,-0.17000000,-0.68563056
1996,DEU,62.89000000,-252.23404841
1996,GHA,-0.39000000,-1.27204689
1996,GIB,-0.96000000,-4.74839504
1996,KIR,-0.05000000,-0.03017044
1996,GRC,-17.49000000,-14.19857383
1996,GRL,0.01000000,-0.20736688
1996,GRD,-0.15000000,-0.21866437
1996,GTM,-0.60000000,-1.41415363
1996,GIN,0.17000000,14.19652234
1996,GUY,0.14000000,1.91626976
1996,HTI,-0.54000000,-1.25643120
1996,HND,0.49000000,-0.86732634
1996,HKG,-129.16000000,-805.36640643
1996,HUN,-0.77000000,-14.47016962
1996,ISL,-0.01000000,-0.78082280
1996,IDN,14.00000000,164.87787779
1996,IRN,8.35000000,97.25106568
1996,IRQ,-0.25000000,-0.49388600
1996,IRL,7.35000000,-37.18163539
1996,ISR,-8.33000000,-9.61418405
1996,ITA,33.48000000,-189.80713521
1996,CIV,2.19000000,1.06549846
1996,JAM,-1.20000000,4.28148691
1996,JPN,98.82000000,-663.13163658
1996,KAZ,0.87000000,48.83172641
1996,JOR,-2.38000000,2.27996930
1996,KEN,-0.55000000,0.64729724
1996,PRK,-0.31000000,-1.40445207
1996,KOR,-15.85000000,-230.13872849
1996,KWT,4.69000000,73.25731526
1996,KGZ,-0.53000000,-9.32598812
1996,LAO,-0.28000000,-0.28989476
1996,LBN,-5.06000000,-6.77189590
1996,LVA,0.05000000,3.79466914
1996,LBR,-2.03000000,-13.84490527
1996,LBY,6.14000000,61.91086964
1996,LTU,-1.22000000,-4.19272192
1996,MAC,-0.31000000,-56.43687584
1996,MDG,-0.05000000,-0.74419854
1996,MWI,0.17000000,2.78650544
1996,MYS,19.11000000,24.65112014
1996,MDV,-0.30000000,-0.68342812
1996,MLI,-0.46000000,-1.18396302
1996,MLT,-1.44000000,-3.33777745
1996,MRT,0.14000000,9.47102711
1996,MUS,-0.86000000,-1.59560243
1996,MEX,9.38000000,48.49299081
1996,S19,38.69000000,-62.16359784
1996,MNG,-0.07000000,-0.03472219
1996,MDA,-0.25000000,-4.66374007
1996,MSR,0.01000000,0.04372392
1996,MAR,-1.52000000,-0.54635043
1996,MOZ,-0.69000000,-2.60751141
1996,OMN,1.66000000,35.52777225
1996,NRU,0.02000000,0.49872659
1996,NPL,-0.20000000,-0.51331762
1996,NLD,-2.92000000,-56.31689614
1996,ANT,-1.80000000,0.45165856
1996,ABW,0.02000000,3.90246989
1996,NCL,-0.31000000,2.96543843
1996,VUT,-0.09000000,-0.01694487
1996,NZL,0.48000000,7.40143020
1996,NIC,-0.47000000,-1.39719472
1996,NER,0.01000000,-0.02362286
1996,NGA,10.50000000,92.52485225
1996,NIU,-0.04000000,-0.00281227
1996,NFK,-0.02000000,-0.01271314
1996,NOR,15.29000000,179.80830382
1996,MNP,-0.12000000,-0.04950613
1996,FSM,0.00000000,-0.04208574
1996,MHL,-0.56000000,-0.18656810
1996,PLW,-0.01000000,-0.00211571
1996,PAK,-0.65000000,-6.26038429
1996,PAN,-11.79000000,-22.45332779
1996,PNG,1.15000000,7.07797462
1996,PRY,-2.21000000,1.07579008
1996,PER,-2.14000000,1.44363381
1996,PHL,-9.85000000,-37.41574860
1996,PCN,0.00000000,0.01457228
1996,POL,-13.92000000,7.69527124
1996,PRT,-10.37000000,3.41385809
1996,GNB,-0.02000000,-0.18372778
1996,TLS,-0.00000000,-0.00343827
1996,QAT,1.96000000,23.30743099
1996,ROU,-2.68000000,-15.09889850
1996,RUS,40.58000000,397.25080210
1996,RWA,-0.28000000,-0.42961432
1996,SHN,-0.03000000,-0.11831619
1996,KNA,-0.12000000,-0.11490728
1996,AIA,-0.03000000,-0.05088842
1996,LCA,-0.23000000,-0.38780399
1996,SPM,-0.04000000,-0.00629244
1996,VCT,-0.06000000,-0.26718660
1996,STP,-0.03000000,-0.04454046
1996,SAU,23.45000000,322.94895529
1996,SEN,-1.36000000,-2.08752715
1996,SYC,-0.24000000,-0.07617582
1996,SLE,-0.02000000,-0.42653437
1996,R20,,
1996,IND,3.73000000,-30.01258929
1996,SGP,-32.46000000,-138.05389685
1996,SVK,-2.29000000,-16.52692399
1996,VNM,-3.24000000,3.59402070
1996,SVN,-1.05000000,-6.29161687
1996,SOM,0.04000000,-0.07838957
1996,ZA1,4.39000000,67.52939178
1996,ZWE,-0.32000000,1.72330866
1996,ESP,-24.63000000,-91.53543874
1996,SDN,-0.87000000,-2.29713922
1996,SUR,-0.02000000,0.57761686
1996,SWE,16.14000000,2.83145102
1996,CHE,1.92000000,-41.74615835
1996,SYR,-0.68000000,14.92761716
1996,TJK,0.03000000,-0.48115823
1996,THA,-8.01000000,-27.51911198
1996,TGO,-0.39000000,2.11104556
1996,TKL,-0.00000000,0.00420479
1996,TON,-0.03000000,-0.01638691
1996,TTO,0.29000000,6.05987148
1996,ARE,-1.01000000,110.22054282
1996,TUN,-2.38000000,-2.22860793
1996,TUR,-19.12000000,-57.34632841
1996,TKM,1.05000000,2.27714421
1996,TCA,-0.02000000,0.02837645
1996,TUV,-0.00000000,-0.00255169
1996,UGA,-0.14000000,-0.75588047
1996,UKR,-1.94000000,-13.71185047
1996,MKD,-0.48000000,-1.46776764
1996,EGY,-11.17000000,1.90875282
1996,GBR,-38.80000000,-26.20863294
1996,TZA,-0.90000000,-2.74163767
1996,USA,-139.90000000,-326.71735333
1996,PUS,-0.73000000,-1.29696834
1996,BFA,-0.34000000,-0.73216861
1996,URY,-0.76000000,-0.79774085
1996,UZB,-1.07000000,-1.32203004
1996,VEN,14.51000000,140.55574078
1996,WLF,-0.01000000,-0.01123186
1996,WSM,-0.05000000,-0.06174039
1996,YEM,0.09000000,7.93744437
1996,SCG,-2.61000000,-7.06827609
1996,ZMB,0.28000000,0.32164996
1997,AFG,-0.27000000,-0.21744704
1997,ALB,-0.47000000,-1.38487032
1997,DZA,5.76000000,68.18798413
1997,AND,-1.05000000,-1.01934442
1997,AGO,2.51000000,26.74704352
1997,ATG,-0.19000000,-0.37766668
1997,AZE,-0.47000000,1.35457438
1997,ARG,-1.94000000,51.17079497
1997,AUS,4.93000000,339.71149420
1997,AUT,-10.76000000,-24.86034307
1997,BHS,-1.91000000,-0.12452659
1997,BHR,0.13000000,3.47196854
1997,BGD,-1.93000000,-21.26980595
1997,ARM,-0.62000000,-1.90360753
1997,BRB,-1.02000000,-1.16932656
1997,BEL,-11.83000000,-85.32504618
1997,BMU,-1.27000000,-0.98509706
1997,BTN,-0.02000000,0.04821924
1997,BOL,-1.41000000,-0.24998488
1997,BIH,-1.81000000,-1.67236694
1997,BRA,-9.31000000,117.82592266
1997,BLZ,-0.14000000,-0.08420394
1997,IOT,0.02000000,0.09093068
1997,SLB,0.11000000,0.60978177
1997,VGB,-1.14000000,-7.06962437
1997,BRN,-0.27000000,10.39505205
1997,BGR,-0.25000000,24.73253581
1997,MMR,-1.71000000,-2.55268971
1997,BDI,-0.05000000,-0.07929890
1997,BLR,-3.10000000,-7.99240222
1997,KHM,-0.78000000,-1.81366011
1997,CMR,0.97000000,6.04670242
1997,CAN,22.01000000,199.94699402
1997,CPV,-0.22000000,-0.44140195
1997,CYM,-0.55000000,-0.38425564
1997,CAF,0.07000000,-0.00724445
1997,LKA,-0.40000000,-3.61953214
1997,TCD,0.02000000,0.00210322
1997,CHL,-0.99000000,7.56218663
1997,CHN,139.62000000,765.95187519
1997,CXR,0.01000000,0.35574384
1997,CCK,-0.01000000,0.02010413
1997,COL,-3.35000000,45.51275399
1997,COM,-0.14000000,-0.13837420
1997,COG,1.75000000,9.00724311
1997,COD,0.46000000,0.62447198
1997,COK,-0.04000000,-0.01289479
1997,CRI,0.20000000,-0.01171957
1997,HRV,-4.68000000,-3.78688108
1997,CUB,-0.77000000,-2.43292019
1997,CYP,-3.33000000,-18.94673490
1997,CZE,-5.75000000,-6.86486072
1997,BEN,-0.76000000,-0.89847281
1997,DNK,-2.86000000,-16.32768188
1997,DMA,-0.15000000,0.04573311
1997,DOM,-0.85000000,-3.67922614
1997,ECU,0.96000000,12.17667075
1997,SLV,-0.94000000,-3.61635574
1997,GNQ,0.22000000,1.93725760
1997,ETH,-0.94000000,-1.17891201
1997,ERI,-0.15000000,-0.31063409
1997,EST,-1.30000000,1.27841361
1997,FLK,0.01000000,-0.00446651
1997,FJI,-0.23000000,-0.39425605
1997,FIN,10.14000000,-18.94675692
1997,FRA,15.13000000,-126.95753952
1997,PYF,-0.70000000,-0.56532593
1997,ATF,0.02000000,0.26197776
1997,DJI,-0.28000000,-0.23248585
1997,GAB,2.65000000,21.07575974
1997,GEO,-0.73000000,-1.92480176
1997,GMB,-0.22000000,-0.55410921
1997,DEU,77.35000000,-226.40807090
1997,GHA,-1.94000000,-3.98361025
1997,GIB,-1.45000000,-9.40692432
1997,KIR,-0.01000000,-0.01729486
1997,GRC,-17.05000000,-9.78461243
1997,GRL,0.04000000,-0.27525653
1997,GRD,-0.15000000,-0.26522092
1997,GTM,-0.88000000,-0.88055727
1997,GIN,0.18000000,14.47294644
1997,GUY,0.14000000,2.77061486
1997,HTI,-0.59000000,-1.19977785
1997,HND,1.10000000,-1.30516629
1997,HKG,-149.99000000,-826.45615976
1997,HUN,-1.57000000,-11.71839323
1997,ISL,-0.06000000,-0.69040906
1997,IDN,16.53000000,187.27857012
1997,IRN,1.55000000,83.02870404
1997,IRQ,2.51000000,22.54754595
1997,IRL,7.21000000,-37.42522149
1997,ISR,-5.45000000,-17.40261875
1997,ITA,24.62000000,-177.79631261
1997,CIV,2.09000000,0.04211594
1997,JAM,-1.50000000,2.92314717
1997,JPN,117.55000000,-671.69241245
1997,KAZ,1.50000000,36.01934991
1997,JOR,-3.09000000,-1.96522566
1997,KEN,-1.59000000,-4.09174377
1997,PRK,0.02000000,-4.31722983
1997,KOR,-4.68000000,-250.82597400
1997,KWT,6.24000000,80.72045696
1997,KGZ,-0.16000000,-0.19505501
1997,LAO,-0.28000000,-0.03773239
1997,LBN,-7.21000000,-9.50955422
1997,LVA,-0.17000000,5.50737162
1997,LBR,-2.08000000,-1.63901400
1997,LBY,5.49000000,60.74156018
1997,LTU,-1.66000000,-3.27224384
1997,MAC,-0.36000000,-55.00012044
1997,MDG,-0.08000000,-0.57010787
1997,MWI,0.27000000,0.80633784
1997,MYS,19.21000000,35.51803712
1997,MDV,-0.29000000,-0.57070869
1997,MLI,-0.43000000,-1.24107026
1997,MLT,-1.33000000,-15.32505515
1997,MRT,0.16000000,10.51510124
1997,MUS,-0.76000000,-1.70222785
1997,MEX,2.44000000,64.29168255
1997,S19,28.97000000,-7.72059235
1997,MNG,-0.06000000,-0.11799678
1997,MDA,-0.08000000,-4.84597335
1997,MSR,-0.01000000,-0.02176404
1997,MAR,-1.14000000,1.49762697
1997,MOZ,-0.52000000,-0.14984088
1997,OMN,1.83000000,37.25038567
1997,NRU,0.01000000,0.42738983
1997,NPL,-0.16000000,-0.41784947
1997,NLD,-6.86000000,-63.81705205
1997,ANT,-1.59000000,0.51871419
1997,ABW,0.14000000,4.70938663
1997,NCL,-0.26000000,3.44579274
1997,VUT,-0.08000000,0.02274386
1997,NZL,0.70000000,7.45828267
1997,NIC,-0.76000000,-1.27673722
1997,NER,0.09000000,0.49179259
1997,NGA,10.63000000,94.76519600
1997,NIU,-0.04000000,-0.01747123
1997,NFK,-0.02000000,-0.00688844
1997,NOR,14.36000000,191.19516647
1997,MNP,-0.12000000,-0.03326718
1997,FSM,-0.02000000,-0.06854667
1997,MHL,-0.37000000,-0.41679438
1997,PLW,-0.01000000,-0.00658744
1997,PAK,0.23000000,-6.05966660
1997,PAN,-12.22000000,-13.70752392
1997,PNG,0.71000000,5.68497229
1997,PRY,-2.63000000,2.25010574
1997,PER,-1.60000000,0.76467200
1997,PHL,-8.04000000,-38.60651582
1997,PCN,0.00000000,0.01121224
1997,POL,-17.75000000,4.11716904
1997,PRT,-11.61000000,-31.87110478
1997,GNB,-0.03000000,-0.12082777
1997,TLS,0.00000000,0.00007435
1997,QAT,2.23000000,31.31077736
1997,ROU,-1.59000000,-13.11650247
1997,RUS,32.68000000,408.60303976
1997,RWA,-0.29000000,-0.64714381
1997,SHN,-0.02000000,-0.05090119
1997,KNA,-0.11000000,-0.10676587
1997,AIA,-0.03000000,-0.07710445
1997,LCA,-0.26000000,-0.26345521
1997,SPM,-0.04000000,-0.04004046
1997,VCT,-0.10000000,-0.34631146
1997,STP,-0.02000000,-0.03325493
1997,SAU,29.35000000,342.96558325
1997,SEN,-1.27000000,-2.42308829
1997,SYC,-0.26000000,-4.78800554
1997,SLE,0.01000000,-0.27930188
1997,IND,3.27000000,-48.47475732
1997,SGP,-34.45000000,-180.14251711
1997,SVK,-2.64000000,-13.78050321
1997,VNM,-1.92000000,3.80429865
1997,SVN,-1.12000000,-4.81457692
1997,SOM,-0.07000000,-0.21986517
1997,ZA1,8.20000000,105.01825538
1997,ZWE,-0.01000000,5.69653712
1997,ESP,-23.04000000,-96.69248073
1997,SDN,-1.31000000,-2.60736842
1997,SUR,0.09000000,0.64994710
1997,SWE,17.90000000,2.59618950
1997,CHE,6.13000000,-40.59272764
1997,SYR,0.10000000,17.20759419
1997,TJK,-0.04000000,-0.49916790
1997,THA,3.79000000,-23.69754257
1997,TGO,-0.38000000,1.89515594
1997,TKL,0.00000000,0.00771300
1997,TON,-0.03000000,-0.01767240
1997,TTO,-0.47000000,7.43770206
1997,ARE,0.50000000,116.15233104
1997,TUN,-2.60000000,-2.07840686
1997,TUR,-21.80000000,-55.99476953
1997,TKM,0.33000000,8.11586288
1997,TCA,-0.04000000,-0.05267835
1997,TUV,-0.01000000,-0.00597963
1997,UGA,-0.17000000,-1.49315108
1997,UKR,-1.79000000,-4.43454727
1997,MKD,-0.52000000,-2.34957774
1997,EGY,-13.13000000,-7.43149716
1997,GBR,-44.98000000,-27.05602214
1997,TZA,-0.88000000,-7.30933695
1997,USA,-152.29000000,-410.83613715
1997,PUS,-0.73000000,-1.65808468
1997,BFA,-0.53000000,-1.04079670
1997,URY,-1.03000000,0.24452227
1997,UZB,-0.63000000,-0.36568321
1997,VEN,11.17000000,144.66769563
1997,WLF,-0.16000000,-0.02108345
1997,WSM,-0.04000000,-0.05449802
1997,YEM,0.45000000,11.32206914
1997,SCG,-2.39000000,-7.74531266
1997,ZMB,0.23000000,-33.35993618
1998,AFG,-0.18000000,-0.14093067
1998,ALB,-0.63000000,-2.18849803
1998,DZA,0.32000000,66.86446104
1998,AND,-1.04000000,-0.56298663
1998,AGO,1.89000000,28.53383370
1998,ATG,-0.36000000,-0.38748816
1998,AZE,-0.88000000,1.56877743
1998,ARG,-3.56000000,60.52466879
1998,AUS,0.46000000,356.68206150
1998,AUT,-10.39000000,-25.69299333
1998,BHS,-2.44000000,-1.37833787
1998,BHR,-0.11000000,2.49178867
1998,BGD,-2.51000000,-18.81538072
1998,ARM,-0.26000000,-1.49428205
1998,BRB,-0.82000000,-0.67489273
1998,BEL,-18.35000000,-93.19477979
1998,BMU,-1.01000000,-2.97674779
1998,BTN,-0.04000000,0.45935585
1998,BOL,-1.72000000,0.72043213
1998,BIH,-1.79000000,-2.96552380
1998,BRA,-6.57000000,131.65377954
1998,BLZ,-0.10000000,-0.12646823
1998,IOT,-0.00000000,0.00200648
1998,SLB,0.10000000,0.35504943
1998,VGB,-1.35000000,-14.83969455
1998,BRN,0.01000000,4.41127139
1998,BGR,-0.67000000,-4.68073494
1998,MMR,-1.35000000,-1.36643566
1998,BDI,-0.13000000,-0.19871936
1998,BLR,-1.37000000,-18.19350674
1998,KHM,-0.48000000,-1.76981751
1998,CMR,0.29000000,4.35492339
1998,CAN,16.46000000,187.50913080
1998,CPV,-0.22000000,-0.38908787
1998,CYM,-0.80000000,-0.33573022
1998,CAF,0.14000000,-0.02902715
1998,LKA,-0.47000000,-4.53245606
1998,TCD,0.02000000,-0.00606367
1998,CHL,-2.03000000,-0.34952384
1998,CHN,146.29000000,28.61929146
1998,CXR,0.01000000,0.47650203
1998,CCK,-0.01000000,-0.00256900
1998,COL,-2.87000000,60.20906369
1998,COM,-0.15000000,-0.17051060
1998,COG,0.66000000,9.02521436
1998,COD,0.30000000,0.29089568
1998,COK,-0.04000000,-0.01569064
1998,CRI,-0.49000000,-0.72284167
