year,country,value_bln_USD,quantity_mln_metric_tons
1995,AFG,-0.21000000,-0.15944233
1995,ALB,-0.60000000,-1.18403278
1995,DZA,-0.38000000,50.86520202
1995,AND,-1.01000000,-0.74095796
1995,AGO,1.94000000,24.87342164
1995,ATG,-0.20000000,-0.02870599
1995,AZE,-0.29000000,-0.40927210
1995,ARG,3.08000000,44.81191643
1995,AUS,-1.74000000,309.27677256
1995,AUT,-13.00000000,-19.19315040
1995,BHS,-0.94000000,1.38905375
1995,BHR,0.02000000,0.93437319
1995,BGD,-1.41000000,-11.39595548
1995,ARM,-0.09000000,-0.21007857
1995,BRB,-0.31000000,-0.47606032
1995,BEL,-0.66000000,-80.86605532
1995,BMU,-0.90000000,-0.65215934
1995,BTN,0.02000000,0.05851361
1995,BOL,-0.67000000,1.06151645
1995,BIH,-0.74000000,-0.84748268
1995,BRA,-3.94000000,112.06801120
1995,BLZ,-0.12000000,-1.22773274
1995,IOT,0.01000000,0.01388955
1995,SLB,0.08000000,0.49286832
1995,VGB,-0.23000000,-0.00452774
1995,BRN,-0.48000000,10.87814460
1995,BGR,-0.01000000,5.67354192
1995,MMR,-1.14000000,0.17595896
1995,BDI,-0.06000000,-0.26416876
1995,BLR,-0.42000000,4.23293391
1995,KHM,-0.96000000,-0.54496752
1995,CMR,1.01000000,5.26987437
1995,CAN,30.57000000,195.95477947
1995,CPV,-0.21000000,-0.47453609
1995,CYM,-0.51000000,-2.12100354
1995,CAF,-0.00000000,-0.02864940
1995,LKA,-0.76000000,-3.49465047
1995,TCD,-0.13000000,-0.19847626
1995,CHL,1.13000000,6.53095122
1995,CHN,94.21000000,724.75786645
1995,CXR,-0.02000000,0.02947462
1995,CCK,0.00000000,-0.00053643
1995,COL,-2.90000000,31.95633826
1995,COM,-0.17000000,-0.21494420
1995,COG,0.74000000,7.60850053
1995,COD,0.36000000,0.33744931
1995,COK,-0.04000000,-0.03297921
1995,CRI,0.47000000,-0.83641812
1995,HRV,-2.88000000,-3.41918842
1995,CUB,-0.92000000,-2.35864796
1995,CYP,-3.11000000,-3.83202929
1995,CZE,-4.04000000,-0.48892433
1995,BEN,-0.72000000,-0.79370362
1995,DNK,2.13000000,-11.21069820
1995,DMA,-0.12000000,0.00541699
1995,DOM,-0.58000000,-3.67984618
1995,ECU,0.56000000,13.51204896
1995,SLV,-1.49000000,-2.81065295
1995,GNQ,0.03000000,0.37498121
1995,ETH,-1.03000000,-1.92948490
1995,ERI,-0.12000000,-0.10380965
1995,EST,-0.49000000,0.83133047
1995,FLK,-0.02000000,-0.00254125
1995,FJI,-0.06000000,-0.01123097
1995,FIN,10.63000000,-14.48233651
1995,FRA,-1.25000000,-127.72105930
1995,PYF,-0.54000000,-0.45768565
1995,ATF,-0.00000000,0.00009294
1995,DJI,-0.30000000,-0.10816012
1995,GAB,1.95000000,17.91702674
1995,GEO,-0.23000000,-0.70779904
1995,GMB,-0.13000000,-0.39413804
1995,DEU,56.33000000,-205.08532499
1995,GHA,-0.33000000,-0.52139091
1995,GIB,-0.53000000,-2.64480128
1995,KIR,-0.03000000,-0.02801513
1995,GRC,-15.43000000,-8.30907357
1995,GRL,0.07000000,-0.15658624
1995,GRD,-0.12000000,-0.23299028
1995,GTM,-0.76000000,-3.79089761
1995,GIN,-0.08000000,11.35585486
1995,GUY,0.13000000,1.90641595
1995,HTI,-0.60000000,-1.14016625
1995,HND,0.11000000,-0.84706105
1995,HKG,-124.06000000,-771.19518388
1995,HUN,-1.14000000,-11.79139620
1995,ISL,0.15000000,-0.74802677
1995,IDN,10.66000000,192.65101167
1995,IRN,7.63000000,91.70569195
1995,IRQ,-0.05000000,3.51660326
1995,IRL,10.82000000,-14.73775802
1995,ISR,-7.30000000,-8.50342167
1995,ITA,23.72000000,-170.30251977
1995,CIV,1.78000000,0.08771965
1995,JAM,-0.61000000,2.83688269
1995,JPN,139.24000000,-647.48627453
1995,KAZ,0.27000000,8.10138464
1995,JOR,-2.95000000,-2.85479280
1995,KEN,-0.96000000,0.02427770
1995,PRK,-0.28000000,-2.08961427
1995,KOR,-4.23000000,-216.80075112
1995,KWT,3.59000000,69.21239757
1995,KGZ,-0.22000000,-4.95206128
1995,LAO,-0.31000000,-0.41444951
1995,LBN,-4.77000000,-5.60122671
1995,LVA,0.59000000,6.96884438
1995,LBR,-3.95000000,-3.21357004
1995,LBY,4.91000000,60.22498232
1995,LTU,-0.44000000,-1.99060190
1995,MAC,-0.38000000,-53.94289936
1995,MDG,-0.02000000,-0.54412264
1995,MWI,-0.15000000,-1.12388705
1995,MYS,13.70000000,28.86167075
1995,MDV,-0.24000000,-0.60304311
1995,MLI,-0.37000000,-0.79075319
1995,MLT,-1.40000000,-2.86901222
1995,MRT,0.11000000,10.56869755
1995,MUS,-0.59000000,-1.61903916
1995,MEX,14.71000000,72.67541668
1995,S19,29.82000000,-69.11376713
1995,MNG,0.01000000,0.21138219
1995,MDA,-0.10000000,-1.90028809
1995,MSR,-0.02000000,-0.00156298
1995,MAR,-2.31000000,-4.34244690
1995,MOZ,-0.80000000,-1.69355322
1995,OMN,0.21000000,35.54296675
1995,NRU,0.02000000,0.51933199
1995,NPL,-0.34000000,-0.51165616
1995,NLD,-1.38000000,-66.45640047
1995,ANT,-1.29000000,1.81660450
1995,ABW,0.11000000,2.72632657
1995,NCL,-0.24000000,3.04503954
1995,VUT,-0.08000000,-0.06003823
1995,NZL,0.09000000,5.92854704
1995,NIC,-0.58000000,-1.48559252
1995,NER,0.04000000,-0.24394383
1995,NGA,8.22000000,81.88651780
1995,NIU,-0.04000000,-0.00437843
1995,NFK,0.07000000,-0.00349183
1995,NOR,11.14000000,163.67193815
1995,MNP,-0.08000000,-0.08006679
1995,FSM,0.07000000,-0.02407134
1995,MHL,-0.54000000,-0.21382256
1995,PLW,0.00000000,-0.00824745
1995,PAK,-0.94000000,-5.04718137
1995,PAN,-11.31000000,-11.66364784
1995,PNG,1.58000000,6.92280913
1995,PRY,-2.64000000,0.72252913
1995,PER,-2.34000000,2.55298936
1995,PHL,-6.86000000,-8.22780175
1995,PCN,-0.00000000,0.00818196
1995,POL,-6.27000000,21.27830662
1995,PRT,-11.49000000,-29.03783463
1995,GNB,-0.01000000,-0.01417381
1995,TLS,-0.00000000,-0.01413400
1995,QAT,1.07000000,21.00137328
