year,product_chapter,exporter,value_trln_USD
1995,10,FRA,0.00007846
1995,10,THA,0.00002668
1995,10,CAN,0.00002509
1995,10,ARG,0.00001069
1995,10,TUR,0.00000374
1995,10,Other,0.00000272
1995,11,ESP,0.00002480
1995,11,FRA,0.00000428
1995,11,MEX,0.00000236
1995,11,CAN,0.00000163
1995,11,ARG,0.00000149
1995,11,Other,0.00000043
1995,12,MEX,0.00000362
1995,12,BRA,0.00000186
1995,12,ARG,0.00000137
1995,12,CAN,0.00000105
1995,12,JPN,0.00000077
1995,12,Other,0.00000073
1995,13,ESP,0.00000012
1995,13,MEX,0.00000005
1995,13,DEU,0.00000003
1995,13,VEN,0.00000001
1995,13,GBR,0.00000001
1995,13,Other,0.00000000
1995,14,SGP,0.00000006
1995,14,ESP,0.00000002
1995,15,ARG,0.00001206
1995,15,MEX,0.00001071
1995,15,BRA,0.00000632
1995,15,NLD,0.00000273
1995,15,CAN,0.00000183
1995,15,Other,0.00000264
1995,16,DEU,0.00000534
1995,16,NLD,0.00000526
1995,16,IRL,0.00000512
1995,16,ESP,0.00000407
1995,16,MEX,0.00000223
1995,16,Other,0.00000369
1995,17,ESP,0.00000083
1995,17,MEX,0.00000056
1995,17,CHL,0.00000054
1995,17,CHN,0.00000046
1995,17,BRA,0.00000020
1995,17,Other,0.00000042
1995,18,ESP,0.00000126
1995,18,MEX,0.00000070
1995,18,CHL,0.00000033
1995,18,CAN,0.00000007
1995,18,ITA,0.00000007
1995,18,Other,0.00000009
1995,19,ITA,0.00000134
1995,19,CHL,0.00000097
1995,19,ESP,0.00000090
1995,19,MEX,0.00000077
1995,19,BRA,0.00000057
1995,19,Other,0.00000074
1995,20,CAN,0.00000946
1995,20,FRA,0.00000432
1995,20,ESP,0.00000381
1995,20,ITA,0.00000100
1995,20,NLD,0.00000088
1995,20,Other,0.00000212
1995,21,ESP,0.00000267
1995,21,BRA,0.00000222
1995,21,MEX,0.00000191
1995,21,CAN,0.00000188
1995,21,CHL,0.00000157
1995,21,Other,0.00000197
1995,22,NLD,0.00000690
1995,22,CAN,0.00000458
1995,22,MEX,0.00000382
1995,22,ESP,0.00000325
1995,22,VEN,0.00000237
1995,22,Other,0.00000566
1995,23,ARG,0.00003560
1995,23,CHL,0.00000655
1995,23,BRA,0.00000516
1995,23,MEX,0.00000022
1995,23,BEL,0.00000005
1995,23,Other,0.00000007
1995,24,ITA,0.00000452
1995,24,IDN,0.00000091
1995,24,GBR,0.00000054
1995,24,NLD,0.00000010
1995,24,DEU,0.00000007
1995,24,Other,0.00000006
1995,25,CAN,0.00000842
1995,25,MEX,0.00000147
1995,25,FRA,0.00000146
1995,25,ESP,0.00000058
1995,25,TTO,0.00000019
1995,25,Other,0.00000058
1995,26,ESP,0.00000088
1995,26,SGP,0.00000023
1995,26,NLD,0.00000016
1995,26,ITA,0.00000013
1995,26,MEX,0.00000010
1995,26,Other,0.00000001
1995,27,MEX,0.00014167
1995,27,VEN,0.00007489
1995,27,FRA,0.00001298
1995,27,PRT,0.00000982
1995,27,TTO,0.00000847
1995,27,Other,0.00003297
1995,28,MEX,0.00001170
1995,28,TTO,0.00000684
1995,28,CHN,0.00000273
1995,28,COL,0.00000269
1995,28,FRA,0.00000268
1995,28,Other,0.00000929
1995,29,CHN,0.00001017
1995,29,MEX,0.00000291
1995,29,ESP,0.00000271
1995,29,DEU,0.00000230
1995,29,ITA,0.00000179
1995,29,Other,0.00000402
1995,30,CHN,0.00002043
1995,30,NLD,0.00000967
1995,30,ESP,0.00000544
1995,30,DNK,0.00000189
1995,30,GBR,0.00000151
1995,30,Other,0.00000895
1995,31,MEX,0.00001791
1995,31,TUN,0.00001684
1995,31,CAN,0.00001556
1995,31,DEU,0.00000157
1995,31,ROU,0.00000094
1995,31,Other,0.00000106
1995,32,ESP,0.00001042
1995,32,MEX,0.00000292
1995,32,PAN,0.00000233
1995,32,GBR,0.00000175
1995,32,BRA,0.00000128
1995,32,Other,0.00000313
1995,33,ESP,0.00000341
1995,33,FRA,0.00000115
1995,33,MEX,0.00000051
1995,33,IRL,0.00000050
1995,33,GBR,0.00000031
1995,33,Other,0.00000122
1995,34,MEX,0.00002234
1995,34,ESP,0.00000440
1995,34,NLD,0.00000071
1995,34,CHN,0.00000064
1995,34,CAN,0.00000051
1995,34,Other,0.00000163
1995,35,MEX,0.00000067
1995,35,FRA,0.00000043
1995,35,ESP,0.00000024
1995,35,CAN,0.00000015
1995,35,DEU,0.00000008
1995,35,Other,0.00000022
1995,36,CHN,0.00000068
1995,36,CHL,0.00000017
1995,36,ESP,0.00000015
1995,36,SGP,0.00000003
1995,36,CAN,0.00000001
1995,36,Other,0.00000000
1995,37,CHN,0.00000195
1995,37,ESP,0.00000126
1995,37,FRA,0.00000042
1995,37,ITA,0.00000032
1995,37,DEU,0.00000019
1995,37,Other,0.00000053
1995,38,ZA1,0.00001509
1995,38,NLD,0.00001113
1995,38,MEX,0.00001108
1995,38,VEN,0.00000907
1995,38,DEU,0.00000430
1995,38,Other,0.00002045
1995,39,MEX,0.00001804
1995,39,ESP,0.00001096
1995,39,ITA,0.00000581
1995,39,VEN,0.00000244
1995,39,CAN,0.00000219
1995,39,Other,0.00000993
1995,40,BEL,0.00004606
1995,40,CHN,0.00001954
1995,40,CAN,0.00001549
1995,40,NZL,0.00001534
1995,40,MEX,0.00001169
1995,40,Other,0.00004596
1995,41,ESP,0.00000089
1995,41,ARG,0.00000065
1995,41,BRA,0.00000015
1995,41,MEX,0.00000010
1995,41,COL,0.00000003
1995,41,Other,0.00000004
1995,42,ESP,0.00000064
1995,42,ARG,0.00000027
1995,42,ITA,0.00000021
1995,42,HKG,0.00000016
1995,42,MEX,0.00000015
1995,42,Other,0.00000027
1995,43,MEX,0.00000006
1995,43,ARG,0.00000004
1995,43,URY,0.00000002
1995,43,PER,0.00000000
1995,44,BRA,0.00000365
1995,44,CAN,0.00000181
1995,44,VEN,0.00000177
1995,44,MEX,0.00000163
1995,44,ESP,0.00000134
1995,44,Other,0.00000270
1995,45,ESP,0.00000016
1995,45,MEX,0.00000001
1995,45,BRA,0.00000000
1995,45,GBR,0.00000000
1995,45,DEU,0.00000000
1995,46,HKG,0.00000003
1995,46,CHN,0.00000003
1995,46,ESP,0.00000001
1995,46,MEX,0.00000001
1995,47,CAN,0.00000415
1995,47,CHL,0.00000277
1995,47,CHN,0.00000161
1995,47,COL,0.00000004
1995,47,DEU,0.00000001
1995,48,ESP,0.00000975
1995,48,CAN,0.00000964
1995,48,CHN,0.00000462
1995,48,MEX,0.00000422
1995,48,NLD,0.00000211
1995,48,Other,0.00000444
1995,49,ESP,0.00000240
1995,49,COL,0.00000063
1995,49,MEX,0.00000053
1995,49,ITA,0.00000043
1995,49,CAN,0.00000038
1995,49,Other,0.00000080
1995,50,FRA,0.00000068
1995,50,NLD,0.00000001
1995,50,MEX,0.00000000
1995,51,GBR,0.00000004
1995,51,ECU,0.00000003
1995,51,MEX,0.00000002
1995,51,PER,0.00000002
1995,51,FRA,0.00000001
1995,52,MEX,0.00001055
1995,52,ESP,0.00000236
1995,52,CHN,0.00000218
1995,52,ITA,0.00000010
