year,product_chapter,exporter,value_trln_USD
1995,10,USA,0.00000018
1995,10,THA,0.00000002
1995,10,ECU,0.00000000
1995,10,KNA,0.00000000
1995,11,CAN,0.00000020
1995,11,USA,0.00000017
1995,11,VCT,0.00000000
1995,12,PRY,0.00000116
1995,12,BRA,0.00000049
1995,12,SDN,0.00000013
1995,12,MEX,0.00000002
1995,12,AUS,0.00000000
1995,13,ITA,0.00000000
1995,14,MEX,0.00000038
1995,14,NLD,0.00000004
1995,15,USA,0.00000003
1995,15,KNA,0.00000001
1995,15,ITA,0.00000000
1995,16,THA,0.00000013
1995,16,BRA,0.00000009
1995,16,USA,0.00000005
1995,16,GBR,0.00000000
1995,16,CAN,0.00000000
1995,16,Other,0.00000000
1995,17,USA,0.00000022
1995,17,ITA,0.00000004
1995,17,DEU,0.00000003
1995,17,GBR,0.00000002
1995,17,BRA,0.00000001
1995,17,Other,0.00000001
1995,18,DEU,0.00000015
1995,18,USA,0.00000013
1995,18,GBR,0.00000003
1995,18,MEX,0.00000002
1995,18,FRA,0.00000000
1995,19,USA,0.00000020
1995,19,GBR,0.00000013
1995,19,CAN,0.00000002
1995,19,TTO,0.00000002
1995,19,COL,0.00000002
1995,20,MEX,0.00000278
1995,20,USA,0.00000181
1995,20,BRA,0.00000005
1995,20,GBR,0.00000004
1995,20,THA,0.00000001
1995,20,Other,0.00000002
1995,21,USA,0.00000160
1995,21,MEX,0.00000036
1995,21,GBR,0.00000009
1995,21,TTO,0.00000003
1995,21,DMA,0.00000002
1995,21,Other,0.00000004
1995,22,USA,0.00000162
1995,22,NLD,0.00000104
1995,22,GBR,0.00000070
1995,22,FRA,0.00000062
1995,22,ITA,0.00000010
1995,22,Other,0.00000016
1995,23,BRA,0.00000034
1995,23,USA,0.00000008
1995,23,GBR,0.00000002
1995,24,NLD,0.00000030
1995,24,GBR,0.00000009
1995,24,USA,0.00000008
1995,24,CAN,0.00000001
1995,25,VEN,0.00000065
1995,25,USA,0.00000033
1995,25,DMA,0.00000001
1995,25,TTO,0.00000001
1995,25,MEX,0.00000000
1995,27,USA,0.00000702
1995,27,TTO,0.00000063
1995,27,CIV,0.00000002
1995,27,CAN,0.00000000
1995,27,KNA,0.00000000
1995,27,Other,0.00000000
1995,28,USA,0.00000008
1995,28,GBR,0.00000001
1995,29,MEX,0.00000026
1995,29,GBR,0.00000008
1995,29,SVK,0.00000005
1995,29,NLD,0.00000003
1995,29,USA,0.00000001
1995,30,MEX,0.00000076
1995,30,NOR,0.00000036
1995,30,GBR,0.00000020
1995,30,USA,0.00000015
1995,30,DNK,0.00000008
1995,30,Other,0.00000018
1995,32,USA,0.00000044
1995,32,FRA,0.00000012
1995,32,MEX,0.00000009
1995,32,GBR,0.00000003
1995,33,FRA,0.00000115
1995,33,USA,0.00000078
1995,33,BRA,0.00000030
1995,33,GBR,0.00000006
1995,33,CHE,0.00000001
1995,33,Other,0.00000001
1995,34,USA,0.00000028
1995,34,GBR,0.00000007
1995,34,DMA,0.00000004
1995,34,TTO,0.00000000
1995,35,NLD,0.00000001
1995,35,USA,0.00000001
1995,36,ITA,0.00000005
1995,36,SWE,0.00000001
1995,37,USA,0.00000005
1995,38,GBR,0.00000004
1995,38,TTO,0.00000004
1995,38,USA,0.00000003
1995,38,JPN,0.00000000
1995,38,DMA,0.00000000
