year,product_chapter,exporter,value_trln_USD
1995,10,USA,0.00001053
1995,10,HRV,0.00000491
1995,10,TUR,0.00000003
1995,10,ITA,0.00000000
1995,11,CZE,0.00000055
1995,11,HUN,0.00000031
1995,11,KGZ,0.00000019
1995,11,TUR,0.00000016
1995,11,SVK,0.00000013
1995,11,Other,0.00000001
1995,12,TUR,0.00000009
1995,12,NLD,0.00000008
1995,12,FIN,0.00000000
1995,12,ITA,0.00000000
1995,13,USA,0.00000001
1995,13,TUR,0.00000000
1995,14,NLD,0.00000001
1995,14,TUR,0.00000000
1995,15,BEL,0.00000033
1995,15,TUR,0.00000025
1995,15,NLD,0.00000008
1995,15,KGZ,0.00000004
1995,15,LTU,0.00000002
1995,15,Other,0.00000001
1995,16,HUN,0.00000169
1995,16,NLD,0.00000115
1995,16,IRL,0.00000065
1995,16,LVA,0.00000061
1995,16,MDA,0.00000060
1995,16,Other,0.00000069
1995,17,DEU,0.00000106
1995,17,TUR,0.00000053
1995,17,NLD,0.00000017
1995,17,CHN,0.00000016
1995,17,KOR,0.00000005
1995,17,Other,0.00000011
1995,18,TUR,0.00000068
1995,18,BRA,0.00000064
1995,18,LTU,0.00000016
1995,18,FIN,0.00000003
1995,18,CZE,0.00000002
1995,18,Other,0.00000003
1995,19,TUR,0.00000196
1995,19,FIN,0.00000008
1995,19,KOR,0.00000007
1995,19,SVN,0.00000006
1995,19,BEL,0.00000002
1995,19,Other,0.00000002
1995,20,DEU,0.00000670
1995,20,NLD,0.00000039
1995,20,TUR,0.00000033
1995,20,IRL,0.00000025
1995,20,KGZ,0.00000005
1995,20,Other,0.00000013
1995,21,TUR,0.00000029
1995,21,DEU,0.00000011
1995,21,NLD,0.00000007
1995,21,BEL,0.00000007
1995,21,IRL,0.00000006
1995,21,Other,0.00000006
1995,22,CHN,0.00000408
1995,22,TUR,0.00000281
1995,22,DEU,0.00000069
1995,22,KGZ,0.00000043
1995,22,CZE,0.00000025
1995,22,Other,0.00000065
1995,23,DEU,0.00000000
1995,24,CYP,0.00000142
1995,24,JPN,0.00000063
1995,24,DEU,0.00000052
1995,24,SVK,0.00000041
1995,24,GRC,0.00000016
1995,24,Other,0.00000043
1995,25,TUR,0.00000014
1995,25,KGZ,0.00000014
1995,25,FRA,0.00000010
1995,25,ITA,0.00000002
1995,25,USA,0.00000001
1995,25,Other,0.00000002
1995,27,FIN,0.00000067
1995,27,KGZ,0.00000036
1995,27,TUR,0.00000017
1995,27,NLD,0.00000012
1995,27,FRA,0.00000002
1995,27,Other,0.00000001
1995,28,ESP,0.00000138
1995,28,TUR,0.00000018
1995,28,ITA,0.00000000
1995,28,DEU,0.00000000
1995,29,ISR,0.00000017
1995,29,TUR,0.00000003
1995,29,CHN,0.00000003
1995,29,BEL,0.00000003
1995,29,DEU,0.00000001
1995,29,Other,0.00000003
1995,30,ISR,0.00000464
1995,30,HRV,0.00000044
1995,30,BEL,0.00000035
1995,30,LTU,0.00000019
1995,30,DNK,0.00000018
1995,30,Other,0.00000062
1995,31,USA,0.00000091
1995,31,TUR,0.00000001
1995,32,TUR,0.00000113
1995,32,SVN,0.00000055
1995,32,DEU,0.00000051
1995,32,FRA,0.00000016
1995,32,CHN,0.00000010
1995,32,Other,0.00000035
1995,33,FRA,0.00000040
1995,33,TUR,0.00000039
1995,33,ITA,0.00000027
1995,33,DEU,0.00000009
1995,33,LTU,0.00000004
1995,33,Other,0.00000000
1995,34,TUR,0.00000069
1995,34,ITA,0.00000069
1995,34,DEU,0.00000056
1995,34,ARG,0.00000019
1995,34,CHN,0.00000005
1995,34,Other,0.00000011
1995,35,TUR,0.00000010
1995,35,FRA,0.00000007
1995,35,ITA,0.00000002
1995,35,GBR,0.00000001
1995,35,FIN,0.00000000
1995,35,Other,0.00000000
1995,36,CHN,0.00000013
1995,36,USA,0.00000003
1995,36,TUR,0.00000002
1995,37,ITA,0.00000001
1995,37,ISR,0.00000001
1995,37,FRA,0.00000000
1995,37,TUR,0.00000000
