year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00001093,0.00173797
1995,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.00000936,0.10366051
1995,"Beverages, spirits and vinegar",0.00000788,0.01286513
1995,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00000665,0.00153789
1995,Iron and steel,0.00000442,0.00791133
1995,Other,0.00004177,0.03207035
1996,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00002624,0.00342840
1996,Metal; miscellaneous products of base metal,0.00001503,0.00200509
1996,Iron or steel articles,0.00001425,0.00609774
1996,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.00001360,0.17899286
1996,"Beverages, spirits and vinegar",0.00000987,0.01660022
1996,Other,0.00006183,0.07663972
1997,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00006062,0.00455988
1997,"Beverages, spirits and vinegar",0.00001374,0.02344817
1997,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00001341,0.00320390
1997,Metal; miscellaneous products of base metal,0.00001070,0.00132011
1997,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000901,0.00114650
1997,Other,0.00006216,0.10590503
1998,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00009763,0.00229965
1998,Iron or steel articles,0.00001765,0.00924263
1998,Metal; miscellaneous products of base metal,0.00001439,0.00176111
1998,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00001260,0.00263478
1998,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00000846,0.00073783
1998,Other,0.00007234,0.12754307
1999,"Ships, boats and floating structures",0.00010356,0.00851360
1999,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00010068,0.01419871
1999,Iron or steel articles,0.00005013,0.01441796
1999,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00001648,0.00325628
1999,Metal; miscellaneous products of base metal,0.00001390,0.00132371
1999,Other,0.00007654,0.12990904
2000,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00011525,0.01026695
2000,Iron or steel articles,0.00002840,0.01934116
2000,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00002727,0.07852098
2000,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00001591,0.00157205
2000,"Beverages, spirits and vinegar",0.00001022,0.01490499
2000,Other,0.00007705,0.13185842
2001,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00009712,0.01279304
2001,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00003760,0.16939975
2001,Iron or steel articles,0.00002647,0.01523665
2001,"Aircraft, spacecraft, and parts thereof",0.00001424,0.00003015
2001,"Beverages, spirits and vinegar",0.00001418,0.02537384
2001,Other,0.00011292,0.22003456
2002,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00017820,0.01604291
2002,Iron or steel articles,0.00004489,0.03818790
2002,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00002464,0.10834826
2002,"Beverages, spirits and vinegar",0.00001936,0.02930312
2002,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00001689,0.00646245
2002,Other,0.00013375,0.20313271
2003,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00039624,0.02912406
2003,"Ships, boats and floating structures",0.00021867,0.02578977
2003,Iron or steel articles,0.00005472,0.03769857
2003,Metal; miscellaneous products of base metal,0.00004724,0.00722384
2003,"Aircraft, spacecraft, and parts thereof",0.00004023,0.00010860
2003,Other,0.00029061,0.40521572
2004,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00022880,0.01836043
2004,Iron or steel articles,0.00006159,0.03202156
2004,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00006017,0.18760664
2004,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00003551,0.00305939
2004,"Beverages, spirits and vinegar",0.00003494,0.04891745
2004,Other,0.00024779,0.31361862
2005,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00049520,0.03337404
2005,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00010496,0.20553460
2005,Iron or steel articles,0.00007133,0.03710860
2005,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00004621,0.01099667
2005,"Beverages, spirits and vinegar",0.00004255,0.04811398
2005,Other,0.00025851,0.23410321
2006,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00056912,0.04303250
2006,"Ships, boats and floating structures",0.00014339,0.01032970
2006,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00012247,0.20476006
2006,Iron or steel articles,0.00011553,0.05062996
2006,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00005930,0.01226242
2006,Other,0.00044407,0.47533400
2007,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00042657,0.02340639
2007,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00018420,0.28655299
2007,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00010986,0.02019904
2007,Iron or steel articles,0.00007429,0.03562320
2007,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00006824,0.00469991
2007,Other,0.00053393,0.57230970
2008,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00033910,0.03059305
2008,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00021520,0.22952485
2008,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00016241,0.01186938
2008,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00015244,0.02167449
2008,Iron or steel articles,0.00009595,0.03134637
2008,Other,0.00072945,0.59861251
2009,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00349233,0.26314263
2009,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00047629,0.03972578
2009,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00024531,0.01397186
2009,Iron or steel articles,0.00016365,0.07190852
2009,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00015917,0.02185974
2009,Other,0.00069703,0.77629572
2010,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00285315,0.26627724
2010,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00059685,0.04827825
2010,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00028189,0.01482879
2010,Iron or steel articles,0.00017969,0.06476286
2010,"Ships, boats and floating structures",0.00017156,0.01733470
2010,Other,0.00097725,1.16943594
2011,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00121542,0.23040891
2011,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00045900,0.03813755
2011,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00021520,0.01266199
2011,Iron or steel articles,0.00020474,0.06426014
2011,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00013312,0.02291634
2011,Other,0.00112258,1.20874263
2012,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00046261,0.03509741
2012,"Ships, boats and floating structures",0.00033655,0.02505927
2012,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00022136,0.22584532
2012,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00021267,0.01789679
2012,Iron or steel articles,0.00021149,0.06911544
2012,Other,0.00114122,1.34033932
2013,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00092713,0.03425599
2013,"Ships, boats and floating structures",0.00076138,0.06073336
2013,Iron or steel articles,0.00023637,0.07066201
