year,product_chapter,importer,value_trln_USD,quantity_mln_metric_tons
1995,10,USA,0.00000003,0.00000784
1995,10,PAN,0.00000000,0.00000045
1995,10,COL,0.00000000,0.00000002
1995,11,USA,0.00000010,0.00013168
1995,12,DEU,0.00000004,0.00000819
1995,12,CHE,0.00000003,0.00000286
1995,12,CAN,0.00000003,0.00000544
1995,12,USA,0.00000001,0.00003966
1995,12,VCT,0.00000000,0.00000038
1995,12,Other,0.00000000,0.00000173
1995,13,USA,0.00000182,0.00550590
1995,13,FRA,0.00000000,0.00000035
1995,13,DEU,0.00000000,0.00000020
1995,14,ESP,0.00000048,0.00034094
1995,14,ITA,0.00000012,0.00005610
1995,14,BRA,0.00000004,0.00001800
1995,14,USA,0.00000002,0.00000688
1995,14,VEN,0.00000001,0.00001800
1995,14,Other,0.00000000,0.00000053
1995,15,USA,0.00000086,0.00046057
1995,15,GBR,0.00000047,0.00040069
1995,15,VEN,0.00000035,0.00052500
1995,15,NLD,0.00000006,0.00005106
1995,15,MEX,0.00000001,0.00000009
1995,15,Other,0.00000001,0.00000637
1995,16,USA,0.00000276,0.00062219
1995,16,PAN,0.00000001,0.00000057
1995,16,SLV,0.00000000,0.00000002
1995,17,USA,0.00012929,0.28444203
1995,17,CAN,0.00000177,0.00608500
1995,17,ESP,0.00000049,0.00523218
1995,17,FRA,0.00000000,0.00000025
1995,18,USA,0.00005918,0.04446942
1995,18,CAN,0.00000713,0.00618200
1995,18,ITA,0.00000260,0.00185981
1995,18,CRI,0.00000254,0.00197438
1995,18,FRA,0.00000118,0.00079912
1995,18,Other,0.00000122,0.00067095
1995,19,USA,0.00000182,0.00140262
1995,19,FRA,0.00000060,0.00035515
1995,19,CAN,0.00000001,0.00000444
1995,20,USA,0.00003172,0.02878573
1995,20,FRA,0.00000041,0.00022582
1995,20,DEU,0.00000040,0.00028981
1995,20,SVN,0.00000023,0.00004440
1995,20,NLD,0.00000020,0.00012362
1995,20,Other,0.00000054,0.00037178
1995,21,USA,0.00001229,0.00901061
1995,21,DEU,0.00000030,0.00020160
1995,21,GTM,0.00000024,0.00000750
1995,21,GBR,0.00000016,0.00009053
1995,21,CAN,0.00000010,0.00008119
1995,21,Other,0.00000015,0.00006545
1995,22,USA,0.00000472,0.00302529
1995,22,ESP,0.00000066,0.00022996
1995,22,PER,0.00000009,0.00005777
1995,22,DEU,0.00000008,0.00002281
1995,22,CHE,0.00000004,0.00002862
1995,22,Other,0.00000008,0.00007029
1995,23,PAN,0.00000002,0.00005900
1995,23,ESP,0.00000002,0.00001369
1995,23,FRA,0.00000001,0.00000787
1995,23,USA,0.00000000,0.00000800
1995,23,BEL,0.00000000,0.00001725
1995,24,USA,0.00007080,0.00604562
1995,24,GBR,0.00001178,0.00018263
1995,24,ESP,0.00000949,0.00343403
1995,24,NLD,0.00000557,0.00059301
1995,24,DEU,0.00000281,0.00020500
1995,24,Other,0.00001056,0.00227531
1995,25,SUR,0.00000053,0.00000000
1995,25,TTO,0.00000011,0.00057662
1995,25,LCA,0.00000010,0.00088169
1995,25,USA,0.00000009,0.00064148
1995,25,COL,0.00000009,0.00048319
1995,25,Other,0.00000012,0.00213107
1995,26,USA,0.00000013,0.00019728
1995,27,DMA,0.00000007,0.00008800
1995,27,LCA,0.00000003,0.00014200
1995,27,VEN,0.00000003,0.00003000
1995,27,GTM,0.00000001,0.00001664
1995,27,TTO,0.00000001,0.00000700
1995,28,PAN,0.00000032,0.00091625
1995,28,CRI,0.00000018,0.00046081
1995,28,HND,0.00000010,0.00029400
1995,28,USA,0.00000008,0.00014894
1995,28,VEN,0.00000006,0.00011000
1995,28,Other,0.00000007,0.00019415
1995,29,BEL,0.00003607,0.03032880
1995,29,HND,0.00000264,0.00197890
1995,29,USA,0.00000240,0.00404861
1995,29,FRA,0.00000064,0.00005700
1995,29,MAR,0.00000020,0.00010000
1995,29,Other,0.00000064,0.00047867
1995,30,USA,0.00000189,0.00028454
1995,30,HND,0.00000041,0.00000923
1995,30,TTO,0.00000025,0.00000617
1995,30,SLV,0.00000024,0.00000573
1995,30,GBR,0.00000024,0.00001542
1995,30,Other,0.00000049,0.00007870
1995,31,CMR,0.00000187,0.00649688
1995,31,LCA,0.00000094,0.00299036
1995,31,KNA,0.00000053,0.00202112
1995,31,GRD,0.00000035,0.00146500
1995,31,TTO,0.00000032,0.00111703
1995,31,Other,0.00000005,0.00012000
1995,32,USA,0.00000062,0.00007045
1995,32,ESP,0.00000012,0.00004444
1995,32,HND,0.00000003,0.00000064
1995,32,CAN,0.00000000,0.00000041
1995,32,COL,0.00000000,0.00000091
1995,32,Other,0.00000000,0.00000000
