year,product_chapter,importer,value_trln_USD,quantity_mln_metric_tons
1995,13,EGY,0.00000005,0.00001000
1995,14,ARG,0.00000000,0.00000010
1995,15,NLD,0.00000092,0.00147419
1995,15,ITA,0.00000072,0.00099594
1995,15,TGO,0.00000011,0.00043269
1995,15,CMR,0.00000006,0.00010597
1995,17,CIV,0.00000000,0.00000003
1995,18,ESP,0.00000058,0.00037188
1995,18,NLD,0.00000045,0.00029444
1995,18,FRA,0.00000024,0.00019600
1995,18,ITA,0.00000020,0.00014232
1995,19,AUT,0.00000010,0.00004360
1995,20,DEU,0.00000001,0.00000188
1995,21,CIV,0.00000000,0.00000005
1995,22,ESP,0.00000000,0.00000006
1995,23,USA,0.00000046,0.00458000
1995,23,MAR,0.00000013,0.00100000
1995,24,COG,0.00000003,0.00000525
1995,25,MAR,0.00000054,0.00112000
1995,25,USA,0.00000003,0.00000032
1995,25,IND,0.00000003,0.00008000
1995,25,FRA,0.00000000,0.00000050
1995,25,BMU,0.00000000,0.00000000
1995,25,Other,0.00000000,0.00000050
1995,26,FRA,0.00005777,0.73609882
1995,26,CHN,0.00004482,0.41959462
1995,26,USA,0.00002397,0.20421912
1995,26,ITA,0.00001448,0.17213600
1995,26,ROU,0.00001022,0.07901200
1995,26,Other,0.00003457,0.27115300
1995,27,USA,0.00152992,11.65061138
1995,27,KOR,0.00011013,0.88967603
1995,27,FRA,0.00006619,0.49263586
1995,27,PRT,0.00005002,0.40313869
1995,27,ESP,0.00004822,0.37817507
1995,27,Other,0.00017840,1.36630599
1995,28,FRA,0.00004894,0.00004800
1995,28,GTM,0.00000023,0.00040800
1995,28,TZA,0.00000018,0.00003550
1995,28,ZWE,0.00000007,0.00012642
1995,28,POL,0.00000006,0.00012500
1995,28,Other,0.00000009,0.00011321
1995,29,EGY,0.00000001,0.00001710
1995,30,FRA,0.00000769,0.00076600
1995,30,JPN,0.00000105,0.00039719
1995,30,ESP,0.00000061,0.00022439
1995,30,KOR,0.00000051,0.00015596
1995,30,HKG,0.00000029,0.00000612
1995,30,Other,0.00000016,0.00000914
1995,33,SGP,0.00000002,0.00000012
1995,33,TGO,0.00000000,0.00000057
1995,34,COG,0.00000001,0.00000331
1995,37,COG,0.00000000,0.00000022
1995,38,FRA,0.00000000,0.00002410
1995,38,CMR,0.00000000,0.00000040
1995,39,CIV,0.00000036,0.00003177
1995,39,FRA,0.00000001,0.00000060
1995,39,TGO,0.00000000,0.00000070
1995,40,GBR,0.00000138,0.00098788
1995,40,MAR,0.00000052,0.00030240
1995,40,GRC,0.00000049,0.00030238
1995,40,USA,0.00000044,0.00026208
1995,40,FRA,0.00000039,0.00024210
1995,40,Other,0.00000130,0.00089509
1995,42,NLD,0.00000013,0.00007349
1995,44,FRA,0.00014691,0.34888640
1995,44,JPN,0.00007463,0.21480935
1995,44,CHN,0.00006607,0.23733510
1995,44,MAR,0.00002460,0.06289041
1995,44,ITA,0.00002158,0.05058583
1995,44,Other,0.00013548,0.29747625
1995,48,CMR,0.00000000,0.00000244
1995,48,FRA,0.00000000,0.00000021
1995,48,CHN,0.00000000,0.00000150
1995,48,COG,0.00000000,0.00000006
1995,49,UGA,0.00000001,0.00000100
1995,49,BEL,0.00000000,0.00000008
1995,49,GBR,0.00000000,0.00000005
1995,49,CAF,0.00000000,0.00000575
1995,49,ITA,0.00000000,0.00000008
1995,51,AUT,0.00000000,0.00000010
1995,52,MKD,0.00000044,0.00382500
1995,52,IDN,0.00000036,0.00020000
1995,52,COG,0.00000001,0.00000175
1995,54,TUR,0.00000004,0.00000650
1995,55,TUR,0.00000001,0.00001779
1995,57,ZA1,0.00000011,0.00000000
1995,57,BMU,0.00000000,0.00000000
1995,59,DEU,0.00000000,0.00000010
1995,60,CAN,0.00000015,0.00000226
1995,60,CHE,0.00000001,0.00000144
1995,61,AUT,0.00000002,0.00000069
1995,61,TGO,0.00000000,0.00000006
1995,62,CAN,0.00000004,0.00000531
1995,62,AUT,0.00000001,0.00000019
1995,62,TGO,0.00000001,0.00000425
1995,62,USA,0.00000000,0.00000009
1995,62,COG,0.00000000,0.00000027
1995,63,CAF,0.00000003,0.00000172
1995,64,TZA,0.00000000,0.00000000
1995,65,CAN,0.00000000,0.00000011
1995,68,TUR,0.00000008,0.00001587
1995,68,FRA,0.00000003,0.00000262
1995,68,CAN,0.00000001,0.00000041
1995,68,USA,0.00000000,0.00000000
1995,68,CIV,0.00000000,0.00000125
1995,69,FRA,0.00000000,0.00000050
1995,70,CAN,0.00000000,0.00000225
1995,71,FRA,0.00000017,0.00000259
1995,71,BEL,0.00000009,0.00000001
1995,71,USA,0.00000005,0.00000000
1995,71,DEU,0.00000003,0.00000000
1995,71,AUT,0.00000000,0.00000000
1995,72,EGY,0.00000043,0.00285000
1995,72,FRA,0.00000006,0.00023430
1995,72,ITA,0.00000005,0.00036000
1995,72,THA,0.00000002,0.00001963
1995,72,BEL,0.00000001,0.00001569
1995,73,NLD,0.00000025,0.00008875
1995,73,GBR,0.00000007,0.00010500
1995,73,FRA,0.00000000,0.00000637
