year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00015424,0.03982177
1995,Pharmaceutical products,0.00009017,0.01070082
1995,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00005835,0.02777770
1995,Apparel and clothing accessories; not knitted or crocheted,0.00005790,0.00458135
1995,Sugars and sugar confectionery,0.00003378,0.10424676
1995,Other,0.00024380,0.39485143
1996,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00017813,0.05596861
1996,Apparel and clothing accessories; not knitted or crocheted,0.00010891,0.00841564
1996,Pharmaceutical products,0.00008655,0.01007608
1996,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00006209,0.00065479
1996,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.00006110,0.01445820
1996,Other,0.00035458,0.58186759
1997,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00016639,0.04195616
1997,Apparel and clothing accessories; not knitted or crocheted,0.00013615,0.00982571
1997,Pharmaceutical products,0.00008861,0.01272646
1997,Sugars and sugar confectionery,0.00007629,0.28098214
1997,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00005089,0.02758078
1997,Other,0.00041167,0.48530283
1998,Apparel and clothing accessories; not knitted or crocheted,0.00019234,0.01372236
1998,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00018888,0.06696125
1998,Pharmaceutical products,0.00009495,0.01183209
1998,Sugars and sugar confectionery,0.00006206,0.22640684
1998,Apparel and clothing accessories; knitted or crocheted,0.00004734,0.00363297
1998,Other,0.00029075,0.41389351
1999,Apparel and clothing accessories; not knitted or crocheted,0.00022684,0.01598756
1999,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00014382,0.06154934
1999,Pharmaceutical products,0.00009100,0.01167189
1999,Apparel and clothing accessories; knitted or crocheted,0.00005928,0.00519748
1999,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00004590,0.02356226
1999,Other,0.00029539,0.56006992
2000,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00017415,0.08572274
2000,Apparel and clothing accessories; not knitted or crocheted,0.00016357,0.00250624
2000,Pharmaceutical products,0.00012879,0.01274418
2000,Apparel and clothing accessories; knitted or crocheted,0.00007405,0.00440361
2000,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00005703,0.02723958
2000,Other,0.00033621,0.64260082
2001,Apparel and clothing accessories; not knitted or crocheted,0.00022285,0.00659697
2001,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00011773,0.08123399
2001,Apparel and clothing accessories; knitted or crocheted,0.00008062,0.00391159
2001,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00007554,0.02758715
2001,Sugars and sugar confectionery,0.00007322,0.26082694
2001,Other,0.00040691,0.60293131
2002,Apparel and clothing accessories; not knitted or crocheted,0.00026201,0.01414914
2002,Apparel and clothing accessories; knitted or crocheted,0.00011397,0.00672415
2002,Pharmaceutical products,0.00010170,0.01360787
2002,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00008422,0.05878805
2002,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00008355,0.03510947
2002,Other,0.00037370,0.77010803
2003,Apparel and clothing accessories; not knitted or crocheted,0.00034075,0.02373425
2003,Apparel and clothing accessories; knitted or crocheted,0.00014140,0.00959889
2003,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00009710,0.06246224
2003,Pharmaceutical products,0.00009273,0.01459801
2003,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00009015,0.03829474
2003,Other,0.00045319,0.76358931
2004,Apparel and clothing accessories; not knitted or crocheted,0.00036054,0.02925458
2004,Apparel and clothing accessories; knitted or crocheted,0.00021365,0.01640813
2004,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00013451,0.08349652
2004,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00011842,0.04477339
2004,Pharmaceutical products,0.00010640,0.01881371
2004,Other,0.00056551,0.81975886
2005,Apparel and clothing accessories; knitted or crocheted,0.00031864,0.02721800
2005,Apparel and clothing accessories; not knitted or crocheted,0.00024581,0.00503568
2005,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00023010,0.01755058
2005,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00014253,0.06059405
2005,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00012706,0.04581918
2005,Other,0.00071595,1.11738596
2006,Apparel and clothing accessories; knitted or crocheted,0.00041764,0.03423197
2006,Apparel and clothing accessories; not knitted or crocheted,0.00024152,0.00189731
2006,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.00022411,0.08995934
2006,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00015008,0.00945971
2006,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00014346,0.29846801
2006,Other,0.00078645,0.82431091
2007,Apparel and clothing accessories; knitted or crocheted,0.00033235,0.00333995
2007,Apparel and clothing accessories; not knitted or crocheted,0.00026662,0.00369993
