imports_trln_USD,exports_trln_USD
0.00000079,
0.00000153,0.00000020
0.00000002,0.00000069
0.00000001,
0.00000001,
0.00000076,0.00000423
0.00000338,
0.00000025,
0.00000003,0.00000001
0.00000170,0.00000002
0.00000631,0.00000003
0.00000079,0.00000211
0.00000029,
0.00000027,0.00000022
0.00000016,
0.00000093,
0.00000823,
0.00000008,
0.00000017,
0.00000128,0.00000055
0.00000066,
0.00000038,
0.00000016,0.00000005
0.00000060,0.00000001
0.00000007,
0.00000009,
0.00000015,
0.00000123,
0.00000367,0.00000002
0.00000417,0.00000000
0.00000004,0.00000001
0.00000002,0.00000003
0.00000000,
0.00000256,0.00000012
0.00000001,
0.00000000,0.00000000
0.00000002,0.00000011
0.00000254,0.00000003
0.00000049,0.00000001
0.00000001,
0.00000002,
0.00000033,0.00000019
0.00000016,
0.00000004,
0.00000028,
0.00000010,
0.00000003,
0.00000003,
0.00000002,
0.00000002,
0.00000030,0.00000005
0.00000029,0.00000001
0.00000015,0.00000000
0.00000016,
0.00000001,
0.00000002,
0.00000046,
0.00000015,
0.00000061,0.00000001
0.00000005,0.00000013
0.00000191,0.00000006
0.00000422,0.00000002
0.00000005,0.00000011
0.00000058,0.00000002
0.00000001,
0.00000000,
0.00000006,0.00000040
0.00000000,0.00000005
0.00000342,
0.00000031,0.00000001
0.00000898,0.00000004
0.00004129,0.00004763
0.00000001,
0.00000305,
0.00000035,
0.00000008,
0.00000136,
0.00000002,0.00000002
0.00000004,
0.00000002,
0.00000061,0.00000001
0.00000024,
0.00000014,0.00000000
0.00000003,0.00000002
0.00000026,
0.00000208,0.00000055
0.00000014,0.00000262
0.00000002,
0.00000001,
0.00000156,0.00000397
0.00000316,0.00000031
0.00000037,
0.00000003,0.00000015
0.00000173,
0.00000924,0.00000000
0.00000112,0.00000206
0.00000046,0.00000003
0.00000030,0.00000007
0.00000048,
0.00000080,
0.00000734,
0.00000007,
0.00000018,0.00000000
0.00000423,0.00000106
0.00000001,0.00000001
0.00000078,0.00000005
0.00000038,0.00000000
0.00000044,
0.00000008,
0.00000000,
0.00000012,0.00000000
0.00000073,
0.00000454,0.00000000
0.00000581,0.00000001
0.00000004,
0.00000000,
0.00000186,0.00000044
0.00000000,
0.00000000,0.00000001
0.00000001,0.00000174
0.00000294,0.00000001
0.00000059,0.00000012
0.00000002,0.00000001
