year,product_chapter,exporter,value_trln_USD
1995,10,FRA,0.00001229
1995,10,USA,0.00001142
1995,10,IND,0.00000629
1995,10,ARG,0.00000401
1995,10,ZA1,0.00000266
1995,10,Other,0.00000432
1995,11,FRA,0.00002571
1995,11,BEL,0.00000945
1995,11,ITA,0.00000553
1995,11,ZA1,0.00000432
1995,11,PRT,0.00000331
1995,11,Other,0.00000692
1995,12,ZA1,0.00000150
1995,12,ZWE,0.00000074
1995,12,NLD,0.00000021
1995,12,DEU,0.00000008
1995,12,PRT,0.00000004
1995,12,Other,0.00000007
1995,13,DEU,0.00000026
1995,13,PRT,0.00000013
1995,13,NLD,0.00000011
1995,13,GBR,0.00000000
1995,13,ZA1,0.00000000
1995,13,Other,0.00000000
1995,14,NLD,0.00000002
1995,14,PRT,0.00000000
1995,15,PRT,0.00002033
1995,15,NLD,0.00000818
1995,15,USA,0.00000797
1995,15,ESP,0.00000521
1995,15,SGP,0.00000337
1995,15,Other,0.00000987
1995,16,PRT,0.00001711
1995,16,ZA1,0.00000221
1995,16,JPN,0.00000129
1995,16,MAR,0.00000121
1995,16,THA,0.00000115
1995,16,Other,0.00000213
1995,17,BRA,0.00000928
1995,17,BEL,0.00000786
1995,17,FRA,0.00000564
1995,17,ZA1,0.00000373
1995,17,PRT,0.00000267
1995,17,Other,0.00000470
1995,18,ZA1,0.00000034
1995,18,PRT,0.00000026
1995,18,NLD,0.00000003
1995,18,CHN,0.00000003
1995,18,FRA,0.00000003
1995,18,Other,0.00000009
1995,19,ITA,0.00000480
1995,19,PRT,0.00000448
1995,19,ZA1,0.00000196
1995,19,USA,0.00000114
1995,19,NLD,0.00000101
1995,19,Other,0.00000576
1995,20,PRT,0.00001514
1995,20,NLD,0.00000405
1995,20,ITA,0.00000386
1995,20,FRA,0.00000308
1995,20,GBR,0.00000250
1995,20,Other,0.00000746
1995,21,PRT,0.00000371
1995,21,ZA1,0.00000261
1995,21,USA,0.00000149
1995,21,FRA,0.00000089
1995,21,NLD,0.00000073
1995,21,Other,0.00000243
1995,22,PRT,0.00004189
1995,22,ZA1,0.00001748
1995,22,FRA,0.00000414
1995,22,ESP,0.00000336
1995,22,NLD,0.00000334
1995,22,Other,0.00000310
1995,23,PRT,0.00000080
1995,23,NLD,0.00000026
1995,23,ZA1,0.00000011
1995,23,BEL,0.00000005
1995,23,ESP,0.00000002
1995,23,Other,0.00000000
1995,24,ZA1,0.00001641
1995,24,ZWE,0.00000141
1995,24,CIV,0.00000069
1995,24,PRT,0.00000054
1995,24,CHN,0.00000019
1995,24,Other,0.00000030
1995,25,NLD,0.00000229
1995,25,MAR,0.00000119
1995,25,FRA,0.00000107
1995,25,USA,0.00000083
1995,25,PRT,0.00000050
1995,25,Other,0.00000109
1995,26,ZA1,0.00000011
1995,26,GBR,0.00000003
1995,26,PRT,0.00000000
1995,27,PRT,0.00000356
1995,27,FRA,0.00000158
1995,27,ITA,0.00000119
1995,27,CIV,0.00000118
1995,27,ARG,0.00000081
1995,27,Other,0.00000217
1995,28,USA,0.00000584
1995,28,ZA1,0.00000089
1995,28,NLD,0.00000084
1995,28,PRT,0.00000052
1995,28,FRA,0.00000049
1995,28,Other,0.00000075
1995,29,PRT,0.00000054
1995,29,NLD,0.00000026
1995,29,BRA,0.00000019
1995,29,ZA1,0.00000017
1995,29,ESP,0.00000016
1995,29,Other,0.00000078
1995,30,PRT,0.00001072
1995,30,CHE,0.00000562
1995,30,BEL,0.00000319
1995,30,ESP,0.00000236
1995,30,FRA,0.00000232
1995,30,Other,0.00000643
1995,31,COG,0.00000007
1995,31,PRT,0.00000004
1995,31,ZA1,0.00000003
1995,31,ITA,0.00000001
1995,31,NLD,0.00000000
1995,32,PRT,0.00000444
1995,32,FRA,0.00000131
